Run,RunName,WIND_DIRECTION,RELEASE_ALT,RELEASE_MASS,MASS_MEAN_DIAMETER,Fatalities
1286,Run_1286,160,120,1800,0.00002,60
1287,Run_1287,160,120,1800,0.00004,60
1288,Run_1288,160,120,1800,0.00006,58
1289,Run_1289,160,120,1800,0.00008,56
1290,Run_1290,160,120,1800,0.0001,54
1291,Run_1291,160,120,2000,0.00001,66
1292,Run_1292,160,120,2000,0.00002,66
1293,Run_1293,160,120,2000,0.00004,66
1294,Run_1294,160,120,2000,0.00006,64
1295,Run_1295,160,120,2000,0.00008,62
1296,Run_1296,160,120,2000,0.0001,60
1297,Run_1297,160,140,1000,0.00001,40
1298,Run_1298,160,140,1000,0.00002,40
1299,Run_1299,160,140,1000,0.00004,40
1300,Run_1300,160,140,1000,0.00006,38
1301,Run_1301,160,140,1000,0.00008,38
1302,Run_1302,160,140,1000,0.0001,34
1303,Run_1303,160,140,1200,0.00001,48
1304,Run_1304,160,140,1200,0.00002,46
1305,Run_1305,160,140,1200,0.00004,47
1306,Run_1306,160,140,1200,0.00006,46
1307,Run_1307,160,140,1200,0.00008,44
1308,Run_1308,160,140,1200,0.0001,42
1309,Run_1309,160,140,1400,0.00001,52
1310,Run_1310,160,140,1400,0.00002,52
1311,Run_1311,160,140,1400,0.00004,52
1312,Run_1312,160,140,1400,0.00006,51
1313,Run_1313,160,140,1400,0.00008,50
1314,Run_1314,160,140,1400,0.0001,48
1315,Run_1315,160,140,1600,0.00001,58
1316,Run_1316,160,140,1600,0.00002,58
1317,Run_1317,160,140,1600,0.00004,58
1318,Run_1318,160,140,1600,0.00006,57
1319,Run_1319,160,140,1600,0.00008,55
1320,Run_1320,160,140,1600,0.0001,52
1321,Run_1321,160,140,1800,0.00001,61
1322,Run_1322,160,140,1800,0.00002,60
1323,Run_1323,160,140,1800,0.00004,60
1324,Run_1324,160,140,1800,0.00006,60
1325,Run_1325,160,140,1800,0.00008,58
1326,Run_1326,160,140,1800,0.0001,56
1327,Run_1327,160,140,2000,0.00001,65
1328,Run_1328,160,140,2000,0.00002,64
1329,Run_1329,160,140,2000,0.00004,66
1330,Run_1330,160,140,2000,0.00006,64
1331,Run_1331,160,140,2000,0.00008,62
1332,Run_1332,160,140,2000,0.0001,60
1333,Run_1333,160,160,1000,0.00001,36
1334,Run_1334,160,160,1000,0.00002,36
1335,Run_1335,160,160,1000,0.00004,35
1336,Run_1336,160,160,1000,0.00006,34
1337,Run_1337,160,160,1000,0.00008,34
1338,Run_1338,160,160,1000,0.0001,32
1339,Run_1339,160,160,1200,0.00001,43
1340,Run_1340,160,160,1200,0.00002,44
1341,Run_1341,160,160,1200,0.00004,44
1342,Run_1342,160,160,1200,0.00006,42
1343,Run_1343,160,160,1200,0.00008,40
1344,Run_1344,160,160,1200,0.0001,40
1345,Run_1345,160,160,1400,0.00001,51
1346,Run_1346,160,160,1400,0.00002,50
1347,Run_1347,160,160,1400,0.00004,50
1348,Run_1348,160,160,1400,0.00006,49
1349,Run_1349,160,160,1400,0.00008,48
1350,Run_1350,160,160,1400,0.0001,46
1351,Run_1351,160,160,1600,0.00001,58
1352,Run_1352,160,160,1600,0.00002,56
1353,Run_1353,160,160,1600,0.00004,56
1354,Run_1354,160,160,1600,0.00006,55
1355,Run_1355,160,160,1600,0.00008,54
1356,Run_1356,160,160,1600,0.0001,50
1357,Run_1357,160,160,1800,0.00001,62
1358,Run_1358,160,160,1800,0.00002,62
1359,Run_1359,160,160,1800,0.00004,62
1360,Run_1360,160,160,1800,0.00006,60
1361,Run_1361,160,160,1800,0.00008,58
1362,Run_1362,160,160,1800,0.0001,56
1363,Run_1363,160,160,2000,0.00001,65
1364,Run_1364,160,160,2000,0.00002,65
1365,Run_1365,160,160,2000,0.00004,65
1366,Run_1366,160,160,2000,0.00006,66
1367,Run_1367,160,160,2000,0.00008,62
1368,Run_1368,160,160,2000,0.0001,62
1369,Run_1369,160,180,1000,0.00001,30
1370,Run_1370,160,180,1000,0.00002,31
1371,Run_1371,160,180,1000,0.00004,31
1372,Run_1372,160,180,1000,0.00006,30
1373,Run_1373,160,180,1000,0.00008,26
1374,Run_1374,160,180,1000,0.0001,24
1375,Run_1375,160,180,1200,0.00001,38
1376,Run_1376,160,180,1200,0.00002,38
1377,Run_1377,160,180,1200,0.00004,39
1378,Run_1378,160,180,1200,0.00006,38
1379,Run_1379,160,180,1200,0.00008,35
1380,Run_1380,160,180,1200,0.0001,34
1381,Run_1381,160,180,1400,0.00001,48
1382,Run_1382,160,180,1400,0.00002,47
1383,Run_1383,160,180,1400,0.00004,47
1384,Run_1384,160,180,1400,0.00006,46
1385,Run_1385,160,180,1400,0.00008,44
1386,Run_1386,160,180,1400,0.0001,42
1387,Run_1387,160,180,1600,0.00001,54
1388,Run_1388,160,180,1600,0.00002,54
1389,Run_1389,160,180,1600,0.00004,54
1390,Run_1390,160,180,1600,0.00006,52
1391,Run_1391,160,180,1600,0.00008,50
1392,Run_1392,160,180,1600,0.0001,48
1393,Run_1393,160,180,1800,0.00001,60
1394,Run_1394,160,180,1800,0.00002,59
1395,Run_1395,160,180,1800,0.00004,59
1396,Run_1396,160,180,1800,0.00006,58
1397,Run_1397,160,180,1800,0.00008,56
1398,Run_1398,160,180,1800,0.0001,54
1399,Run_1399,160,180,2000,0.00001,63
1400,Run_1400,160,180,2000,0.00002,64
1401,Run_1401,160,180,2000,0.00004,64
1402,Run_1402,160,180,2000,0.00006,63
1403,Run_1403,160,180,2000,0.00008,60
1404,Run_1404,160,180,2000,0.0001,58
1405,Run_1405,160,200,1000,0.00001,18
1406,Run_1406,160,200,1000,0.00002,19
1407,Run_1407,160,200,1000,0.00004,21
1408,Run_1408,160,200,1000,0.00006,18
1409,Run_1409,160,200,1000,0.00008,18
1410,Run_1410,160,200,1000,0.0001,17
1411,Run_1411,160,200,1200,0.00001,32
1412,Run_1412,160,200,1200,0.00002,32
1413,Run_1413,160,200,1200,0.00004,33
1414,Run_1414,160,200,1200,0.00006,32
1415,Run_1415,160,200,1200,0.00008,32
1416,Run_1416,160,200,1200,0.0001,31
1417,Run_1417,160,200,1400,0.00001,42
1418,Run_1418,160,200,1400,0.00002,40
1419,Run_1419,160,200,1400,0.00004,40
1420,Run_1420,160,200,1400,0.00006,40
1421,Run_1421,160,200,1400,0.00008,40
1422,Run_1422,160,200,1400,0.0001,38
1423,Run_1423,160,200,1600,0.00001,48
1424,Run_1424,160,200,1600,0.00002,48
1425,Run_1425,160,200,1600,0.00004,48
1426,Run_1426,160,200,1600,0.00006,48
1427,Run_1427,160,200,1600,0.00008,46
1428,Run_1428,160,200,1600,0.0001,46
1429,Run_1429,160,200,1800,0.00001,52
1430,Run_1430,160,200,1800,0.00002,54
1431,Run_1431,160,200,1800,0.00004,52
1432,Run_1432,160,200,1800,0.00006,51
1433,Run_1433,160,200,1800,0.00008,50
1434,Run_1434,160,200,1800,0.0001,48
1435,Run_1435,160,200,2000,0.00001,60
1436,Run_1436,160,200,2000,0.00002,60
1437,Run_1437,160,200,2000,0.00004,59
1438,Run_1438,160,200,2000,0.00006,59
1439,Run_1439,160,200,2000,0.00008,55
1440,Run_1440,160,200,2000,0.0001,53
1441,Run_1441,180,0,1000,0.00001,16
1442,Run_1442,180,0,1000,0.00002,16
1443,Run_1443,180,0,1000,0.00004,16
1444,Run_1444,180,0,1000,0.00006,16
1445,Run_1445,180,0,1000,0.00008,16
1446,Run_1446,180,0,1000,0.0001,18
1447,Run_1447,180,0,1200,0.00001,18
1448,Run_1448,180,0,1200,0.00002,18
1449,Run_1449,180,0,1200,0.00004,18
1450,Run_1450,180,0,1200,0.00006,19
1451,Run_1451,180,0,1200,0.00008,19
1452,Run_1452,180,0,1200,0.0001,20
1453,Run_1453,180,0,1400,0.00001,20
1454,Run_1454,180,0,1400,0.00002,20
1455,Run_1455,180,0,1400,0.00004,21
1456,Run_1456,180,0,1400,0.00006,21
1457,Run_1457,180,0,1400,0.00008,22
1458,Run_1458,180,0,1400,0.0001,22
1459,Run_1459,180,0,1600,0.00001,22
1460,Run_1460,180,0,1600,0.00002,22
1461,Run_1461,180,0,1600,0.00004,24
1462,Run_1462,180,0,1600,0.00006,24
1463,Run_1463,180,0,1600,0.00008,24
1464,Run_1464,180,0,1600,0.0001,24
1465,Run_1465,180,0,1800,0.00001,25
1466,Run_1466,180,0,1800,0.00002,25
1467,Run_1467,180,0,1800,0.00004,26
1468,Run_1468,180,0,1800,0.00006,26
1469,Run_1469,180,0,1800,0.00008,27
1470,Run_1470,180,0,1800,0.0001,28
1471,Run_1471,180,0,2000,0.00001,26
1472,Run_1472,180,0,2000,0.00002,28
1473,Run_1473,180,0,2000,0.00004,28
1474,Run_1474,180,0,2000,0.00006,29
1475,Run_1475,180,0,2000,0.00008,30
1476,Run_1476,180,0,2000,0.0001,30
1477,Run_1477,180,20,1000,0.00001,24
1478,Run_1478,180,20,1000,0.00002,24
1479,Run_1479,180,20,1000,0.00004,24
1480,Run_1480,180,20,1000,0.00006,24
1481,Run_1481,180,20,1000,0.00008,24
1482,Run_1482,180,20,1000,0.0001,25
1483,Run_1483,180,20,1200,0.00001,28
1484,Run_1484,180,20,1200,0.00002,28
1485,Run_1485,180,20,1200,0.00004,28
1486,Run_1486,180,20,1200,0.00006,28
1487,Run_1487,180,20,1200,0.00008,28
1488,Run_1488,180,20,1200,0.0001,28
1489,Run_1489,180,20,1400,0.00001,31
1490,Run_1490,180,20,1400,0.00002,31
1491,Run_1491,180,20,1400,0.00004,30
1492,Run_1492,180,20,1400,0.00006,30
1493,Run_1493,180,20,1400,0.00008,30
1494,Run_1494,180,20,1400,0.0001,30
1495,Run_1495,180,20,1600,0.00001,34
1496,Run_1496,180,20,1600,0.00002,34
1497,Run_1497,180,20,1600,0.00004,34
1498,Run_1498,180,20,1600,0.00006,34
1499,Run_1499,180,20,1600,0.00008,34
1500,Run_1500,180,20,1600,0.0001,34
1501,Run_1501,180,20,1800,0.00001,39
1502,Run_1502,180,20,1800,0.00002,39
1503,Run_1503,180,20,1800,0.00004,38
1504,Run_1504,180,20,1800,0.00006,38
1505,Run_1505,180,20,1800,0.00008,38
1506,Run_1506,180,20,1800,0.0001,38
1507,Run_1507,180,20,2000,0.00001,44
1508,Run_1508,180,20,2000,0.00002,44
1509,Run_1509,180,20,2000,0.00004,43
1510,Run_1510,180,20,2000,0.00006,42
1511,Run_1511,180,20,2000,0.00008,42
1512,Run_1512,180,20,2000,0.0001,43
1513,Run_1513,180,40,1000,0.00001,32
1514,Run_1514,180,40,1000,0.00002,32
1515,Run_1515,180,40,1000,0.00004,32
1516,Run_1516,180,40,1000,0.00006,30
1517,Run_1517,180,40,1000,0.00008,30
1518,Run_1518,180,40,1000,0.0001,30
1519,Run_1519,180,40,1200,0.00001,38
1520,Run_1520,180,40,1200,0.00002,38
1521,Run_1521,180,40,1200,0.00004,38
1522,Run_1522,180,40,1200,0.00006,36
1523,Run_1523,180,40,1200,0.00008,36
1524,Run_1524,180,40,1200,0.0001,36
1525,Run_1525,180,40,1400,0.00001,46
1526,Run_1526,180,40,1400,0.00002,46
1527,Run_1527,180,40,1400,0.00004,44
1528,Run_1528,180,40,1400,0.00006,44
1529,Run_1529,180,40,1400,0.00008,42
1530,Run_1530,180,40,1400,0.0001,42
1531,Run_1531,180,40,1600,0.00001,50
1532,Run_1532,180,40,1600,0.00002,50
1533,Run_1533,180,40,1600,0.00004,50
1534,Run_1534,180,40,1600,0.00006,48
1535,Run_1535,180,40,1600,0.00008,47
1536,Run_1536,180,40,1600,0.0001,47
1537,Run_1537,180,40,1800,0.00001,56
1538,Run_1538,180,40,1800,0.00002,56
1539,Run_1539,180,40,1800,0.00004,54
1540,Run_1540,180,40,1800,0.00006,53
1541,Run_1541,180,40,1800,0.00008,52
1542,Run_1542,180,40,1800,0.0001,50
1543,Run_1543,180,40,2000,0.00001,60
1544,Run_1544,180,40,2000,0.00002,60
1545,Run_1545,180,40,2000,0.00004,60
1546,Run_1546,180,40,2000,0.00006,58
1547,Run_1547,180,40,2000,0.00008,58
1548,Run_1548,180,40,2000,0.0001,56
1549,Run_1549,180,80,1000,0.00001,34
1550,Run_1550,180,80,1000,0.00002,35
1551,Run_1551,180,80,1000,0.00004,34
1552,Run_1552,180,80,1000,0.00006,32
1553,Run_1553,180,80,1000,0.00008,28
1554,Run_1554,180,80,1000,0.0001,28
1555,Run_1555,180,80,1200,0.00001,42
1556,Run_1556,180,80,1200,0.00002,42
1557,Run_1557,180,80,1200,0.00004,42
1558,Run_1558,180,80,1200,0.00006,40
1559,Run_1559,180,80,1200,0.00008,36
1560,Run_1560,180,80,1200,0.0001,35
1561,Run_1561,180,80,1400,0.00001,49
1562,Run_1562,180,80,1400,0.00002,49
1563,Run_1563,180,80,1400,0.00004,48
1564,Run_1564,180,80,1400,0.00006,46
1565,Run_1565,180,80,1400,0.00008,44
1566,Run_1566,180,80,1400,0.0001,40
1567,Run_1567,180,80,1600,0.00001,52
1568,Run_1568,180,80,1600,0.00002,52
1569,Run_1569,180,80,1600,0.00004,52
1570,Run_1570,180,80,1600,0.00006,50
1571,Run_1571,180,80,1600,0.00008,48
1572,Run_1572,180,80,1600,0.0001,45
1573,Run_1573,180,80,1800,0.00001,56
1574,Run_1574,180,80,1800,0.00002,56
1575,Run_1575,180,80,1800,0.00004,55
1576,Run_1576,180,80,1800,0.00006,54
1577,Run_1577,180,80,1800,0.00008,52
1578,Run_1578,180,80,1800,0.0001,50
1579,Run_1579,180,80,2000,0.00001,60
1580,Run_1580,180,80,2000,0.00002,60
1581,Run_1581,180,80,2000,0.00004,59
1582,Run_1582,180,80,2000,0.00006,56
1583,Run_1583,180,80,2000,0.00008,54
1584,Run_1584,180,80,2000,0.0001,52
1585,Run_1585,180,100,1000,0.00001,36
1586,Run_1586,180,100,1000,0.00002,36
1587,Run_1587,180,100,1000,0.00004,36
1588,Run_1588,180,100,1000,0.00006,34
1589,Run_1589,180,100,1000,0.00008,32
1590,Run_1590,180,100,1000,0.0001,30
1591,Run_1591,180,100,1200,0.00001,42
1592,Run_1592,180,100,1200,0.00002,43
1593,Run_1593,180,100,1200,0.00004,42
1594,Run_1594,180,100,1200,0.00006,40
1595,Run_1595,180,100,1200,0.00008,38
1596,Run_1596,180,100,1200,0.0001,36
1597,Run_1597,180,100,1400,0.00001,46
1598,Run_1598,180,100,1400,0.00002,46
1599,Run_1599,180,100,1400,0.00004,46
1600,Run_1600,180,100,1400,0.00006,43
1601,Run_1601,180,100,1400,0.00008,40
1602,Run_1602,180,100,1400,0.0001,39
1603,Run_1603,180,100,1600,0.00001,52
1604,Run_1604,180,100,1600,0.00002,52
1605,Run_1605,180,100,1600,0.00004,50
1606,Run_1606,180,100,1600,0.00006,49
1607,Run_1607,180,100,1600,0.00008,46
1608,Run_1608,180,100,1600,0.0001,44
1609,Run_1609,180,100,1800,0.00001,52
1610,Run_1610,180,100,1800,0.00002,53
1611,Run_1611,180,100,1800,0.00004,54
1612,Run_1612,180,100,1800,0.00006,51
1613,Run_1613,180,100,1800,0.00008,50
1614,Run_1614,180,100,1800,0.0001,48
1615,Run_1615,180,100,2000,0.00001,56
1616,Run_1616,180,100,2000,0.00002,56
1617,Run_1617,180,100,2000,0.00004,55
1618,Run_1618,180,100,2000,0.00006,52
1619,Run_1619,180,100,2000,0.00008,51
1620,Run_1620,180,100,2000,0.0001,50
1621,Run_1621,180,120,1000,0.00001,36
1622,Run_1622,180,120,1000,0.00002,36
1623,Run_1623,180,120,1000,0.00004,36
1624,Run_1624,180,120,1000,0.00006,35
1625,Run_1625,180,120,1000,0.00008,34
1626,Run_1626,180,120,1000,0.0001,32
1627,Run_1627,180,120,1200,0.00001,44
1628,Run_1628,180,120,1200,0.00002,44
1629,Run_1629,180,120,1200,0.00004,44
1630,Run_1630,180,120,1200,0.00006,42
1631,Run_1631,180,120,1200,0.00008,40
1632,Run_1632,180,120,1200,0.0001,38
1633,Run_1633,180,120,1400,0.00001,47
1634,Run_1634,180,120,1400,0.00002,47
1635,Run_1635,180,120,1400,0.00004,46
1636,Run_1636,180,120,1400,0.00006,46
1637,Run_1637,180,120,1400,0.00008,44
1638,Run_1638,180,120,1400,0.0001,43
1639,Run_1639,180,120,1600,0.00001,50
1640,Run_1640,180,120,1600,0.00002,50
1641,Run_1641,180,120,1600,0.00004,50
1642,Run_1642,180,120,1600,0.00006,50
1643,Run_1643,180,120,1600,0.00008,48
1644,Run_1644,180,120,1600,0.0001,46
1645,Run_1645,180,120,1800,0.00001,52
1646,Run_1646,180,120,1800,0.00002,52
1647,Run_1647,180,120,1800,0.00004,52
1648,Run_1648,180,120,1800,0.00006,51
1649,Run_1649,180,120,1800,0.00008,49
1650,Run_1650,180,120,1800,0.0001,48
1651,Run_1651,180,120,2000,0.00001,56
1652,Run_1652,180,120,2000,0.00002,56
1653,Run_1653,180,120,2000,0.00004,55
1654,Run_1654,180,120,2000,0.00006,54
1655,Run_1655,180,120,2000,0.00008,52
1656,Run_1656,180,120,2000,0.0001,50
1657,Run_1657,180,140,1000,0.00001,36
1658,Run_1658,180,140,1000,0.00002,36
1659,Run_1659,180,140,1000,0.00004,36
1660,Run_1660,180,140,1000,0.00006,34
1661,Run_1661,180,140,1000,0.00008,34
1662,Run_1662,180,140,1000,0.0001,30
1663,Run_1663,180,140,1200,0.00001,44
1664,Run_1664,180,140,1200,0.00002,43
1665,Run_1665,180,140,1200,0.00004,43
1666,Run_1666,180,140,1200,0.00006,42
1667,Run_1667,180,140,1200,0.00008,40
1668,Run_1668,180,140,1200,0.0001,38
1669,Run_1669,180,140,1400,0.00001,46
1670,Run_1670,180,140,1400,0.00002,46
1671,Run_1671,180,140,1400,0.00004,46
1672,Run_1672,180,140,1400,0.00006,46
1673,Run_1673,180,140,1400,0.00008,45
1674,Run_1674,180,140,1400,0.0001,43
1675,Run_1675,180,140,1600,0.00001,50
1676,Run_1676,180,140,1600,0.00002,50
1677,Run_1677,180,140,1600,0.00004,50
1678,Run_1678,180,140,1600,0.00006,50
1679,Run_1679,180,140,1600,0.00008,48
1680,Run_1680,180,140,1600,0.0001,46
1681,Run_1681,180,140,1800,0.00001,52
1682,Run_1682,180,140,1800,0.00002,52
1683,Run_1683,180,140,1800,0.00004,52
1684,Run_1684,180,140,1800,0.00006,51
1685,Run_1685,180,140,1800,0.00008,50
1686,Run_1686,180,140,1800,0.0001,48
1687,Run_1687,180,140,2000,0.00001,54
1688,Run_1688,180,140,2000,0.00002,54
1689,Run_1689,180,140,2000,0.00004,54
1690,Run_1690,180,140,2000,0.00006,54
1691,Run_1691,180,140,2000,0.00008,52
1692,Run_1692,180,140,2000,0.0001,50
1693,Run_1693,180,160,1000,0.00001,32
1694,Run_1694,180,160,1000,0.00002,32
1695,Run_1695,180,160,1000,0.00004,31
1696,Run_1696,180,160,1000,0.00006,30
1697,Run_1697,180,160,1000,0.00008,30
1698,Run_1698,180,160,1000,0.0001,28
1699,Run_1699,180,160,1200,0.00001,39
1700,Run_1700,180,160,1200,0.00002,40
1701,Run_1701,180,160,1200,0.00004,40
1702,Run_1702,180,160,1200,0.00006,38
1703,Run_1703,180,160,1200,0.00008,37
1704,Run_1704,180,160,1200,0.0001,35
1705,Run_1705,180,160,1400,0.00001,45
1706,Run_1706,180,160,1400,0.00002,44
1707,Run_1707,180,160,1400,0.00004,44
1708,Run_1708,180,160,1400,0.00006,43
1709,Run_1709,180,160,1400,0.00008,42
1710,Run_1710,180,160,1400,0.0001,40
1711,Run_1711,180,160,1600,0.00001,50
1712,Run_1712,180,160,1600,0.00002,48
1713,Run_1713,180,160,1600,0.00004,48
1714,Run_1714,180,160,1600,0.00006,48
1715,Run_1715,180,160,1600,0.00008,46
1716,Run_1716,180,160,1600,0.0001,44
1717,Run_1717,180,160,1800,0.00001,52
1718,Run_1718,180,160,1800,0.00002,52
1719,Run_1719,180,160,1800,0.00004,52
1720,Run_1720,180,160,1800,0.00006,50
1721,Run_1721,180,160,1800,0.00008,48
1722,Run_1722,180,160,1800,0.0001,48
1723,Run_1723,180,160,2000,0.00001,54
1724,Run_1724,180,160,2000,0.00002,53
1725,Run_1725,180,160,2000,0.00004,54
1726,Run_1726,180,160,2000,0.00006,54
1727,Run_1727,180,160,2000,0.00008,51
1728,Run_1728,180,160,2000,0.0001,50
1729,Run_1729,180,180,1000,0.00001,28
1730,Run_1730,180,180,1000,0.00002,28
1731,Run_1731,180,180,1000,0.00004,28
1732,Run_1732,180,180,1000,0.00006,28
1733,Run_1733,180,180,1000,0.00008,24
1734,Run_1734,180,180,1000,0.0001,24
1735,Run_1735,180,180,1200,0.00001,34
1736,Run_1736,180,180,1200,0.00002,34
1737,Run_1737,180,180,1200,0.00004,35
1738,Run_1738,180,180,1200,0.00006,34
1739,Run_1739,180,180,1200,0.00008,31
1740,Run_1740,180,180,1200,0.0001,30
1741,Run_1741,180,180,1400,0.00001,42
1742,Run_1742,180,180,1400,0.00002,42
1743,Run_1743,180,180,1400,0.00004,42
1744,Run_1744,180,180,1400,0.00006,40
1745,Run_1745,180,180,1400,0.00008,39
1746,Run_1746,180,180,1400,0.0001,38
1747,Run_1747,180,180,1600,0.00001,46
1748,Run_1748,180,180,1600,0.00002,46
1749,Run_1749,180,180,1600,0.00004,46
1750,Run_1750,180,180,1600,0.00006,44
1751,Run_1751,180,180,1600,0.00008,43
1752,Run_1752,180,180,1600,0.0001,42
1753,Run_1753,180,180,1800,0.00001,50
1754,Run_1754,180,180,1800,0.00002,49
1755,Run_1755,180,180,1800,0.00004,49
1756,Run_1756,180,180,1800,0.00006,48
1757,Run_1757,180,180,1800,0.00008,46
1758,Run_1758,180,180,1800,0.0001,44
1759,Run_1759,180,180,2000,0.00001,51
1760,Run_1760,180,180,2000,0.00002,52
1761,Run_1761,180,180,2000,0.00004,52
1762,Run_1762,180,180,2000,0.00006,52
1763,Run_1763,180,180,2000,0.00008,48
1764,Run_1764,180,180,2000,0.0001,48
1765,Run_1765,180,200,1000,0.00001,19
1766,Run_1766,180,200,1000,0.00002,20
1767,Run_1767,180,200,1000,0.00004,22
1768,Run_1768,180,200,1000,0.00006,20
1769,Run_1769,180,200,1000,0.00008,20
1770,Run_1770,180,200,1000,0.0001,19
1771,Run_1771,180,200,1200,0.00001,28
1772,Run_1772,180,200,1200,0.00002,29
1773,Run_1773,180,200,1200,0.00004,29
1774,Run_1774,180,200,1200,0.00006,28
1775,Run_1775,180,200,1200,0.00008,28
1776,Run_1776,180,200,1200,0.0001,27
1777,Run_1777,180,200,1400,0.00001,38
1778,Run_1778,180,200,1400,0.00002,36
1779,Run_1779,180,200,1400,0.00004,36
1780,Run_1780,180,200,1400,0.00006,36
1781,Run_1781,180,200,1400,0.00008,36
1782,Run_1782,180,200,1400,0.0001,34
1783,Run_1783,180,200,1600,0.00001,42
1784,Run_1784,180,200,1600,0.00002,42
1785,Run_1785,180,200,1600,0.00004,42
1786,Run_1786,180,200,1600,0.00006,42
1787,Run_1787,180,200,1600,0.00008,40
1788,Run_1788,180,200,1600,0.0001,40
1789,Run_1789,180,200,1800,0.00001,44
1790,Run_1790,180,200,1800,0.00002,45
1791,Run_1791,180,200,1800,0.00004,44
1792,Run_1792,180,200,1800,0.00006,44
1793,Run_1793,180,200,1800,0.00008,42
1794,Run_1794,180,200,1800,0.0001,41
1795,Run_1795,180,200,2000,0.00001,49
1796,Run_1796,180,200,2000,0.00002,48
1797,Run_1797,180,200,2000,0.00004,48
1798,Run_1798,180,200,2000,0.00006,48
1799,Run_1799,180,200,2000,0.00008,46
1800,Run_1800,180,200,2000,0.0001,44
1801,Run_1801,200,0,1000,0.00001,14
1802,Run_1802,200,0,1000,0.00002,14
1803,Run_1803,200,0,1000,0.00004,16
1804,Run_1804,200,0,1000,0.00006,16
1805,Run_1805,200,0,1000,0.00008,16
1806,Run_1806,200,0,1000,0.0001,17
1807,Run_1807,200,0,1200,0.00001,17
1808,Run_1808,200,0,1200,0.00002,17
1809,Run_1809,200,0,1200,0.00004,18
1810,Run_1810,200,0,1200,0.00006,18
1811,Run_1811,200,0,1200,0.00008,19
1812,Run_1812,200,0,1200,0.0001,20
1813,Run_1813,200,0,1400,0.00001,20
1814,Run_1814,200,0,1400,0.00002,20
1815,Run_1815,200,0,1400,0.00004,20
1816,Run_1816,200,0,1400,0.00006,21
1817,Run_1817,200,0,1400,0.00008,22
1818,Run_1818,200,0,1400,0.0001,22
1819,Run_1819,200,0,1600,0.00001,22
1820,Run_1820,200,0,1600,0.00002,22
1821,Run_1821,200,0,1600,0.00004,24
1822,Run_1822,200,0,1600,0.00006,24
1823,Run_1823,200,0,1600,0.00008,24
1824,Run_1824,200,0,1600,0.0001,24
1825,Run_1825,200,0,1800,0.00001,24
1826,Run_1826,200,0,1800,0.00002,24
1827,Run_1827,200,0,1800,0.00004,26
1828,Run_1828,200,0,1800,0.00006,26
1829,Run_1829,200,0,1800,0.00008,26
1830,Run_1830,200,0,1800,0.0001,26
1831,Run_1831,200,0,2000,0.00001,26
1832,Run_1832,200,0,2000,0.00002,26
1833,Run_1833,200,0,2000,0.00004,27
1834,Run_1834,200,0,2000,0.00006,28
1835,Run_1835,200,0,2000,0.00008,28
1836,Run_1836,200,0,2000,0.0001,29
1837,Run_1837,200,20,1000,0.00001,24
1838,Run_1838,200,20,1000,0.00002,24
1839,Run_1839,200,20,1000,0.00004,24
1840,Run_1840,200,20,1000,0.00006,24
1841,Run_1841,200,20,1000,0.00008,24
1842,Run_1842,200,20,1000,0.0001,24
1843,Run_1843,200,20,1200,0.00001,27
1844,Run_1844,200,20,1200,0.00002,27
1845,Run_1845,200,20,1200,0.00004,26
1846,Run_1846,200,20,1200,0.00006,26
1847,Run_1847,200,20,1200,0.00008,26
1848,Run_1848,200,20,1200,0.0001,27
1849,Run_1849,200,20,1400,0.00001,30
1850,Run_1850,200,20,1400,0.00002,30
1851,Run_1851,200,20,1400,0.00004,30
1852,Run_1852,200,20,1400,0.00006,29
1853,Run_1853,200,20,1400,0.00008,29
1854,Run_1854,200,20,1400,0.0001,29
1855,Run_1855,200,20,1600,0.00001,32
1856,Run_1856,200,20,1600,0.00002,32
1857,Run_1857,200,20,1600,0.00004,31
1858,Run_1858,200,20,1600,0.00006,31
1859,Run_1859,200,20,1600,0.00008,32
1860,Run_1860,200,20,1600,0.0001,32
1861,Run_1861,200,20,1800,0.00001,34
1862,Run_1862,200,20,1800,0.00002,34
1863,Run_1863,200,20,1800,0.00004,34
1864,Run_1864,200,20,1800,0.00006,34
1865,Run_1865,200,20,1800,0.00008,34
1866,Run_1866,200,20,1800,0.0001,34
1867,Run_1867,200,20,2000,0.00001,38
1868,Run_1868,200,20,2000,0.00002,38
1869,Run_1869,200,20,2000,0.00004,38
1870,Run_1870,200,20,2000,0.00006,38
1871,Run_1871,200,20,2000,0.00008,38
1872,Run_1872,200,20,2000,0.0001,38
1873,Run_1873,200,40,1000,0.00001,30
1874,Run_1874,200,40,1000,0.00002,30
1875,Run_1875,200,40,1000,0.00004,30
1876,Run_1876,200,40,1000,0.00006,29
1877,Run_1877,200,40,1000,0.00008,28
1878,Run_1878,200,40,1000,0.0001,28
1879,Run_1879,200,40,1200,0.00001,34
1880,Run_1880,200,40,1200,0.00002,34
1881,Run_1881,200,40,1200,0.00004,34
1882,Run_1882,200,40,1200,0.00006,33
1883,Run_1883,200,40,1200,0.00008,33
1884,Run_1884,200,40,1200,0.0001,32
1885,Run_1885,200,40,1400,0.00001,39
1886,Run_1886,200,40,1400,0.00002,39
1887,Run_1887,200,40,1400,0.00004,38
1888,Run_1888,200,40,1400,0.00006,38
1889,Run_1889,200,40,1400,0.00008,36
1890,Run_1890,200,40,1400,0.0001,36
1891,Run_1891,200,40,1600,0.00001,42
