Run,RunName,WIND_DIRECTION,RELEASE_ALT,RELEASE_MASS,MASS_MEAN_DIAMETER,Fatalities
650,Run_650,120,180,1000,0.00002,39
651,Run_651,120,180,1000,0.00004,42
652,Run_652,120,180,1000,0.00006,39
653,Run_653,120,180,1000,0.00008,28
654,Run_654,120,180,1000,0.0001,30
655,Run_655,120,180,1200,0.00001,128
656,Run_656,120,180,1200,0.00002,121
657,Run_657,120,180,1200,0.00004,130
658,Run_658,120,180,1200,0.00006,120
659,Run_659,120,180,1200,0.00008,120
660,Run_660,120,180,1200,0.0001,120
661,Run_661,120,180,1400,0.00001,338
662,Run_662,120,180,1400,0.00002,328
663,Run_663,120,180,1400,0.00004,346
664,Run_664,120,180,1400,0.00006,336
665,Run_665,120,180,1400,0.00008,327
666,Run_666,120,180,1400,0.0001,324
667,Run_667,120,180,1600,0.00001,469
668,Run_668,120,180,1600,0.00002,448
669,Run_669,120,180,1600,0.00004,456
670,Run_670,120,180,1600,0.00006,446
671,Run_671,120,180,1600,0.00008,430
672,Run_672,120,180,1600,0.0001,427
673,Run_673,120,180,1800,0.00001,592
674,Run_674,120,180,1800,0.00002,578
675,Run_675,120,180,1800,0.00004,584
676,Run_676,120,180,1800,0.00006,576
677,Run_677,120,180,1800,0.00008,560
678,Run_678,120,180,1800,0.0001,562
679,Run_679,120,180,2000,0.00001,732
680,Run_680,120,180,2000,0.00002,740
681,Run_681,120,180,2000,0.00004,742
682,Run_682,120,180,2000,0.00006,705
683,Run_683,120,180,2000,0.00008,713
684,Run_684,120,180,2000,0.0001,716
685,Run_685,120,200,1000,0.00001,16
686,Run_686,120,200,1000,0.00002,18
687,Run_687,120,200,1000,0.00004,20
688,Run_688,120,200,1000,0.00006,18
689,Run_689,120,200,1000,0.00008,16
690,Run_690,120,200,1000,0.0001,16
691,Run_691,120,200,1200,0.00001,82
692,Run_692,120,200,1200,0.00002,80
693,Run_693,120,200,1200,0.00004,84
694,Run_694,120,200,1200,0.00006,86
695,Run_695,120,200,1200,0.00008,84
696,Run_696,120,200,1200,0.0001,86
697,Run_697,120,200,1400,0.00001,252
698,Run_698,120,200,1400,0.00002,218
699,Run_699,120,200,1400,0.00004,226
700,Run_700,120,200,1400,0.00006,210
701,Run_701,120,200,1400,0.00008,244
702,Run_702,120,200,1400,0.0001,243
703,Run_703,120,200,1600,0.00001,371
704,Run_704,120,200,1600,0.00002,383
705,Run_705,120,200,1600,0.00004,386
706,Run_706,120,200,1600,0.00006,382
707,Run_707,120,200,1600,0.00008,378
708,Run_708,120,200,1600,0.0001,402
709,Run_709,120,200,1800,0.00001,488
710,Run_710,120,200,1800,0.00002,485
711,Run_711,120,200,1800,0.00004,458
712,Run_712,120,200,1800,0.00006,464
713,Run_713,120,200,1800,0.00008,461
714,Run_714,120,200,1800,0.0001,462
715,Run_715,120,200,2000,0.00001,701
716,Run_716,120,200,2000,0.00002,701
717,Run_717,120,200,2000,0.00004,673
718,Run_718,120,200,2000,0.00006,688
719,Run_719,120,200,2000,0.00008,675
720,Run_720,120,200,2000,0.0001,676
721,Run_721,140,0,1000,0.00001,16
722,Run_722,140,0,1000,0.00002,16
723,Run_723,140,0,1000,0.00004,16
724,Run_724,140,0,1000,0.00006,16
725,Run_725,140,0,1000,0.00008,18
726,Run_726,140,0,1000,0.0001,18
727,Run_727,140,0,1200,0.00001,18
728,Run_728,140,0,1200,0.00002,18
729,Run_729,140,0,1200,0.00004,18
730,Run_730,140,0,1200,0.00006,19
731,Run_731,140,0,1200,0.00008,19
732,Run_732,140,0,1200,0.0001,20
733,Run_733,140,0,1400,0.00001,20
734,Run_734,140,0,1400,0.00002,20
735,Run_735,140,0,1400,0.00004,20
736,Run_736,140,0,1400,0.00006,20
737,Run_737,140,0,1400,0.00008,22
738,Run_738,140,0,1400,0.0001,22
739,Run_739,140,0,1600,0.00001,22
740,Run_740,140,0,1600,0.00002,22
741,Run_741,140,0,1600,0.00004,22
742,Run_742,140,0,1600,0.00006,23
743,Run_743,140,0,1600,0.00008,24
744,Run_744,140,0,1600,0.0001,24
745,Run_745,140,0,1800,0.00001,24
746,Run_746,140,0,1800,0.00002,24
747,Run_747,140,0,1800,0.00004,25
748,Run_748,140,0,1800,0.00006,26
749,Run_749,140,0,1800,0.00008,26
750,Run_750,140,0,1800,0.0001,26
751,Run_751,140,0,2000,0.00001,26
752,Run_752,140,0,2000,0.00002,26
753,Run_753,140,0,2000,0.00004,27
754,Run_754,140,0,2000,0.00006,28
755,Run_755,140,0,2000,0.00008,29
756,Run_756,140,0,2000,0.0001,30
757,Run_757,140,20,1000,0.00001,23
758,Run_758,140,20,1000,0.00002,23
759,Run_759,140,20,1000,0.00004,23
760,Run_760,140,20,1000,0.00006,23
761,Run_761,140,20,1000,0.00008,23
762,Run_762,140,20,1000,0.0001,24
763,Run_763,140,20,1200,0.00001,27
764,Run_764,140,20,1200,0.00002,27
765,Run_765,140,20,1200,0.00004,26
766,Run_766,140,20,1200,0.00006,26
767,Run_767,140,20,1200,0.00008,26
768,Run_768,140,20,1200,0.0001,27
769,Run_769,140,20,1400,0.00001,32
770,Run_770,140,20,1400,0.00002,32
771,Run_771,140,20,1400,0.00004,31
772,Run_772,140,20,1400,0.00006,31
773,Run_773,140,20,1400,0.00008,30
774,Run_774,140,20,1400,0.0001,30
775,Run_775,140,20,1600,0.00001,34
776,Run_776,140,20,1600,0.00002,34
777,Run_777,140,20,1600,0.00004,34
778,Run_778,140,20,1600,0.00006,34
779,Run_779,140,20,1600,0.00008,34
780,Run_780,140,20,1600,0.0001,34
781,Run_781,140,20,1800,0.00001,38
782,Run_782,140,20,1800,0.00002,38
783,Run_783,140,20,1800,0.00004,38
784,Run_784,140,20,1800,0.00006,38
785,Run_785,140,20,1800,0.00008,38
786,Run_786,140,20,1800,0.0001,38
787,Run_787,140,20,2000,0.00001,42
788,Run_788,140,20,2000,0.00002,42
789,Run_789,140,20,2000,0.00004,42
790,Run_790,140,20,2000,0.00006,42
791,Run_791,140,20,2000,0.00008,42
792,Run_792,140,20,2000,0.0001,42
793,Run_793,140,40,1000,0.00001,34
794,Run_794,140,40,1000,0.00002,33
795,Run_795,140,40,1000,0.00004,32
796,Run_796,140,40,1000,0.00006,32
797,Run_797,140,40,1000,0.00008,32
798,Run_798,140,40,1000,0.0001,32
799,Run_799,140,40,1200,0.00001,38
800,Run_800,140,40,1200,0.00002,38
801,Run_801,140,40,1200,0.00004,38
802,Run_802,140,40,1200,0.00006,36
803,Run_803,140,40,1200,0.00008,36
804,Run_804,140,40,1200,0.0001,36
805,Run_805,140,40,1400,0.00001,46
806,Run_806,140,40,1400,0.00002,46
807,Run_807,140,40,1400,0.00004,44
808,Run_808,140,40,1400,0.00006,44
809,Run_809,140,40,1400,0.00008,40
810,Run_810,140,40,1400,0.0001,40
811,Run_811,140,40,1600,0.00001,53
812,Run_812,140,40,1600,0.00002,53
813,Run_813,140,40,1600,0.00004,52
814,Run_814,140,40,1600,0.00006,50
815,Run_815,140,40,1600,0.00008,48
816,Run_816,140,40,1600,0.0001,47
817,Run_817,140,40,1800,0.00001,60
818,Run_818,140,40,1800,0.00002,60
819,Run_819,140,40,1800,0.00004,58
820,Run_820,140,40,1800,0.00006,58
821,Run_821,140,40,1800,0.00008,56
822,Run_822,140,40,1800,0.0001,54
823,Run_823,140,40,2000,0.00001,67
824,Run_824,140,40,2000,0.00002,66
825,Run_825,140,40,2000,0.00004,66
826,Run_826,140,40,2000,0.00006,64
827,Run_827,140,40,2000,0.00008,62
828,Run_828,140,40,2000,0.0001,60
829,Run_829,140,80,1000,0.00001,36
830,Run_830,140,80,1000,0.00002,37
831,Run_831,140,80,1000,0.00004,36
832,Run_832,140,80,1000,0.00006,33
833,Run_833,140,80,1000,0.00008,28
834,Run_834,140,80,1000,0.0001,27
835,Run_835,140,80,1200,0.00001,46
836,Run_836,140,80,1200,0.00002,48
837,Run_837,140,80,1200,0.00004,47
838,Run_838,140,80,1200,0.00006,44
839,Run_839,140,80,1200,0.00008,40
840,Run_840,140,80,1200,0.0001,38
841,Run_841,140,80,1400,0.00001,60
842,Run_842,140,80,1400,0.00002,61
843,Run_843,140,80,1400,0.00004,60
844,Run_844,140,80,1400,0.00006,56
845,Run_845,140,80,1400,0.00008,53
846,Run_846,140,80,1400,0.0001,48
847,Run_847,140,80,1600,0.00001,70
848,Run_848,140,80,1600,0.00002,70
849,Run_849,140,80,1600,0.00004,71
850,Run_850,140,80,1600,0.00006,66
851,Run_851,140,80,1600,0.00008,61
852,Run_852,140,80,1600,0.0001,58
853,Run_853,140,80,1800,0.00001,94
854,Run_854,140,80,1800,0.00002,94
855,Run_855,140,80,1800,0.00004,88
856,Run_856,140,80,1800,0.00006,82
857,Run_857,140,80,1800,0.00008,76
858,Run_858,140,80,1800,0.0001,66
859,Run_859,140,80,2000,0.00001,142
860,Run_860,140,80,2000,0.00002,148
861,Run_861,140,80,2000,0.00004,138
862,Run_862,140,80,2000,0.00006,112
863,Run_863,140,80,2000,0.00008,104
864,Run_864,140,80,2000,0.0001,88
865,Run_865,140,100,1000,0.00001,40
866,Run_866,140,100,1000,0.00002,42
867,Run_867,140,100,1000,0.00004,40
868,Run_868,140,100,1000,0.00006,37
869,Run_869,140,100,1000,0.00008,34
870,Run_870,140,100,1000,0.0001,31
871,Run_871,140,100,1200,0.00001,54
872,Run_872,140,100,1200,0.00002,56
873,Run_873,140,100,1200,0.00004,56
874,Run_874,140,100,1200,0.00006,52
875,Run_875,140,100,1200,0.00008,46
876,Run_876,140,100,1200,0.0001,44
877,Run_877,140,100,1400,0.00001,64
878,Run_878,140,100,1400,0.00002,64
879,Run_879,140,100,1400,0.00004,64
880,Run_880,140,100,1400,0.00006,60
881,Run_881,140,100,1400,0.00008,58
882,Run_882,140,100,1400,0.0001,52
883,Run_883,140,100,1600,0.00001,108
884,Run_884,140,100,1600,0.00002,102
885,Run_885,140,100,1600,0.00004,98
886,Run_886,140,100,1600,0.00006,82
887,Run_887,140,100,1600,0.00008,78
888,Run_888,140,100,1600,0.0001,66
889,Run_889,140,100,1800,0.00001,122
890,Run_890,140,100,1800,0.00002,126
891,Run_891,140,100,1800,0.00004,124
892,Run_892,140,100,1800,0.00006,114
893,Run_893,140,100,1800,0.00008,103
894,Run_894,140,100,1800,0.0001,95
895,Run_895,140,100,2000,0.00001,170
896,Run_896,140,100,2000,0.00002,169
897,Run_897,140,100,2000,0.00004,153
898,Run_898,140,100,2000,0.00006,142
899,Run_899,140,100,2000,0.00008,126
900,Run_900,140,100,2000,0.0001,119
901,Run_901,140,120,1000,0.00001,42
902,Run_902,140,120,1000,0.00002,42
903,Run_903,140,120,1000,0.00004,42
904,Run_904,140,120,1000,0.00006,40
905,Run_905,140,120,1000,0.00008,39
906,Run_906,140,120,1000,0.0001,37
907,Run_907,140,120,1200,0.00001,59
908,Run_908,140,120,1200,0.00002,58
909,Run_909,140,120,1200,0.00004,59
910,Run_910,140,120,1200,0.00006,57
911,Run_911,140,120,1200,0.00008,54
912,Run_912,140,120,1200,0.0001,52
913,Run_913,140,120,1400,0.00001,81
914,Run_914,140,120,1400,0.00002,81
915,Run_915,140,120,1400,0.00004,79
916,Run_916,140,120,1400,0.00006,76
917,Run_917,140,120,1400,0.00008,74
918,Run_918,140,120,1400,0.0001,68
919,Run_919,140,120,1600,0.00001,128
920,Run_920,140,120,1600,0.00002,128
921,Run_921,140,120,1600,0.00004,130
922,Run_922,140,120,1600,0.00006,126
923,Run_923,140,120,1600,0.00008,119
924,Run_924,140,120,1600,0.0001,105
925,Run_925,140,120,1800,0.00001,169
926,Run_926,140,120,1800,0.00002,166
927,Run_927,140,120,1800,0.00004,168
928,Run_928,140,120,1800,0.00006,166
929,Run_929,140,120,1800,0.00008,159
930,Run_930,140,120,1800,0.0001,141
931,Run_931,140,120,2000,0.00001,226
932,Run_932,140,120,2000,0.00002,220
933,Run_933,140,120,2000,0.00004,226
934,Run_934,140,120,2000,0.00006,223
935,Run_935,140,120,2000,0.00008,212
936,Run_936,140,120,2000,0.0001,194
937,Run_937,140,140,1000,0.00001,42
938,Run_938,140,140,1000,0.00002,42
939,Run_939,140,140,1000,0.00004,42
940,Run_940,140,140,1000,0.00006,40
941,Run_941,140,140,1000,0.00008,40
942,Run_942,140,140,1000,0.0001,37
943,Run_943,140,140,1200,0.00001,61
944,Run_944,140,140,1200,0.00002,56
945,Run_945,140,140,1200,0.00004,59
946,Run_946,140,140,1200,0.00006,58
947,Run_947,140,140,1200,0.00008,54
948,Run_948,140,140,1200,0.0001,52
949,Run_949,140,140,1400,0.00001,97
950,Run_950,140,140,1400,0.00002,84
951,Run_951,140,140,1400,0.00004,84
952,Run_952,140,140,1400,0.00006,90
953,Run_953,140,140,1400,0.00008,79
954,Run_954,140,140,1400,0.0001,73
955,Run_955,140,140,1600,0.00001,158
956,Run_956,140,140,1600,0.00002,144
957,Run_957,140,140,1600,0.00004,154
958,Run_958,140,140,1600,0.00006,138
959,Run_959,140,140,1600,0.00008,136
960,Run_960,140,140,1600,0.0001,120
961,Run_961,140,140,1800,0.00001,196
962,Run_962,140,140,1800,0.00002,186
963,Run_963,140,140,1800,0.00004,193
964,Run_964,140,140,1800,0.00006,192
965,Run_965,140,140,1800,0.00008,176
966,Run_966,140,140,1800,0.0001,176
967,Run_967,140,140,2000,0.00001,237
968,Run_968,140,140,2000,0.00002,238
969,Run_969,140,140,2000,0.00004,238
970,Run_970,140,140,2000,0.00006,238
971,Run_971,140,140,2000,0.00008,220
972,Run_972,140,140,2000,0.0001,224
973,Run_973,140,160,1000,0.00001,39
974,Run_974,140,160,1000,0.00002,38
975,Run_975,140,160,1000,0.00004,38
976,Run_976,140,160,1000,0.00006,36
977,Run_977,140,160,1000,0.00008,36
978,Run_978,140,160,1000,0.0001,35
979,Run_979,140,160,1200,0.00001,53
980,Run_980,140,160,1200,0.00002,54
981,Run_981,140,160,1200,0.00004,54
982,Run_982,140,160,1200,0.00006,53
983,Run_983,140,160,1200,0.00008,52
984,Run_984,140,160,1200,0.0001,50
985,Run_985,140,160,1400,0.00001,94
986,Run_986,140,160,1400,0.00002,86
987,Run_987,140,160,1400,0.00004,86
988,Run_988,140,160,1400,0.00006,80
989,Run_989,140,160,1400,0.00008,80
990,Run_990,140,160,1400,0.0001,74
991,Run_991,140,160,1600,0.00001,162
992,Run_992,140,160,1600,0.00002,139
993,Run_993,140,160,1600,0.00004,147
994,Run_994,140,160,1600,0.00006,141
995,Run_995,140,160,1600,0.00008,132
996,Run_996,140,160,1600,0.0001,128
997,Run_997,140,160,1800,0.00001,215
998,Run_998,140,160,1800,0.00002,210
999,Run_999,140,160,1800,0.00004,208
1000,Run_1000,140,160,1800,0.00006,201
1001,Run_1001,140,160,1800,0.00008,207
1002,Run_1002,140,160,1800,0.0001,196
1003,Run_1003,140,160,2000,0.00001,253
1004,Run_1004,140,160,2000,0.00002,249
1005,Run_1005,140,160,2000,0.00004,258
1006,Run_1006,140,160,2000,0.00006,264
1007,Run_1007,140,160,2000,0.00008,250
1008,Run_1008,140,160,2000,0.0001,256
1009,Run_1009,140,180,1000,0.00001,32
1010,Run_1010,140,180,1000,0.00002,32
1011,Run_1011,140,180,1000,0.00004,32
1012,Run_1012,140,180,1000,0.00006,32
1013,Run_1013,140,180,1000,0.00008,27
1014,Run_1014,140,180,1000,0.0001,26
1015,Run_1015,140,180,1200,0.00001,45
1016,Run_1016,140,180,1200,0.00002,45
1017,Run_1017,140,180,1200,0.00004,47
1018,Run_1018,140,180,1200,0.00006,46
1019,Run_1019,140,180,1200,0.00008,42
1020,Run_1020,140,180,1200,0.0001,42
1021,Run_1021,140,180,1400,0.00001,84
1022,Run_1022,140,180,1400,0.00002,74
1023,Run_1023,140,180,1400,0.00004,75
1024,Run_1024,140,180,1400,0.00006,72
1025,Run_1025,140,180,1400,0.00008,72
1026,Run_1026,140,180,1400,0.0001,70
1027,Run_1027,140,180,1600,0.00001,144
1028,Run_1028,140,180,1600,0.00002,136
1029,Run_1029,140,180,1600,0.00004,139
1030,Run_1030,140,180,1600,0.00006,134
1031,Run_1031,140,180,1600,0.00008,126
1032,Run_1032,140,180,1600,0.0001,124
1033,Run_1033,140,180,1800,0.00001,206
1034,Run_1034,140,180,1800,0.00002,195
1035,Run_1035,140,180,1800,0.00004,200
1036,Run_1036,140,180,1800,0.00006,196
1037,Run_1037,140,180,1800,0.00008,191
1038,Run_1038,140,180,1800,0.0001,190
1039,Run_1039,140,180,2000,0.00001,259
1040,Run_1040,140,180,2000,0.00002,260
1041,Run_1041,140,180,2000,0.00004,264
1042,Run_1042,140,180,2000,0.00006,252
1043,Run_1043,140,180,2000,0.00008,258
1044,Run_1044,140,180,2000,0.0001,246
1045,Run_1045,140,200,1000,0.00001,19
1046,Run_1046,140,200,1000,0.00002,20
1047,Run_1047,140,200,1000,0.00004,22
1048,Run_1048,140,200,1000,0.00006,20
1049,Run_1049,140,200,1000,0.00008,19
1050,Run_1050,140,200,1000,0.0001,17
1051,Run_1051,140,200,1200,0.00001,36
1052,Run_1052,140,200,1200,0.00002,37
1053,Run_1053,140,200,1200,0.00004,37
1054,Run_1054,140,200,1200,0.00006,36
1055,Run_1055,140,200,1200,0.00008,36
1056,Run_1056,140,200,1200,0.0001,34
1057,Run_1057,140,200,1400,0.00001,56
1058,Run_1058,140,200,1400,0.00002,52
1059,Run_1059,140,200,1400,0.00004,54
1060,Run_1060,140,200,1400,0.00006,52
1061,Run_1061,140,200,1400,0.00008,55
1062,Run_1062,140,200,1400,0.0001,51
1063,Run_1063,140,200,1600,0.00001,100
1064,Run_1064,140,200,1600,0.00002,97
1065,Run_1065,140,200,1600,0.00004,100
1066,Run_1066,140,200,1600,0.00006,98
1067,Run_1067,140,200,1600,0.00008,90
1068,Run_1068,140,200,1600,0.0001,105
1069,Run_1069,140,200,1800,0.00001,154
1070,Run_1070,140,200,1800,0.00002,152
1071,Run_1071,140,200,1800,0.00004,152
1072,Run_1072,140,200,1800,0.00006,147
1073,Run_1073,140,200,1800,0.00008,145
1074,Run_1074,140,200,1800,0.0001,151
1075,Run_1075,140,200,2000,0.00001,245
1076,Run_1076,140,200,2000,0.00002,242
1077,Run_1077,140,200,2000,0.00004,232
1078,Run_1078,140,200,2000,0.00006,239
1079,Run_1079,140,200,2000,0.00008,231
1080,Run_1080,140,200,2000,0.0001,242
1081,Run_1081,160,0,1000,0.00001,15
1082,Run_1082,160,0,1000,0.00002,15
1083,Run_1083,160,0,1000,0.00004,16
1084,Run_1084,160,0,1000,0.00006,16
1085,Run_1085,160,0,1000,0.00008,16
1086,Run_1086,160,0,1000,0.0001,17
1087,Run_1087,160,0,1200,0.00001,17
1088,Run_1088,160,0,1200,0.00002,18
1089,Run_1089,160,0,1200,0.00004,18
1090,Run_1090,160,0,1200,0.00006,18
1091,Run_1091,160,0,1200,0.00008,18
1092,Run_1092,160,0,1200,0.0001,20
1093,Run_1093,160,0,1400,0.00001,20
1094,Run_1094,160,0,1400,0.00002,20
1095,Run_1095,160,0,1400,0.00004,20
1096,Run_1096,160,0,1400,0.00006,21
1097,Run_1097,160,0,1400,0.00008,22
1098,Run_1098,160,0,1400,0.0001,22
1099,Run_1099,160,0,1600,0.00001,22
1100,Run_1100,160,0,1600,0.00002,22
1101,Run_1101,160,0,1600,0.00004,24
1102,Run_1102,160,0,1600,0.00006,24
1103,Run_1103,160,0,1600,0.00008,24
1104,Run_1104,160,0,1600,0.0001,24
1105,Run_1105,160,0,1800,0.00001,25
1106,Run_1106,160,0,1800,0.00002,25
1107,Run_1107,160,0,1800,0.00004,26
1108,Run_1108,160,0,1800,0.00006,26
1109,Run_1109,160,0,1800,0.00008,28
1110,Run_1110,160,0,1800,0.0001,28
1111,Run_1111,160,0,2000,0.00001,28
1112,Run_1112,160,0,2000,0.00002,28
1113,Run_1113,160,0,2000,0.00004,28
1114,Run_1114,160,0,2000,0.00006,30
1115,Run_1115,160,0,2000,0.00008,30
1116,Run_1116,160,0,2000,0.0001,30
1117,Run_1117,160,20,1000,0.00001,24
1118,Run_1118,160,20,1000,0.00002,24
1119,Run_1119,160,20,1000,0.00004,24
1120,Run_1120,160,20,1000,0.00006,24
1121,Run_1121,160,20,1000,0.00008,24
1122,Run_1122,160,20,1000,0.0001,24
1123,Run_1123,160,20,1200,0.00001,28
1124,Run_1124,160,20,1200,0.00002,28
1125,Run_1125,160,20,1200,0.00004,28
1126,Run_1126,160,20,1200,0.00006,28
1127,Run_1127,160,20,1200,0.00008,28
1128,Run_1128,160,20,1200,0.0001,28
1129,Run_1129,160,20,1400,0.00001,32
1130,Run_1130,160,20,1400,0.00002,32
1131,Run_1131,160,20,1400,0.00004,32
1132,Run_1132,160,20,1400,0.00006,31
1133,Run_1133,160,20,1400,0.00008,31
1134,Run_1134,160,20,1400,0.0001,31
1135,Run_1135,160,20,1600,0.00001,34
1136,Run_1136,160,20,1600,0.00002,34
1137,Run_1137,160,20,1600,0.00004,34
1138,Run_1138,160,20,1600,0.00006,34
1139,Run_1139,160,20,1600,0.00008,34
1140,Run_1140,160,20,1600,0.0001,34
1141,Run_1141,160,20,1800,0.00001,39
1142,Run_1142,160,20,1800,0.00002,39
1143,Run_1143,160,20,1800,0.00004,38
1144,Run_1144,160,20,1800,0.00006,38
1145,Run_1145,160,20,1800,0.00008,38
1146,Run_1146,160,20,1800,0.0001,38
1147,Run_1147,160,20,2000,0.00001,44
1148,Run_1148,160,20,2000,0.00002,44
1149,Run_1149,160,20,2000,0.00004,43
1150,Run_1150,160,20,2000,0.00006,42
1151,Run_1151,160,20,2000,0.00008,42
1152,Run_1152,160,20,2000,0.0001,42
1153,Run_1153,160,40,1000,0.00001,32
1154,Run_1154,160,40,1000,0.00002,32
1155,Run_1155,160,40,1000,0.00004,32
1156,Run_1156,160,40,1000,0.00006,31
1157,Run_1157,160,40,1000,0.00008,30
1158,Run_1158,160,40,1000,0.0001,30
1159,Run_1159,160,40,1200,0.00001,38
1160,Run_1160,160,40,1200,0.00002,38
1161,Run_1161,160,40,1200,0.00004,38
1162,Run_1162,160,40,1200,0.00006,36
1163,Run_1163,160,40,1200,0.00008,36
1164,Run_1164,160,40,1200,0.0001,36
1165,Run_1165,160,40,1400,0.00001,47
1166,Run_1166,160,40,1400,0.00002,47
1167,Run_1167,160,40,1400,0.00004,46
1168,Run_1168,160,40,1400,0.00006,44
1169,Run_1169,160,40,1400,0.00008,42
1170,Run_1170,160,40,1400,0.0001,42
1171,Run_1171,160,40,1600,0.00001,54
1172,Run_1172,160,40,1600,0.00002,54
1173,Run_1173,160,40,1600,0.00004,53
1174,Run_1174,160,40,1600,0.00006,51
1175,Run_1175,160,40,1600,0.00008,50
1176,Run_1176,160,40,1600,0.0001,49
1177,Run_1177,160,40,1800,0.00001,60
1178,Run_1178,160,40,1800,0.00002,60
1179,Run_1179,160,40,1800,0.00004,58
1180,Run_1180,160,40,1800,0.00006,58
1181,Run_1181,160,40,1800,0.00008,56
1182,Run_1182,160,40,1800,0.0001,54
1183,Run_1183,160,40,2000,0.00001,65
1184,Run_1184,160,40,2000,0.00002,65
1185,Run_1185,160,40,2000,0.00004,64
1186,Run_1186,160,40,2000,0.00006,62
1187,Run_1187,160,40,2000,0.00008,60
1188,Run_1188,160,40,2000,0.0001,60
1189,Run_1189,160,80,1000,0.00001,35
1190,Run_1190,160,80,1000,0.00002,36
1191,Run_1191,160,80,1000,0.00004,34
1192,Run_1192,160,80,1000,0.00006,32
1193,Run_1193,160,80,1000,0.00008,28
1194,Run_1194,160,80,1000,0.0001,26
1195,Run_1195,160,80,1200,0.00001,45
1196,Run_1196,160,80,1200,0.00002,46
1197,Run_1197,160,80,1200,0.00004,45
1198,Run_1198,160,80,1200,0.00006,43
1199,Run_1199,160,80,1200,0.00008,39
1200,Run_1200,160,80,1200,0.0001,36
1201,Run_1201,160,80,1400,0.00001,53
1202,Run_1202,160,80,1400,0.00002,53
1203,Run_1203,160,80,1400,0.00004,52
1204,Run_1204,160,80,1400,0.00006,50
1205,Run_1205,160,80,1400,0.00008,48
1206,Run_1206,160,80,1400,0.0001,44
1207,Run_1207,160,80,1600,0.00001,58
1208,Run_1208,160,80,1600,0.00002,57
1209,Run_1209,160,80,1600,0.00004,56
1210,Run_1210,160,80,1600,0.00006,54
1211,Run_1211,160,80,1600,0.00008,52
1212,Run_1212,160,80,1600,0.0001,50
1213,Run_1213,160,80,1800,0.00001,64
1214,Run_1214,160,80,1800,0.00002,64
1215,Run_1215,160,80,1800,0.00004,62
1216,Run_1216,160,80,1800,0.00006,60
1217,Run_1217,160,80,1800,0.00008,58
1218,Run_1218,160,80,1800,0.0001,54
1219,Run_1219,160,80,2000,0.00001,70
1220,Run_1220,160,80,2000,0.00002,70
1221,Run_1221,160,80,2000,0.00004,69
1222,Run_1222,160,80,2000,0.00006,66
1223,Run_1223,160,80,2000,0.00008,62
1224,Run_1224,160,80,2000,0.0001,60
1225,Run_1225,160,100,1000,0.00001,38
1226,Run_1226,160,100,1000,0.00002,40
1227,Run_1227,160,100,1000,0.00004,38
1228,Run_1228,160,100,1000,0.00006,36
1229,Run_1229,160,100,1000,0.00008,33
1230,Run_1230,160,100,1000,0.0001,30
1231,Run_1231,160,100,1200,0.00001,47
1232,Run_1232,160,100,1200,0.00002,48
1233,Run_1233,160,100,1200,0.00004,47
1234,Run_1234,160,100,1200,0.00006,44
1235,Run_1235,160,100,1200,0.00008,42
1236,Run_1236,160,100,1200,0.0001,40
1237,Run_1237,160,100,1400,0.00001,50
1238,Run_1238,160,100,1400,0.00002,50
1239,Run_1239,160,100,1400,0.00004,50
1240,Run_1240,160,100,1400,0.00006,47
1241,Run_1241,160,100,1400,0.00008,45
1242,Run_1242,160,100,1400,0.0001,44
1243,Run_1243,160,100,1600,0.00001,58
1244,Run_1244,160,100,1600,0.00002,57
1245,Run_1245,160,100,1600,0.00004,56
1246,Run_1246,160,100,1600,0.00006,54
1247,Run_1247,160,100,1600,0.00008,51
1248,Run_1248,160,100,1600,0.0001,49
1249,Run_1249,160,100,1800,0.00001,60
1250,Run_1250,160,100,1800,0.00002,60
1251,Run_1251,160,100,1800,0.00004,61
1252,Run_1252,160,100,1800,0.00006,58
1253,Run_1253,160,100,1800,0.00008,56
1254,Run_1254,160,100,1800,0.0001,54
1255,Run_1255,160,100,2000,0.00001,66
1256,Run_1256,160,100,2000,0.00002,66
1257,Run_1257,160,100,2000,0.00004,64
1258,Run_1258,160,100,2000,0.00006,61
1259,Run_1259,160,100,2000,0.00008,58
1260,Run_1260,160,100,2000,0.0001,56
1261,Run_1261,160,120,1000,0.00001,40
1262,Run_1262,160,120,1000,0.00002,40
1263,Run_1263,160,120,1000,0.00004,40
1264,Run_1264,160,120,1000,0.00006,39
1265,Run_1265,160,120,1000,0.00008,38
1266,Run_1266,160,120,1000,0.0001,36
1267,Run_1267,160,120,1200,0.00001,48
1268,Run_1268,160,120,1200,0.00002,48
1269,Run_1269,160,120,1200,0.00004,47
1270,Run_1270,160,120,1200,0.00006,46
1271,Run_1271,160,120,1200,0.00008,44
1272,Run_1272,160,120,1200,0.0001,43
1273,Run_1273,160,120,1400,0.00001,52
1274,Run_1274,160,120,1400,0.00002,52
1275,Run_1275,160,120,1400,0.00004,51
1276,Run_1276,160,120,1400,0.00006,50
1277,Run_1277,160,120,1400,0.00008,49
1278,Run_1278,160,120,1400,0.0001,47
1279,Run_1279,160,120,1600,0.00001,58
1280,Run_1280,160,120,1600,0.00002,58
1281,Run_1281,160,120,1600,0.00004,57
1282,Run_1282,160,120,1600,0.00006,56
1283,Run_1283,160,120,1600,0.00008,54
1284,Run_1284,160,120,1600,0.0001,52
1285,Run_1285,160,120,1800,0.00001,60
