Day.1.Run,Day.1.RunName,Day.1.WIND_DIRECTION,Day.1.RELEASE_ALT,Day.1.RELEASE_MASS,Day.1.MASS_MEAN_DIAMETER,Day.1.Fatalities,Day.2.Run,Day.2.RunName,Day.2.WIND_DIRECTION,Day.2.RELEASE_ALT,Day.2.RELEASE_MASS,Day.2.MASS_MEAN_DIAMETER,Day.2.Fatalities,Day.3.Run,Day.3.RunName,Day.3.WIND_DIRECTION,Day.3.RELEASE_ALT,Day.3.RELEASE_MASS,Day.3.MASS_MEAN_DIAMETER,Day.3.Fatalities
3169,Run_3169,260,180,1000,1.00E-05,6,2330,Run_2330,220,100,1800,2.00E-05,32,2204,Run_2204,220,20,1200,2.00E-05,22
2489,Run_2489,220,200,1000,8.00E-05,6,2261,Run_2261,220,40,1800,8.00E-05,34,398,Run_398,120,20,1000,2.00E-05,24
2488,Run_2488,220,200,1000,6.00E-05,6,3696,Run_3696,300,40,1600,1.00E-04,32,2967,Run_2967,260,40,1400,4.00E-05,22
3219,Run_3219,260,200,1400,4.00E-05,10,1857,Run_1857,200,20,1600,4.00E-05,31,1462,Run_1462,180,0,1600,6.00E-05,24
3496,Run_3496,280,160,1000,6.00E-05,8,509,Run_509,120,100,1000,8.00E-05,37,3438,Run_3438,280,120,1400,1.00E-04,22
3030,Run_3030,260,100,1000,1.00E-04,8,810,Run_810,140,40,1400,1.00E-04,40,438,Run_438,120,40,1000,1.00E-04,30
3498,Run_3498,280,160,1000,1.00E-04,6,1782,Run_1782,180,200,1400,1.00E-04,34,2319,Run_2319,220,100,1400,4.00E-05,26
2742,Run_2742,240,140,1000,1.00E-04,9,3692,Run_3692,300,40,1600,2.00E-05,35,3115,Run_3115,260,140,1600,1.00E-05,22
3396,Run_3396,280,100,1200,1.00E-04,10,79,Run_79,100,40,1200,1.00E-05,37,1099,Run_1099,160,0,1600,1.00E-05,22
3534,Run_3534,280,180,1000,1.00E-04,4,439,Run_439,120,40,1200,1.00E-05,37,2948,Run_2948,260,20,2000,2.00E-05,24
3172,Run_3172,260,180,1000,6.00E-05,6,3792,Run_3792,300,120,1200,1.00E-04,36,1853,Run_1853,200,20,1400,8.00E-05,29
3529,Run_3529,280,180,1000,1.00E-05,6,2365,Run_2365,220,120,1800,1.00E-05,32,3510,Run_3510,280,160,1400,1.00E-04,22
3221,Run_3221,260,200,1400,8.00E-05,10,74,Run_74,100,40,1000,2.00E-05,32,1698,Run_1698,180,160,1000,1.00E-04,28
3029,Run_3029,260,100,1000,8.00E-05,10,1778,Run_1778,180,200,1400,2.00E-05,36,2650,Run_2650,240,80,1600,6.00E-05,24
3537,Run_3537,280,180,1200,4.00E-05,10,1870,Run_1870,200,20,2000,6.00E-05,38,2348,Run_2348,220,120,1200,2.00E-05,24
3179,Run_3179,260,180,1200,8.00E-05,8,2068,Run_2068,200,160,1400,6.00E-05,34,1955,Run_1955,200,100,1200,8.00E-05,30
3494,Run_3494,280,160,1000,2.00E-05,8,57,Run_57,100,20,1600,4.00E-05,34,3336,Run_3336,280,40,1600,1.00E-04,22
2819,Run_2819,240,180,1200,8.00E-05,10,471,Run_471,120,80,1000,4.00E-05,36,3662,Run_3662,300,20,1800,2.00E-05,25
2849,Run_2849,240,200,1000,8.00E-05,4,1142,Run_1142,160,20,1800,2.00E-05,39,2096,Run_2096,200,180,1200,2.00E-05,26
3138,Run_3138,260,160,1000,1.00E-04,6,63,Run_63,100,20,1800,4.00E-05,38,3414,Run_3414,280,100,1800,1.00E-04,28
3569,Run_3569,280,200,1000,8.00E-05,3,1489,Run_1489,180,20,1400,1.00E-05,31,378,Run_378,120,0,1400,1.00E-04,22
3207,Run_3207,260,200,1000,4.00E-05,4,1566,Run_1566,180,80,1400,1.00E-04,40,3786,Run_3786,300,120,1000,1.00E-04,22
2853,Run_2853,240,200,1200,4.00E-05,8,2122,Run_2122,200,180,2000,6.00E-05,40,1954,Run_1954,200,100,1200,6.00E-05,33
2775,Run_2775,240,160,1000,4.00E-05,9,1338,Run_1338,160,160,1000,1.00E-04,32,3702,Run_3702,300,40,1800,1.00E-04,36
3174,Run_3174,260,180,1000,1.00E-04,5,3123,Run_3123,260,140,1800,4.00E-05,34,76,Run_76,100,40,1000,6.00E-05,32
3210,Run_3210,260,200,1000,1.00E-04,4,771,Run_771,140,20,1400,4.00E-05,31,3158,Run_3158,260,160,1800,2.00E-05,36
3064,Run_3064,260,120,1000,6.00E-05,10,2034,Run_2034,200,140,1400,1.00E-04,34,2768,Run_2768,240,140,2000,2.00E-05,32
2814,Run_2814,240,180,1000,1.00E-04,5,2769,Run_2769,240,140,2000,4.00E-05,32,415,Run_415,120,20,1600,1.00E-05,34
3493,Run_3493,280,160,1000,1.00E-05,8,2149,Run_2149,200,200,1800,1.00E-05,35,3124,Run_3124,260,140,1800,6.00E-05,31
3036,Run_3036,260,100,1200,1.00E-04,10,2371,Run_2371,220,120,2000,1.00E-05,35,3123,Run_3123,260,140,1800,4.00E-05,34
3102,Run_3102,260,140,1000,1.00E-04,8,906,Run_906,140,120,1000,1.00E-04,37,3762,Run_3762,300,100,1400,1.00E-04,38
3567,Run_3567,280,200,1000,4.00E-05,4,2150,Run_2150,200,200,1800,2.00E-05,36,2374,Run_2374,220,120,2000,6.00E-05,34
3538,Run_3538,280,180,1200,6.00E-05,9,1779,Run_1779,180,200,1400,4.00E-05,36,1856,Run_1856,200,20,1600,2.00E-05,32
3353,Run_3353,280,80,1000,8.00E-05,10,1587,Run_1587,180,100,1000,4.00E-05,36,2003,Run_2003,200,120,1600,8.00E-05,38
2862,Run_2862,240,200,1400,1.00E-04,10,2067,Run_2067,200,160,1400,4.00E-05,34,510,Run_510,120,100,1000,1.00E-04,32
3460,Run_3460,280,140,1000,6.00E-05,10,2264,Run_2264,220,40,2000,2.00E-05,38,1858,Run_1858,200,20,1600,6.00E-05,31
3097,Run_3097,260,140,1000,1.00E-05,10,3859,Run_3859,300,160,1200,1.00E-05,38,1951,Run_1951,200,100,1200,1.00E-05,35
2485,Run_2485,220,200,1000,1.00E-05,6,3374,Run_3374,280,80,1800,2.00E-05,32,1136,Run_1136,160,20,1600,2.00E-05,34
2851,Run_2851,240,200,1200,1.00E-05,8,3383,Run_3383,280,80,2000,8.00E-05,34,1334,Run_1334,160,160,1000,2.00E-05,36
2774,Run_2774,240,160,1000,2.00E-05,10,2158,Run_2158,200,200,2000,6.00E-05,38,809,Run_809,140,40,1400,8.00E-05,40
3218,Run_3218,260,200,1400,2.00E-05,10,1954,Run_1954,200,100,1200,6.00E-05,33,3694,Run_3694,300,40,1600,6.00E-05,34
3177,Run_3177,260,180,1200,4.00E-05,10,415,Run_415,120,20,1600,1.00E-05,34,1550,Run_1550,180,80,1000,2.00E-05,35
3461,Run_3461,280,140,1000,8.00E-05,9,3827,Run_3827,300,140,1200,8.00E-05,38,1265,Run_1265,160,120,1000,8.00E-05,38
3575,Run_3575,280,200,1200,8.00E-05,7,1588,Run_1588,180,100,1000,6.00E-05,34,1967,Run_1967,200,100,1600,8.00E-05,38
3497,Run_3497,280,160,1000,8.00E-05,7,3124,Run_3124,260,140,1800,6.00E-05,31,1957,Run_1957,200,100,1400,1.00E-05,38
3457,Run_3457,280,140,1000,1.00E-05,10,869,Run_869,140,100,1000,8.00E-05,34,1879,Run_1879,200,40,1200,1.00E-05,34
3144,Run_3144,260,160,1200,1.00E-04,10,840,Run_840,140,80,1200,1.00E-04,38,1862,Run_1862,200,20,1800,2.00E-05,34
2850,Run_2850,240,200,1000,1.00E-04,3,88,Run_88,100,40,1400,6.00E-05,44,2337,Run_2337,220,100,2000,4.00E-05,34
2777,Run_2777,240,160,1000,8.00E-05,8,1900,Run_1900,200,40,1800,6.00E-05,44,1297,Run_1297,160,140,1000,1.00E-05,40
2994,Run_2994,260,80,1000,1.00E-04,9,792,Run_792,140,20,2000,1.00E-04,42,1699,Run_1699,180,160,1200,1.00E-05,39
2778,Run_2778,240,160,1000,1.00E-04,8,3721,Run_3721,300,80,1400,1.00E-05,42,3862,Run_3862,300,160,1200,6.00E-05,36
3531,Run_3531,280,180,1000,4.00E-05,6,1642,Run_1642,180,120,1600,6.00E-05,50,3863,Run_3863,300,160,1200,8.00E-05,36
2776,Run_2776,240,160,1000,6.00E-05,8,1342,Run_1342,160,160,1200,6.00E-05,42,2117,Run_2117,200,180,1800,8.00E-05,36
2495,Run_2495,220,200,1200,8.00E-05,10,1644,Run_1644,180,120,1600,1.00E-04,46,1225,Run_1225,160,100,1000,1.00E-05,38
2453,Run_2453,220,180,1000,8.00E-05,8,984,Run_984,140,160,1200,1.00E-04,50,3384,Run_3384,280,80,2000,1.00E-04,31
3137,Run_3137,260,160,1000,8.00E-05,8,1927,Run_1927,200,80,1600,1.00E-05,43,977,Run_977,140,160,1000,8.00E-05,36
3220,Run_3220,260,200,1400,6.00E-05,10,3707,Run_3707,300,40,2000,8.00E-05,43,82,Run_82,100,40,1200,6.00E-05,36
3065,Run_3065,260,120,1000,8.00E-05,10,1511,Run_1511,180,20,2000,8.00E-05,42,1156,Run_1156,160,40,1000,6.00E-05,31
3495,Run_3495,280,160,1000,4.00E-05,8,1349,Run_1349,160,160,1400,8.00E-05,48,3864,Run_3864,300,160,1200,1.00E-04,36
3458,Run_3458,280,140,1000,2.00E-05,10,1999,Run_1999,200,120,1600,1.00E-05,41,2103,Run_2103,200,180,1400,4.00E-05,32
3572,Run_3572,280,200,1200,2.00E-05,8,3238,Run_3238,260,200,2000,6.00E-05,45,2153,Run_2153,200,200,1800,8.00E-05,34
3066,Run_3066,260,120,1000,1.00E-04,9,1635,Run_1635,180,120,1400,4.00E-05,46,2075,Run_2075,200,160,1600,8.00E-05,38
3462,Run_3462,280,140,1000,1.00E-04,8,1526,Run_1526,180,40,1400,2.00E-05,46,1924,Run_1924,200,80,1400,6.00E-05,38
2486,Run_2486,220,200,1000,2.00E-05,6,2013,Run_2013,200,120,2000,4.00E-05,45,2295,Run_2295,220,80,1800,4.00E-05,34
3222,Run_3222,260,200,1400,1.00E-04,10,1970,Run_1970,200,100,1800,2.00E-05,44,1870,Run_1870,200,20,2000,6.00E-05,38
3209,Run_3209,260,200,1000,8.00E-05,4,3731,Run_3731,300,80,1600,8.00E-05,43,1419,Run_1419,160,200,1400,4.00E-05,40
3212,Run_3212,260,200,1200,2.00E-05,7,1561,Run_1561,180,80,1400,1.00E-05,49,2110,Run_2110,200,180,1600,6.00E-05,36
3100,Run_3100,260,140,1000,6.00E-05,10,1964,Run_1964,200,100,1600,2.00E-05,42,2034,Run_2034,200,140,1400,1.00E-04,34
2847,Run_2847,240,200,1000,4.00E-05,4,1750,Run_1750,180,180,1600,6.00E-05,44,2122,Run_2122,200,180,2000,6.00E-05,40
3028,Run_3028,260,100,1000,6.00E-05,10,428,Run_428,120,20,2000,2.00E-05,42,2027,Run_2027,200,140,1200,8.00E-05,32
3539,Run_3539,280,180,1200,8.00E-05,8,1942,Run_1942,200,80,2000,6.00E-05,46,1053,Run_1053,140,200,1200,4.00E-05,37
3390,Run_3390,280,100,1000,1.00E-04,8,1742,Run_1742,180,180,1400,2.00E-05,42,1960,Run_1960,200,100,1400,6.00E-05,35
3389,Run_3389,280,100,1000,8.00E-05,9,1434,Run_1434,160,200,1800,1.00E-04,48,1226,Run_1226,160,100,1000,2.00E-05,40
2670,Run_2670,240,100,1000,1.00E-04,10,1536,Run_1536,180,40,1600,1.00E-04,47,3096,Run_3096,260,120,2000,1.00E-04,38
3176,Run_3176,260,180,1200,2.00E-05,10,1270,Run_1270,160,120,1200,6.00E-05,46,2101,Run_2101,200,180,1400,1.00E-05,34
3573,Run_3573,280,200,1200,4.00E-05,8,1685,Run_1685,180,140,1800,8.00E-05,50,2082,Run_2082,200,160,1800,1.00E-04,38
3173,Run_3173,260,180,1000,8.00E-05,6,1556,Run_1556,180,80,1200,2.00E-05,42,2156,Run_2156,200,200,2000,2.00E-05,38
2820,Run_2820,240,180,1200,1.00E-04,10,1930,Run_1930,200,80,1600,6.00E-05,41,1991,Run_1991,200,120,1200,8.00E-05,32
3930,Run_3930,300,200,1000,1.00E-04,8,95,Run_95,100,40,1600,8.00E-05,50,1558,Run_1558,180,80,1200,6.00E-05,40
3576,Run_3576,280,200,1200,1.00E-04,6,1643,Run_1643,180,120,1600,8.00E-05,48,2254,Run_2254,220,40,1600,6.00E-05,32
2855,Run_2855,240,200,1200,8.00E-05,7,1708,Run_1708,180,160,1400,6.00E-05,43,421,Run_421,120,20,1800,1.00E-05,38
3170,Run_3170,260,180,1000,2.00E-05,6,3522,Run_3522,280,160,1800,1.00E-04,48,1996,Run_1996,200,120,1400,6.00E-05,36
3540,Run_3540,280,180,1200,1.00E-04,8,1578,Run_1578,180,80,1800,1.00E-04,50,769,Run_769,140,20,1400,1.00E-05,32
3206,Run_3206,260,200,1000,2.00E-05,4,808,Run_808,140,40,1400,6.00E-05,44,2372,Run_2372,220,120,2000,2.00E-05,35
3215,Run_3215,260,200,1200,8.00E-05,7,1527,Run_1527,180,40,1400,4.00E-05,44,2259,Run_2259,220,40,1800,4.00E-05,34
3134,Run_3134,260,160,1000,2.00E-05,8,1790,Run_1790,180,200,1800,2.00E-05,45,2123,Run_2123,200,180,2000,8.00E-05,38
3175,Run_3175,260,180,1200,1.00E-05,10,2015,Run_2015,200,120,2000,8.00E-05,42,770,Run_770,140,20,1400,2.00E-05,32
3530,Run_3530,280,180,1000,2.00E-05,6,3203,Run_3203,260,180,2000,8.00E-05,44,3691,Run_3691,300,40,1600,1.00E-05,36
3426,Run_3426,280,120,1000,1.00E-04,9,1669,Run_1669,180,140,1400,1.00E-05,46,2480,Run_2480,220,180,2000,2.00E-05,31
2487,Run_2487,220,200,1000,4.00E-05,6,1903,Run_1903,200,40,2000,1.00E-05,50,2336,Run_2336,220,100,2000,2.00E-05,36
3925,Run_3925,300,200,1000,1.00E-05,8,1169,Run_1169,160,40,1400,8.00E-05,42,1160,Run_1160,160,40,1200,2.00E-05,38
3565,Run_3565,280,200,1000,1.00E-05,4,1936,Run_1936,200,80,1800,6.00E-05,44,1884,Run_1884,200,40,1200,1.00E-04,32
2854,Run_2854,240,200,1200,6.00E-05,8,1600,Run_1600,180,100,1400,6.00E-05,43,1163,Run_1163,160,40,1200,8.00E-05,36
2706,Run_2706,240,120,1000,1.00E-04,10,791,Run_791,140,20,2000,8.00E-05,42,1998,Run_1998,200,120,1400,1.00E-04,34
2773,Run_2773,240,160,1000,1.00E-05,10,1149,Run_1149,160,20,2000,4.00E-05,43,779,Run_779,140,20,1600,8.00E-05,34
2845,Run_2845,240,200,1000,1.00E-05,4,3556,Run_3556,280,180,1800,6.00E-05,42,2146,Run_2146,200,200,1600,6.00E-05,32
3566,Run_3566,280,200,1000,2.00E-05,4,1722,Run_1722,180,160,1800,1.00E-04,48,2149,Run_2149,200,200,1800,1.00E-05,35
3211,Run_3211,260,200,1200,1.00E-05,7,1242,Run_1242,160,100,1400,1.00E-04,44,2401,Run_2401,220,140,1800,1.00E-05,32
3532,Run_3532,280,180,1000,6.00E-05,6,2016,Run_2016,200,120,2000,1.00E-04,42,1337,Run_1337,160,160,1000,8.00E-05,34
3535,Run_3535,280,180,1200,1.00E-05,10,1241,Run_1241,160,100,1400,8.00E-05,45,1693,Run_1693,180,160,1000,1.00E-05,32
2496,Run_2496,220,200,1200,1.00E-04,10,1637,Run_1637,180,120,1400,8.00E-05,44,941,Run_941,140,140,1000,8.00E-05,40
2741,Run_2741,240,140,1000,8.00E-05,10,1017,Run_1017,140,180,1200,4.00E-05,47,2066,Run_2066,200,160,1400,2.00E-05,35
3205,Run_3205,260,200,1000,1.00E-05,4,1898,Run_1898,200,40,1800,2.00E-05,46,1498,Run_1498,180,20,1600,6.00E-05,34
2810,Run_2810,240,180,1000,2.00E-05,8,1638,Run_1638,180,120,1400,1.00E-04,43,1420,Run_1420,160,200,1400,6.00E-05,40
2993,Run_2993,260,80,1000,8.00E-05,10,1591,Run_1591,180,100,1200,1.00E-05,42,1992,Run_1992,200,120,1200,1.00E-04,32
3216,Run_3216,260,200,1200,1.00E-04,6,3092,Run_3092,260,120,2000,2.00E-05,48,974,Run_974,140,160,1000,2.00E-05,38
2848,Run_2848,240,200,1000,6.00E-05,4,1939,Run_1939,200,80,2000,1.00E-05,49,3824,Run_3824,300,140,1200,2.00E-05,40
3574,Run_3574,280,200,1200,6.00E-05,8,787,Run_787,140,20,2000,1.00E-05,42,3692,Run_3692,300,40,1600,2.00E-05,35
3533,Run_3533,280,180,1000,8.00E-05,5,875,Run_875,140,100,1200,8.00E-05,46,1788,Run_1788,180,200,1600,1.00E-04,40
3926,Run_3926,300,200,1000,2.00E-05,8,901,Run_901,140,120,1000,1.00E-05,42,61,Run_61,100,20,1800,1.00E-05,39
3135,Run_3135,260,160,1000,4.00E-05,8,2083,Run_2083,200,160,2000,1.00E-05,42,771,Run_771,140,20,1400,4.00E-05,31
3136,Run_3136,260,160,1000,6.00E-05,8,1743,Run_1743,180,180,1400,4.00E-05,42,1376,Run_1376,160,180,1200,2.00E-05,38
3424,Run_3424,280,120,1000,6.00E-05,10,1562,Run_1562,180,80,1400,2.00E-05,49,1869,Run_1869,200,20,2000,4.00E-05,38
2813,Run_2813,240,180,1000,8.00E-05,5,1304,Run_1304,160,140,1200,2.00E-05,46,1504,Run_1504,180,20,1800,6.00E-05,38
3213,Run_3213,260,200,1200,4.00E-05,7,71,Run_71,100,20,2000,8.00E-05,42,2070,Run_2070,200,160,1400,1.00E-04,32
3891,Run_3891,300,180,1000,4.00E-05,18,1712,Run_1712,180,160,1600,2.00E-05,48,1958,Run_1958,200,100,1400,2.00E-05,38
3582,Run_3582,280,200,1400,1.00E-04,14,3906,Run_3906,300,180,1400,1.00E-04,48,2265,Run_2265,220,40,2000,4.00E-05,38
2956,Run_2956,260,40,1000,6.00E-05,16,3167,Run_3167,260,160,2000,8.00E-05,41,2329,Run_2329,220,100,1800,1.00E-05,32
2169,Run_2169,220,0,1200,4.00E-05,17,2043,Run_2043,200,140,1800,4.00E-05,42,471,Run_471,120,80,1000,4.00E-05,36
3107,Run_3107,260,140,1200,8.00E-05,12,1204,Run_1204,160,80,1400,6.00E-05,50,3699,Run_3699,300,40,1800,4.00E-05,40
3005,Run_3005,260,80,1400,8.00E-05,16,3202,Run_3202,260,180,2000,6.00E-05,48,1952,Run_1952,200,100,1200,2.00E-05,36
3358,Run_3358,280,80,1200,6.00E-05,14,446,Run_446,120,40,1400,2.00E-05,43,2154,Run_2154,200,200,1800,1.00E-04,32
3714,Run_3714,300,80,1000,1.00E-04,14,1796,Run_1796,180,200,2000,2.00E-05,48,1133,Run_1133,160,20,1400,8.00E-05,31
2901,Run_2901,260,0,1600,4.00E-05,16,1239,Run_1239,160,100,1400,4.00E-05,50,325,Run_325,100,200,1000,1.00E-05,31
3464,Run_3464,280,140,1200,2.00E-05,18,1907,Run_1907,200,40,2000,8.00E-05,46,1422,Run_1422,160,200,1400,1.00E-04,38
1807,Run_1807,200,0,1200,1.00E-05,17,1656,Run_1656,180,120,2000,1.00E-04,50,2068,Run_2068,200,160,1400,6.00E-05,34
2508,Run_2508,220,200,1600,1.00E-04,20,1686,Run_1686,180,140,1800,1.00E-04,48,786,Run_786,140,20,1800,1.00E-04,38
3071,Run_3071,260,120,1200,8.00E-05,14,3757,Run_3757,300,100,1400,1.00E-05,48,1586,Run_1586,180,100,1000,2.00E-05,36
2891,Run_2891,260,0,1200,8.00E-05,14,1238,Run_1238,160,100,1400,2.00E-05,50,2046,Run_2046,200,140,1800,1.00E-04,40
1806,Run_1806,200,0,1000,1.00E-04,17,1346,Run_1346,160,160,1400,2.00E-05,50,79,Run_79,100,40,1200,1.00E-05,37
3466,Run_3466,280,140,1200,6.00E-05,16,1747,Run_1747,180,180,1600,1.00E-05,46,2296,Run_2296,220,80,1800,6.00E-05,32
2491,Run_2491,220,200,1200,1.00E-05,12,3758,Run_3758,300,100,1400,2.00E-05,48,1302,Run_1302,160,140,1000,1.00E-04,34
3328,Run_3328,280,40,1400,6.00E-05,20,1592,Run_1592,180,100,1200,2.00E-05,43,2444,Run_2444,220,160,2000,2.00E-05,32
2525,Run_2525,240,0,1000,8.00E-05,14,1650,Run_1650,180,120,1800,1.00E-04,48,2072,Run_2072,200,160,1600,2.00E-05,38
2703,Run_2703,240,120,1000,4.00E-05,13,937,Run_937,140,140,1000,1.00E-05,42,3122,Run_3122,260,140,1800,2.00E-05,32
2640,Run_2640,240,80,1200,1.00E-04,14,3481,Run_3481,280,140,1800,1.00E-05,46,2152,Run_2152,200,200,1800,6.00E-05,34
3294,Run_3294,280,20,1400,1.00E-04,19,651,Run_651,120,180,1000,4.00E-05,42,2443,Run_2443,220,160,2000,1.00E-05,33
3604,Run_3604,300,0,1000,6.00E-05,14,2014,Run_2014,200,120,2000,6.00E-05,44,1659,Run_1659,180,140,1000,4.00E-05,36
2958,Run_2958,260,40,1000,1.00E-04,17,1965,Run_1965,200,100,1600,4.00E-05,42,2660,Run_2660,240,80,2000,2.00E-05,32
2785,Run_2785,240,160,1400,1.00E-05,20,2047,Run_2047,200,140,2000,1.00E-05,43,776,Run_776,140,20,1600,2.00E-05,34
2568,Run_2568,240,20,1200,1.00E-04,19,1764,Run_1764,180,180,2000,1.00E-04,48,1335,Run_1335,160,160,1000,4.00E-05,35
3894,Run_3894,300,180,1000,1.00E-04,13,1679,Run_1679,180,140,1600,8.00E-05,48,57,Run_57,100,20,1600,4.00E-05,34
2672,Run_2672,240,100,1200,2.00E-05,20,70,Run_70,100,20,2000,6.00E-05,42,1009,Run_1009,140,180,1000,1.00E-05,32
2995,Run_2995,260,80,1200,1.00E-05,16,1277,Run_1277,160,120,1400,8.00E-05,49,2033,Run_2033,200,140,1400,8.00E-05,36
2551,Run_2551,240,0,2000,1.00E-05,18,835,Run_835,140,80,1200,1.00E-05,46,2330,Run_2330,220,100,1800,2.00E-05,32
3276,Run_3276,280,0,2000,1.00E-04,20,1630,Run_1630,180,120,1200,6.00E-05,42,1961,Run_1961,200,100,1400,8.00E-05,34
1405,Run_1405,160,200,1000,1.00E-05,18,1716,Run_1716,180,160,1600,1.00E-04,44,2116,Run_2116,200,180,1800,6.00E-05,38
2931,Run_2931,260,20,1400,4.00E-05,18,3706,Run_3706,300,40,2000,6.00E-05,44,2115,Run_2115,200,180,1800,4.00E-05,40
3018,Run_3018,260,80,1800,1.00E-04,20,1929,Run_1929,200,80,1600,4.00E-05,42,469,Run_469,120,80,1000,1.00E-05,36
2882,Run_2882,260,0,1000,2.00E-05,12,1757,Run_1757,180,180,1800,8.00E-05,46,1880,Run_1880,200,40,1200,2.00E-05,34
3325,Run_3325,280,40,1400,1.00E-05,20,1532,Run_1532,180,40,1600,2.00E-05,50,973,Run_973,140,160,1000,1.00E-05,39
2831,Run_2831,240,180,1600,8.00E-05,18,1614,Run_1614,180,100,1800,1.00E-04,48,1994,Run_1994,200,120,1400,2.00E-05,38
