Day.1.Run,Day.1.RunName,Day.1.WIND_DIRECTION,Day.1.RELEASE_ALT,Day.1.RELEASE_MASS,Day.1.MASS_MEAN_DIAMETER,Day.1.Fatalities,Day.2.Run,Day.2.RunName,Day.2.WIND_DIRECTION,Day.2.RELEASE_ALT,Day.2.RELEASE_MASS,Day.2.MASS_MEAN_DIAMETER,Day.2.Fatalities,Day.3.Run,Day.3.RunName,Day.3.WIND_DIRECTION,Day.3.RELEASE_ALT,Day.3.RELEASE_MASS,Day.3.MASS_MEAN_DIAMETER,Day.3.Fatalities
2416,Run_2416,220,160,1000,6.00E-05,13,1229,Run_1229,160,100,1000,8.00E-05,33,507,Run_507,120,100,1000,4.00E-05,53
2178,Run_2178,220,0,1400,1.00E-04,20,2268,Run_2268,220,40,2000,1.00E-04,36,812,Run_812,140,40,1600,2.00E-05,53
3247,Run_3247,280,0,1200,1.00E-05,14,2109,Run_2109,200,180,1600,4.00E-05,37,3201,Run_3201,260,180,2000,4.00E-05,51
2452,Run_2452,220,180,1000,6.00E-05,11,3861,Run_3861,300,160,1200,4.00E-05,36,1062,Run_1062,140,200,1400,1.00E-04,51
2939,Run_2939,260,20,1600,8.00E-05,20,49,Run_49,100,20,1400,1.00E-05,31,101,Run_101,100,40,1800,8.00E-05,60
2310,Run_2310,220,100,1000,1.00E-04,14,1692,Run_1692,180,140,2000,1.00E-04,50,1548,Run_1548,180,40,2000,1.00E-04,56
2603,Run_2603,240,40,1200,8.00E-05,20,1897,Run_1897,200,40,1800,1.00E-05,46,3166,Run_3166,260,160,2000,6.00E-05,54
371,Run_371,120,0,1200,8.00E-05,19,1165,Run_1165,160,40,1400,1.00E-05,47,1209,Run_1209,160,80,1600,4.00E-05,56
3268,Run_3268,280,0,1800,6.00E-05,18,1557,Run_1557,180,80,1200,4.00E-05,42,462,Run_462,120,40,1800,1.00E-04,51
2940,Run_2940,260,20,1600,1.00E-04,20,2005,Run_2005,200,120,1800,1.00E-05,42,1645,Run_1645,180,120,1800,1.00E-05,52
3252,Run_3252,280,0,1200,1.00E-04,15,1536,Run_1536,180,40,1600,1.00E-04,47,1390,Run_1390,160,180,1600,6.00E-05,52
3185,Run_3185,260,180,1400,8.00E-05,12,1608,Run_1608,180,100,1600,1.00E-04,44,1430,Run_1430,160,200,1800,2.00E-05,54
2166,Run_2166,220,0,1000,1.00E-04,16,1598,Run_1598,180,100,1400,2.00E-05,46,1210,Run_1210,160,80,1600,6.00E-05,54
2169,Run_2169,220,0,1200,4.00E-05,17,1176,Run_1176,160,40,1600,1.00E-04,49,871,Run_871,140,100,1200,1.00E-05,54
3391,Run_3391,280,100,1200,1.00E-05,16,1151,Run_1151,160,20,2000,8.00E-05,42,881,Run_881,140,100,1400,8.00E-05,58
3026,Run_3026,260,100,1000,2.00E-05,12,1937,Run_1937,200,80,1800,8.00E-05,43,1171,Run_1171,160,40,1600,1.00E-05,54
2498,Run_2498,220,200,1400,2.00E-05,18,1977,Run_1977,200,100,2000,4.00E-05,45,819,Run_819,140,40,1800,4.00E-05,58
2953,Run_2953,260,40,1000,1.00E-05,17,1507,Run_1507,180,20,2000,1.00E-05,44,1288,Run_1288,160,120,1800,6.00E-05,58
2552,Run_2552,240,0,2000,2.00E-05,18,1902,Run_1902,200,40,1800,1.00E-04,42,1619,Run_1619,180,100,2000,8.00E-05,51
3399,Run_3399,280,100,1400,4.00E-05,20,1784,Run_1784,180,200,1600,2.00E-05,42,102,Run_102,100,40,1800,1.00E-04,55
369,Run_369,120,0,1200,4.00E-05,18,1198,Run_1198,160,80,1200,6.00E-05,43,3866,Run_3866,300,160,1400,2.00E-05,58
3053,Run_3053,260,100,1800,8.00E-05,20,2048,Run_2048,200,140,2000,2.00E-05,44,1354,Run_1354,160,160,1600,6.00E-05,55
3155,Run_3155,260,160,1600,8.00E-05,18,3708,Run_3708,300,40,2000,1.00E-04,42,1203,Run_1203,160,80,1400,4.00E-05,52
687,Run_687,120,200,1000,4.00E-05,20,1714,Run_1714,180,160,1600,6.00E-05,48,1438,Run_1438,160,200,2000,6.00E-05,59
2492,Run_2492,220,200,1200,2.00E-05,12,1656,Run_1656,180,120,2000,1.00E-04,50,1682,Run_1682,180,140,1800,2.00E-05,52
1094,Run_1094,160,0,1400,2.00E-05,20,3482,Run_3482,280,140,1800,2.00E-05,47,1652,Run_1652,180,120,2000,2.00E-05,56
3011,Run_3011,260,80,1600,8.00E-05,18,1758,Run_1758,180,180,1800,1.00E-04,44,844,Run_844,140,80,1400,6.00E-05,56
3423,Run_3423,280,120,1000,4.00E-05,12,1685,Run_1685,180,140,1800,8.00E-05,50,1280,Run_1280,160,120,1600,2.00E-05,58
2415,Run_2415,220,160,1000,4.00E-05,14,1707,Run_1707,180,160,1400,4.00E-05,44,1320,Run_1320,160,140,1600,1.00E-04,52
3282,Run_3282,280,20,1000,1.00E-04,16,3722,Run_3722,300,80,1400,2.00E-05,42,1612,Run_1612,180,100,1800,6.00E-05,51
3320,Run_3320,280,40,1200,2.00E-05,18,1277,Run_1277,160,120,1400,8.00E-05,49,1689,Run_1689,180,140,2000,4.00E-05,54
2717,Run_2717,240,120,1400,8.00E-05,20,1555,Run_1555,180,80,1200,1.00E-05,42,822,Run_822,140,40,1800,1.00E-04,54
3464,Run_3464,280,140,1200,2.00E-05,18,3164,Run_3164,260,160,2000,2.00E-05,48,3901,Run_3901,300,180,1400,1.00E-05,55
2450,Run_2450,220,180,1000,2.00E-05,12,3519,Run_3519,280,160,1800,4.00E-05,50,1177,Run_1177,160,40,1800,1.00E-05,60
9,Run_9,100,0,1200,4.00E-05,18,2121,Run_2121,200,180,2000,4.00E-05,41,1311,Run_1311,160,140,1400,4.00E-05,52
3628,Run_3628,300,0,1800,6.00E-05,19,1205,Run_1205,160,80,1400,8.00E-05,48,3767,Run_3767,300,100,1600,8.00E-05,53
3145,Run_3145,260,160,1400,1.00E-05,16,1267,Run_1267,160,120,1200,1.00E-05,48,882,Run_882,140,100,1400,1.00E-04,52
2831,Run_2831,240,180,1600,8.00E-05,18,902,Run_902,140,120,1000,2.00E-05,42,1724,Run_1724,180,160,2000,2.00E-05,53
3315,Run_3315,280,40,1000,4.00E-05,17,1709,Run_1709,180,160,1400,8.00E-05,42,983,Run_983,140,160,1200,8.00E-05,52
1801,Run_1801,200,0,1000,1.00E-05,14,1633,Run_1633,180,120,1400,1.00E-05,47,1761,Run_1761,180,180,2000,4.00E-05,52
1454,Run_1454,180,0,1400,2.00E-05,20,429,Run_429,120,20,2000,4.00E-05,41,1398,Run_1398,160,180,1800,1.00E-04,54
2423,Run_2423,220,160,1200,8.00E-05,18,1392,Run_1392,160,180,1600,1.00E-04,48,1760,Run_1760,180,180,2000,2.00E-05,52
1410,Run_1410,160,200,1000,1.00E-04,17,2083,Run_2083,200,160,2000,1.00E-05,42,817,Run_817,140,40,1800,1.00E-05,60
2387,Run_2387,220,140,1200,8.00E-05,20,1797,Run_1797,180,200,2000,4.00E-05,48,3869,Run_3869,300,160,1400,8.00E-05,58
688,Run_688,120,200,1000,6.00E-05,18,1800,Run_1800,180,200,2000,1.00E-04,44,1310,Run_1310,160,140,1400,2.00E-05,52
3012,Run_3012,260,80,1600,1.00E-04,16,87,Run_87,100,40,1400,4.00E-05,46,1296,Run_1296,160,120,2000,1.00E-04,60
3620,Run_3620,300,0,1600,2.00E-05,17,3905,Run_3905,300,180,1400,8.00E-05,50,3797,Run_3797,300,120,1400,8.00E-05,55
2538,Run_2538,240,0,1400,1.00E-04,17,1433,Run_1433,160,200,1800,8.00E-05,50,1058,Run_1058,140,200,1400,2.00E-05,52
2871,Run_2871,240,200,1800,4.00E-05,20,1169,Run_1169,160,40,1400,8.00E-05,42,981,Run_981,140,160,1200,4.00E-05,54
2904,Run_2904,260,0,1600,1.00E-04,17,1197,Run_1197,160,80,1200,4.00E-05,45,3798,Run_3798,300,120,1400,1.00E-04,52
3224,Run_3224,260,200,1600,2.00E-05,15,3823,Run_3823,300,140,1200,1.00E-05,46,811,Run_811,140,40,1600,1.00E-05,53
2177,Run_2177,220,0,1400,8.00E-05,19,1634,Run_1634,180,120,1400,2.00E-05,47,3728,Run_3728,300,80,1600,2.00E-05,52
3188,Run_3188,260,180,1600,2.00E-05,18,1971,Run_1971,200,100,1800,4.00E-05,44,1611,Run_1611,180,100,1800,4.00E-05,54
2924,Run_2924,260,20,1200,2.00E-05,17,1942,Run_1942,200,80,2000,6.00E-05,46,3904,Run_3904,300,180,1400,6.00E-05,51
1082,Run_1082,160,0,1000,2.00E-05,15,72,Run_72,100,20,2000,1.00E-04,42,3518,Run_3518,280,160,1800,2.00E-05,54
3639,Run_3639,300,20,1000,4.00E-05,17,3826,Run_3826,300,140,1200,6.00E-05,42,1244,Run_1244,160,100,1600,2.00E-05,57
3321,Run_3321,280,40,1200,4.00E-05,19,1941,Run_1941,200,80,2000,4.00E-05,48,828,Run_828,140,40,2000,1.00E-04,60
2818,Run_2818,240,180,1200,6.00E-05,11,1597,Run_1597,180,100,1400,1.00E-05,46,1322,Run_1322,160,140,1800,2.00E-05,60
2709,Run_2709,240,120,1200,4.00E-05,19,1893,Run_1893,200,40,1600,4.00E-05,42,461,Run_461,120,40,1800,8.00E-05,54
2712,Run_2712,240,120,1200,1.00E-04,15,1939,Run_1939,200,80,2000,1.00E-05,49,1646,Run_1646,180,120,1800,2.00E-05,52
2341,Run_2341,220,120,1000,1.00E-05,18,1676,Run_1676,180,140,1600,2.00E-05,50,1172,Run_1172,160,40,1600,2.00E-05,54
2912,Run_2912,260,0,2000,2.00E-05,17,1742,Run_1742,180,180,1400,2.00E-05,42,1717,Run_1717,180,160,1800,1.00E-05,52
2550,Run_2550,240,0,1800,1.00E-04,20,1384,Run_1384,160,180,1400,6.00E-05,46,1274,Run_1274,160,120,1400,2.00E-05,52
2863,Run_2863,240,200,1600,1.00E-05,18,1785,Run_1785,180,200,1600,4.00E-05,42,1539,Run_1539,180,40,1800,4.00E-05,54
3047,Run_3047,260,100,1600,8.00E-05,17,939,Run_939,140,140,1000,4.00E-05,42,3729,Run_3729,300,80,1600,4.00E-05,52
3641,Run_3641,300,20,1000,8.00E-05,17,1930,Run_1930,200,80,1600,6.00E-05,41,1575,Run_1575,180,80,1800,4.00E-05,55
2783,Run_2783,240,160,1200,8.00E-05,13,1705,Run_1705,180,160,1400,1.00E-05,45,845,Run_845,140,80,1400,8.00E-05,53
3287,Run_3287,280,20,1200,8.00E-05,18,2006,Run_2006,200,120,1800,2.00E-05,42,1691,Run_1691,180,140,2000,8.00E-05,52
3618,Run_3618,300,0,1400,1.00E-04,17,1561,Run_1561,180,80,1400,1.00E-05,49,1759,Run_1759,180,180,2000,1.00E-05,51
2711,Run_2711,240,120,1200,8.00E-05,16,1166,Run_1166,160,40,1400,2.00E-05,47,1351,Run_1351,160,160,1600,1.00E-05,58
2965,Run_2965,260,40,1400,1.00E-05,22,1712,Run_1712,180,160,1600,2.00E-05,48,1647,Run_1647,180,120,1800,4.00E-05,52
2973,Run_2973,260,40,1600,4.00E-05,24,1271,Run_1271,160,120,1200,8.00E-05,44,1690,Run_1690,180,140,2000,6.00E-05,54
33,Run_33,100,0,2000,4.00E-05,27,3697,Run_3697,300,40,1800,1.00E-05,42,1648,Run_1648,180,120,1800,6.00E-05,51
3509,Run_3509,280,160,1400,8.00E-05,22,1671,Run_1671,180,140,1400,4.00E-05,46,1604,Run_1604,180,100,1600,2.00E-05,52
3593,Run_3593,280,200,1800,8.00E-05,26,1592,Run_1592,180,100,1200,2.00E-05,43,1325,Run_1325,160,140,1800,8.00E-05,58
40,Run_40,100,20,1000,6.00E-05,22,1792,Run_1792,180,200,1800,6.00E-05,44,1246,Run_1246,160,100,1600,6.00E-05,54
2943,Run_2943,260,20,1800,4.00E-05,22,1268,Run_1268,160,120,1200,2.00E-05,48,1577,Run_1577,180,80,1800,8.00E-05,52
1465,Run_1465,180,0,1800,1.00E-05,25,1748,Run_1748,180,180,1600,2.00E-05,46,93,Run_93,100,40,1600,4.00E-05,53
1831,Run_1831,200,0,2000,1.00E-05,26,3095,Run_3095,260,120,2000,8.00E-05,43,873,Run_873,140,100,1200,4.00E-05,56
1848,Run_1848,200,20,1200,1.00E-04,27,1786,Run_1786,180,200,1600,6.00E-05,42,3943,Run_3943,300,200,1600,1.00E-05,60
2474,Run_2474,220,180,1800,2.00E-05,28,1891,Run_1891,200,40,1600,1.00E-05,42,1544,Run_1544,180,40,2000,2.00E-05,60
1455,Run_1455,180,0,1400,4.00E-05,21,1665,Run_1665,180,140,1200,4.00E-05,43,1396,Run_1396,160,180,1800,6.00E-05,58
2984,Run_2984,260,40,2000,2.00E-05,28,1675,Run_1675,180,140,1600,1.00E-05,50,813,Run_813,140,40,1600,4.00E-05,52
3745,Run_3745,300,100,1000,1.00E-05,24,1649,Run_1649,180,120,1800,8.00E-05,49,1576,Run_1576,180,80,1800,6.00E-05,54
2132,Run_2132,200,200,1200,2.00E-05,22,1015,Run_1015,140,180,1200,1.00E-05,45,1393,Run_1393,160,180,1800,1.00E-05,60
2063,Run_2063,200,160,1200,8.00E-05,28,1713,Run_1713,180,160,1600,4.00E-05,48,582,Run_582,120,140,1000,1.00E-04,58
19,Run_19,100,0,1600,1.00E-05,22,1747,Run_1747,180,180,1600,1.00E-05,46,1429,Run_1429,160,200,1800,1.00E-05,52
2140,Run_2140,200,200,1400,6.00E-05,27,95,Run_95,100,40,1600,8.00E-05,50,908,Run_908,140,120,1200,2.00E-05,58
3663,Run_3663,300,20,1800,4.00E-05,25,109,Run_109,100,80,1000,1.00E-05,48,1279,Run_1279,160,120,1600,1.00E-05,58
3586,Run_3586,280,200,1600,6.00E-05,22,938,Run_938,140,140,1000,2.00E-05,42,880,Run_880,140,100,1400,6.00E-05,60
1096,Run_1096,160,0,1400,6.00E-05,21,1529,Run_1529,180,40,1400,8.00E-05,42,1287,Run_1287,160,120,1800,4.00E-05,60
2988,Run_2988,260,40,2000,1.00E-04,28,1564,Run_1564,180,80,1400,6.00E-05,46,852,Run_852,140,80,1600,1.00E-04,58
1100,Run_1100,160,0,1600,2.00E-05,22,1642,Run_1642,180,120,1600,6.00E-05,50,1224,Run_1224,160,80,2000,1.00E-04,60
2686,Run_2686,240,100,1600,6.00E-05,24,3130,Run_3130,260,140,2000,6.00E-05,48,1387,Run_1387,160,180,1600,1.00E-05,54
2224,Run_2224,220,20,1800,6.00E-05,28,2050,Run_2050,200,140,2000,6.00E-05,43,1388,Run_1388,160,180,1600,2.00E-05,54
1128,Run_1128,160,20,1200,1.00E-04,28,1313,Run_1313,160,140,1400,8.00E-05,50,1541,Run_1541,180,40,1800,8.00E-05,52
2216,Run_2216,220,20,1600,2.00E-05,26,1979,Run_1979,200,100,2000,8.00E-05,42,1584,Run_1584,180,80,2000,1.00E-04,52
2313,Run_2313,220,100,1200,4.00E-05,24,1270,Run_1270,160,120,1200,6.00E-05,46,1178,Run_1178,160,40,1800,2.00E-05,60
3547,Run_3547,280,180,1600,1.00E-05,28,1980,Run_1980,200,100,2000,1.00E-04,41,1573,Run_1573,180,80,1800,1.00E-05,56
2763,Run_2763,240,140,1800,4.00E-05,28,1650,Run_1650,180,120,1800,1.00E-04,48,1651,Run_1651,180,120,2000,1.00E-05,56
3656,Run_3656,300,20,1600,2.00E-05,22,2016,Run_2016,200,120,2000,1.00E-04,42,1403,Run_1403,160,180,2000,8.00E-05,60
3007,Run_3007,260,80,1600,1.00E-05,22,1347,Run_1347,160,160,1400,4.00E-05,50,3521,Run_3521,280,160,1800,8.00E-05,53
394,Run_394,120,0,2000,6.00E-05,29,1636,Run_1636,180,120,1400,6.00E-05,46,1252,Run_1252,160,100,1800,6.00E-05,58
1853,Run_1853,200,20,1400,8.00E-05,29,1641,Run_1641,180,120,1600,4.00E-05,50,1218,Run_1218,160,80,1800,1.00E-04,54
395,Run_395,120,0,2000,8.00E-05,30,3199,Run_3199,260,180,2000,1.00E-05,48,3867,Run_3867,300,160,1400,4.00E-05,55
1554,Run_1554,180,80,1000,1.00E-04,28,1269,Run_1269,160,120,1200,4.00E-05,47,1567,Run_1567,180,80,1600,1.00E-05,52
3688,Run_3688,300,40,1400,6.00E-05,30,1606,Run_1606,180,100,1600,6.00E-05,49,3903,Run_3903,300,180,1400,4.00E-05,52
2614,Run_2614,240,40,1600,6.00E-05,25,837,Run_837,140,80,1200,4.00E-05,47,3520,Run_3520,280,160,1800,6.00E-05,54
1472,Run_1472,180,0,2000,2.00E-05,28,1571,Run_1571,180,80,1600,8.00E-05,48,1436,Run_1436,160,200,2000,2.00E-05,60
2463,Run_2463,220,180,1400,4.00E-05,22,1578,Run_1578,180,80,1800,1.00E-04,50,1253,Run_1253,160,100,1800,8.00E-05,56
1946,Run_1946,200,100,1000,2.00E-05,30,1605,Run_1605,180,100,1600,4.00E-05,50,3727,Run_3727,300,80,1600,1.00E-05,53
3306,Run_3306,280,20,1800,1.00E-04,22,1385,Run_1385,160,180,1400,8.00E-05,44,1395,Run_1395,160,180,1800,4.00E-05,59
2239,Run_2239,220,40,1200,1.00E-05,26,68,Run_68,100,20,2000,2.00E-05,44,1207,Run_1207,160,80,1600,1.00E-05,58
382,Run_382,120,0,1600,6.00E-05,24,1238,Run_1238,160,100,1400,2.00E-05,50,946,Run_946,140,140,1200,6.00E-05,58
739,Run_739,140,0,1600,1.00E-05,22,1635,Run_1635,180,120,1400,4.00E-05,46,1688,Run_1688,180,140,2000,2.00E-05,54
2447,Run_2447,220,160,2000,8.00E-05,30,1526,Run_1526,180,40,1400,2.00E-05,46,1182,Run_1182,160,40,1800,1.00E-04,54
2655,Run_2655,240,80,1800,4.00E-05,28,2047,Run_2047,200,140,2000,1.00E-05,43,3168,Run_3168,260,160,2000,1.00E-04,51
3376,Run_3376,280,80,1800,6.00E-05,30,1382,Run_1382,160,180,1400,2.00E-05,47,506,Run_506,120,100,1000,2.00E-05,56
2613,Run_2613,240,40,1600,4.00E-05,25,1793,Run_1793,180,200,1800,8.00E-05,42,1283,Run_1283,160,120,1600,8.00E-05,54
2312,Run_2312,220,100,1200,2.00E-05,24,1664,Run_1664,180,140,1200,2.00E-05,43,3736,Run_3736,300,80,1800,6.00E-05,60
2138,Run_2138,200,200,1400,2.00E-05,28,454,Run_454,120,40,1600,6.00E-05,48,1569,Run_1569,180,80,1600,4.00E-05,52
2282,Run_2282,220,80,1400,2.00E-05,28,1530,Run_1530,180,40,1400,1.00E-04,42,1282,Run_1282,160,120,1600,6.00E-05,56
2242,Run_2242,220,40,1200,6.00E-05,26,1640,Run_1640,180,120,1600,2.00E-05,50,1579,Run_1579,180,80,2000,1.00E-05,60
2844,Run_2844,240,180,2000,1.00E-04,24,1534,Run_1534,180,40,1600,6.00E-05,48,1353,Run_1353,160,160,1600,4.00E-05,56
2469,Run_2469,220,180,1600,4.00E-05,26,1754,Run_1754,180,180,1800,2.00E-05,49,1173,Run_1173,160,40,1600,4.00E-05,53
2723,Run_2723,240,120,1600,8.00E-05,23,3163,Run_3163,260,160,2000,1.00E-05,50,1718,Run_1718,180,160,1800,2.00E-05,52
3516,Run_3516,280,160,1600,1.00E-04,28,1346,Run_1346,160,160,1400,2.00E-05,50,1273,Run_1273,160,120,1400,1.00E-05,52
2340,Run_2340,220,100,2000,1.00E-04,29,816,Run_816,140,40,1600,1.00E-04,47,3830,Run_3830,300,140,1400,2.00E-05,58
2347,Run_2347,220,120,1200,1.00E-05,24,1906,Run_1906,200,40,2000,6.00E-05,48,1249,Run_1249,160,100,1800,1.00E-05,60
2219,Run_2219,220,20,1600,8.00E-05,26,1307,Run_1307,160,140,1200,8.00E-05,44,3768,Run_3768,300,100,1600,1.00E-04,52
1110,Run_1110,160,0,1800,1.00E-04,28,1356,Run_1356,160,160,1600,1.00E-04,50,459,Run_459,120,40,1800,4.00E-05,56
2802,Run_2802,240,160,1800,1.00E-04,23,1721,Run_1721,180,160,1800,8.00E-05,48,92,Run_92,100,40,1600,2.00E-05,54
2349,Run_2349,220,120,1200,4.00E-05,24,1233,Run_1233,160,100,1200,4.00E-05,47,3945,Run_3945,300,200,1600,4.00E-05,62
32,Run_32,100,0,2000,2.00E-05,26,1535,Run_1535,180,40,1600,8.00E-05,47,98,Run_98,100,40,1800,2.00E-05,78
2620,Run_2620,240,40,1800,6.00E-05,27,1927,Run_1927,200,80,1600,1.00E-05,43,3950,Run_3950,300,200,1800,2.00E-05,78
3341,Run_3341,280,40,1800,8.00E-05,25,2120,Run_2120,200,180,2000,2.00E-05,41,915,Run_915,140,120,1400,4.00E-05,79
2436,Run_2436,220,160,1600,1.00E-04,24,1381,Run_1381,160,180,1400,1.00E-05,48,1026,Run_1026,140,180,1400,1.00E-04,70
1874,Run_1874,200,40,1000,2.00E-05,30,1417,Run_1417,160,200,1400,1.00E-05,42,541,Run_541,120,120,1000,1.00E-05,80
2142,Run_2142,200,200,1400,1.00E-04,26,1722,Run_1722,180,160,1800,1.00E-04,48,847,Run_847,140,80,1600,1.00E-05,70
2838,Run_2838,240,180,1800,1.00E-04,21,2000,Run_2000,200,120,1600,2.00E-05,42,825,Run_825,140,40,2000,4.00E-05,66
2828,Run_2828,240,180,1600,2.00E-05,21,458,Run_458,120,40,1800,2.00E-05,58,3600,Run_3600,280,200,2000,1.00E-04,64
2700,Run_2700,240,100,2000,1.00E-04,24,1547,Run_1547,180,40,2000,8.00E-05,58,1363,Run_1363,160,160,2000,1.00E-05,65
3433,Run_3433,280,120,1400,1.00E-05,24,1387,Run_1387,160,180,1600,1.00E-05,54,3564,Run_3564,280,180,2000,1.00E-04,68
2716,Run_2716,240,120,1400,6.00E-05,21,1249,Run_1249,160,100,1800,1.00E-05,60,3829,Run_3829,300,140,1400,1.00E-05,62
2215,Run_2215,220,20,1600,1.00E-05,26,3520,Run_3520,280,160,1800,6.00E-05,54,3489,Run_3489,280,140,2000,4.00E-05,69
3756,Run_3756,300,100,1200,1.00E-04,27,1057,Run_1057,140,200,1400,1.00E-05,56,879,Run_879,140,100,1400,4.00E-05,64
1820,Run_1820,200,0,1600,2.00E-05,22,3902,Run_3902,300,180,1400,2.00E-05,52,3596,Run_3596,280,200,2000,2.00E-05,66
1471,Run_1471,180,0,2000,1.00E-05,26,1216,Run_1216,160,80,1800,6.00E-05,60,3744,Run_3744,300,80,2000,1.00E-04,62
3305,Run_3305,280,20,1800,8.00E-05,22,983,Run_983,140,160,1200,8.00E-05,52,3763,Run_3763,300,100,1600,1.00E-05,68
2803,Run_2803,240,160,2000,1.00E-05,30,3834,Run_3834,300,140,1400,1.00E-04,54,3487,Run_3487,280,140,2000,1.00E-05,65
1099,Run_1099,160,0,1600,1.00E-05,22,1288,Run_1288,160,120,1800,6.00E-05,58,3909,Run_3909,300,180,1600,4.00E-05,75
2972,Run_2972,260,40,1600,2.00E-05,24,1284,Run_1284,160,120,1600,1.00E-04,52,3954,Run_3954,300,200,1800,1.00E-04,76
2976,Run_2976,260,40,1600,1.00E-04,23,3904,Run_3904,300,180,1400,6.00E-05,51,543,Run_543,120,120,1000,4.00E-05,76
3657,Run_3657,300,20,1600,4.00E-05,22,945,Run_945,140,140,1200,4.00E-05,59,3804,Run_3804,300,120,1600,1.00E-04,67
3689,Run_3689,300,40,1400,8.00E-05,28,1725,Run_1725,180,160,2000,4.00E-05,54,3911,Run_3911,300,180,1600,8.00E-05,74
1824,Run_1824,200,0,1600,1.00E-04,24,1289,Run_1289,160,120,1800,8.00E-05,56,1220,Run_1220,160,80,2000,2.00E-05,70
1157,Run_1157,160,40,1000,8.00E-05,30,3796,Run_3796,300,120,1400,6.00E-05,56,542,Run_542,120,120,1000,2.00E-05,78
1849,Run_1849,200,20,1400,1.00E-05,30,1582,Run_1582,180,80,2000,6.00E-05,56,1330,Run_1330,160,140,2000,6.00E-05,64
1158,Run_1158,160,40,1000,1.00E-04,30,91,Run_91,100,40,1600,1.00E-05,54,1321,Run_1321,160,140,1800,1.00E-05,61
2321,Run_2321,220,100,1400,8.00E-05,24,946,Run_946,140,140,1200,6.00E-05,58,3799,Run_3799,300,120,1600,1.00E-05,75
1013,Run_1013,140,180,1000,8.00E-05,27,1646,Run_1646,180,120,1800,2.00E-05,52,1292,Run_1292,160,120,2000,2.00E-05,66
1516,Run_1516,180,40,1000,6.00E-05,30,1325,Run_1325,160,140,1800,8.00E-05,58,120,Run_120,100,80,1200,1.00E-04,62
388,Run_388,120,0,1800,6.00E-05,27,1315,Run_1315,160,140,1600,1.00E-05,58,3488,Run_3488,280,140,2000,2.00E-05,77
2725,Run_2725,240,120,1800,1.00E-05,28,1612,Run_1612,180,100,1800,6.00E-05,51,546,Run_546,120,120,1000,1.00E-04,61
1123,Run_1123,160,20,1200,1.00E-05,28,506,Run_506,120,100,1000,2.00E-05,56,1024,Run_1024,140,180,1400,6.00E-05,72
407,Run_407,120,20,1200,8.00E-05,28,3729,Run_3729,300,80,1600,4.00E-05,52,3454,Run_3454,280,120,2000,6.00E-05,71
3017,Run_3017,260,80,1800,8.00E-05,21,3833,Run_3833,300,140,1400,8.00E-05,58,1223,Run_1223,160,80,2000,8.00E-05,62
2220,Run_2220,220,20,1600,1.00E-04,26,1648,Run_1648,180,120,1800,6.00E-05,51,1222,Run_1222,160,80,2000,6.00E-05,66
2325,Run_2325,220,100,1600,4.00E-05,30,1430,Run_1430,160,200,1800,2.00E-05,54,3490,Run_3490,280,140,2000,6.00E-05,72
2223,Run_2223,220,20,1800,4.00E-05,28,1351,Run_1351,160,160,1600,1.00E-05,58,3772,Run_3772,300,100,1800,6.00E-05,74
2324,Run_2324,220,100,1600,2.00E-05,30,980,Run_980,140,160,1200,2.00E-05,54,3560,Run_3560,280,180,2000,2.00E-05,78
2833,Run_2833,240,180,1800,1.00E-05,25,1683,Run_1683,180,140,1800,4.00E-05,52,1221,Run_1221,160,80,2000,4.00E-05,69
2513,Run_2513,220,200,1800,8.00E-05,22,1316,Run_1316,160,140,1600,2.00E-05,58,3523,Run_3523,280,160,2000,1.00E-05,72
761,Run_761,140,20,1000,8.00E-05,23,819,Run_819,140,40,1800,4.00E-05,58,3907,Run_3907,300,180,1600,1.00E-05,74
2370,Run_2370,220,120,1800,1.00E-04,28,843,Run_843,140,80,1400,4.00E-05,60,3452,Run_3452,280,120,2000,2.00E-05,70
3198,Run_3198,260,180,1800,1.00E-04,26,1762,Run_1762,180,180,2000,6.00E-05,52,545,Run_545,120,120,1000,8.00E-05,68
2622,Run_2622,240,40,1800,1.00E-04,26,1653,Run_1653,180,120,2000,4.00E-05,55,1184,Run_1184,160,40,2000,2.00E-05,65
2761,Run_2761,240,140,1800,1.00E-05,28,1393,Run_1393,160,180,1800,1.00E-05,60,464,Run_464,120,40,2000,2.00E-05,76
1477,Run_1477,180,20,1000,1.00E-05,24,1210,Run_1210,160,80,1600,6.00E-05,54,1329,Run_1329,160,140,2000,4.00E-05,66
2482,Run_2482,220,180,2000,6.00E-05,30,1273,Run_1273,160,120,1400,1.00E-05,52,1219,Run_1219,160,80,2000,1.00E-05,70
3469,Run_3469,280,140,1400,1.00E-05,25,1287,Run_1287,160,120,1800,4.00E-05,60,1183,Run_1183,160,40,2000,1.00E-05,65
35,Run_35,100,0,2000,8.00E-05,29,1286,Run_1286,160,120,1800,2.00E-05,60,1023,Run_1023,140,180,1400,4.00E-05,75
2203,Run_2203,220,20,1200,1.00E-05,22,981,Run_981,140,160,1200,4.00E-05,54,3764,Run_3764,300,100,1600,2.00E-05,66
3665,Run_3665,300,20,1800,8.00E-05,25,1723,Run_1723,180,160,2000,1.00E-05,54,1293,Run_1293,160,120,2000,4.00E-05,66
2714,Run_2714,240,120,1400,2.00E-05,23,3943,Run_3943,300,200,1600,1.00E-05,60,848,Run_848,140,80,1600,2.00E-05,70
