Day.1.Run,Day.1.RunName,Day.1.WIND_DIRECTION,Day.1.RELEASE_ALT,Day.1.RELEASE_MASS,Day.1.MASS_MEAN_DIAMETER,Day.1.Fatalities,Day.2.Run,Day.2.RunName,Day.2.WIND_DIRECTION,Day.2.RELEASE_ALT,Day.2.RELEASE_MASS,Day.2.MASS_MEAN_DIAMETER,Day.2.Fatalities,Day.3.Run,Day.3.RunName,Day.3.WIND_DIRECTION,Day.3.RELEASE_ALT,Day.3.RELEASE_MASS,Day.3.MASS_MEAN_DIAMETER,Day.3.Fatalities
365,Run_365,120,0,1000,8.00E-05,16,1160,Run_1160,160,40,1200,2.00E-05,38,820,Run_820,140,40,1800,6.00E-05,58
1815,Run_1815,200,0,1400,4.00E-05,20,2032,Run_2032,200,140,1400,6.00E-05,36,1361,Run_1361,160,160,1800,8.00E-05,58
2682,Run_2682,240,100,1400,1.00E-04,16,3450,Run_3450,280,120,1800,1.00E-04,31,1245,Run_1245,160,100,1600,4.00E-05,56
2270,Run_2270,220,80,1000,2.00E-05,19,776,Run_776,140,20,1600,2.00E-05,34,1435,Run_1435,160,200,2000,1.00E-05,60
3076,Run_3076,260,120,1400,6.00E-05,18,1866,Run_1866,200,20,1800,1.00E-04,34,1581,Run_1581,180,80,2000,4.00E-05,59
2602,Run_2602,240,40,1200,6.00E-05,20,2480,Run_2480,220,180,2000,2.00E-05,31,1432,Run_1432,160,200,1800,6.00E-05,51
6,Run_6,100,0,1000,1.00E-04,16,2411,Run_2411,220,140,2000,8.00E-05,32,1404,Run_1404,160,180,2000,1.00E-04,58
2998,Run_2998,260,80,1200,6.00E-05,14,2265,Run_2265,220,40,2000,4.00E-05,38,3492,Run_3492,280,140,2000,1.00E-04,58
3156,Run_3156,260,160,1600,1.00E-04,16,942,Run_942,140,140,1000,1.00E-04,37,1582,Run_1582,180,80,2000,6.00E-05,56
3120,Run_3120,260,140,1600,1.00E-04,17,2731,Run_2731,240,120,2000,1.00E-05,32,1319,Run_1319,160,140,1600,8.00E-05,55
3318,Run_3318,280,40,1000,1.00E-04,17,84,Run_84,100,40,1200,1.00E-04,36,1655,Run_1655,180,120,2000,8.00E-05,52
3250,Run_3250,280,0,1200,6.00E-05,14,2410,Run_2410,220,140,2000,6.00E-05,33,1547,Run_1547,180,40,2000,8.00E-05,58
2449,Run_2449,220,180,1000,1.00E-05,12,1163,Run_1163,160,40,1200,8.00E-05,36,3737,Run_3737,300,80,1800,8.00E-05,56
3038,Run_3038,260,100,1400,2.00E-05,18,3442,Run_3442,280,120,1600,6.00E-05,31,947,Run_947,140,140,1200,8.00E-05,54
3579,Run_3579,280,200,1400,4.00E-05,14,1922,Run_1922,200,80,1400,2.00E-05,40,1284,Run_1284,160,120,1600,1.00E-04,52
2999,Run_2999,260,80,1200,8.00E-05,12,2102,Run_2102,200,180,1400,2.00E-05,32,1188,Run_1188,160,40,2000,1.00E-04,60
2959,Run_2959,260,40,1200,1.00E-05,19,3726,Run_3726,300,80,1400,1.00E-04,31,1254,Run_1254,160,100,1800,1.00E-04,54
2894,Run_2894,260,0,1400,2.00E-05,14,2444,Run_2444,220,160,2000,2.00E-05,32,1318,Run_1318,160,140,1600,6.00E-05,57
2269,Run_2269,220,80,1000,1.00E-05,19,3761,Run_3761,300,100,1400,8.00E-05,40,1275,Run_1275,160,120,1400,4.00E-05,51
2541,Run_2541,240,0,1600,4.00E-05,18,2144,Run_2144,200,200,1600,2.00E-05,33,1394,Run_1394,160,180,1800,2.00E-05,59
2173,Run_2173,220,0,1400,1.00E-05,18,1622,Run_1622,180,120,1000,2.00E-05,36,452,Run_452,120,40,1600,2.00E-05,51
3072,Run_3072,260,120,1200,1.00E-04,12,3725,Run_3725,300,80,1400,8.00E-05,36,1061,Run_1061,140,200,1400,8.00E-05,55
2466,Run_2466,220,180,1400,1.00E-04,19,3941,Run_3941,300,200,1400,8.00E-05,40,980,Run_980,140,160,1200,2.00E-05,54
3615,Run_3615,300,0,1400,4.00E-05,16,417,Run_417,120,20,1600,4.00E-05,33,1289,Run_1289,160,120,1800,8.00E-05,56
3624,Run_3624,300,0,1600,1.00E-04,18,1889,Run_1889,200,40,1400,8.00E-05,36,1727,Run_1727,180,160,2000,8.00E-05,51
2702,Run_2702,240,120,1000,2.00E-05,14,3863,Run_3863,300,160,1200,8.00E-05,36,1247,Run_1247,160,100,1600,8.00E-05,51
2779,Run_2779,240,160,1200,1.00E-05,14,1012,Run_1012,140,180,1000,6.00E-05,32,3794,Run_3794,300,120,1400,2.00E-05,60
2164,Run_2164,220,0,1000,6.00E-05,16,1961,Run_1961,200,100,1400,8.00E-05,34,1187,Run_1187,160,40,2000,8.00E-05,60
2645,Run_2645,240,80,1400,8.00E-05,19,3121,Run_3121,260,140,1800,1.00E-05,33,3793,Run_3793,300,120,1400,1.00E-05,56
2527,Run_2527,240,0,1200,1.00E-05,14,2437,Run_2437,220,160,1800,1.00E-05,31,3868,Run_3868,300,160,1400,6.00E-05,56
3501,Run_3501,280,160,1200,4.00E-05,14,2072,Run_2072,200,160,1600,2.00E-05,38,818,Run_818,140,40,1800,2.00E-05,60
2563,Run_2563,240,20,1200,1.00E-05,18,326,Run_326,100,200,1000,2.00E-05,32,1202,Run_1202,160,80,1400,2.00E-05,53
3111,Run_3111,260,140,1400,4.00E-05,18,2034,Run_2034,200,140,1400,1.00E-04,34,1259,Run_1259,160,100,2000,8.00E-05,58
2919,Run_2919,260,20,1000,4.00E-05,16,2146,Run_2146,200,200,1600,6.00E-05,32,1315,Run_1315,160,140,1600,1.00E-05,58
2884,Run_2884,260,0,1000,6.00E-05,12,1515,Run_1515,180,40,1000,4.00E-05,32,1181,Run_1181,160,40,1800,8.00E-05,56
2554,Run_2554,240,0,2000,6.00E-05,20,3940,Run_3940,300,200,1400,6.00E-05,38,1312,Run_1312,160,140,1400,6.00E-05,51
3330,Run_3330,280,40,1400,1.00E-04,20,2040,Run_2040,200,140,1600,1.00E-04,36,1057,Run_1057,140,200,1400,1.00E-05,56
3249,Run_3249,280,0,1200,4.00E-05,14,1632,Run_1632,180,120,1200,1.00E-04,38,3902,Run_3902,300,180,1400,2.00E-05,52
3118,Run_3118,260,140,1600,6.00E-05,20,941,Run_941,140,140,1000,8.00E-05,40,909,Run_909,140,120,1200,4.00E-05,59
2170,Run_2170,220,0,1200,6.00E-05,17,839,Run_839,140,80,1200,8.00E-05,40,1684,Run_1684,180,140,1800,6.00E-05,51
2997,Run_2997,260,80,1200,4.00E-05,15,2155,Run_2155,200,200,2000,1.00E-05,38,3833,Run_3833,300,140,1400,8.00E-05,58
3254,Run_3254,280,0,1400,2.00E-05,14,3161,Run_3161,260,160,1800,8.00E-05,31,1618,Run_1618,180,100,2000,6.00E-05,52
12,Run_12,100,0,1200,1.00E-04,20,2070,Run_2070,200,160,1400,1.00E-04,32,910,Run_910,140,120,1200,6.00E-05,57
1405,Run_1405,160,200,1000,1.00E-05,18,1155,Run_1155,160,40,1000,4.00E-05,32,110,Run_110,100,80,1000,2.00E-05,59
3610,Run_3610,300,0,1200,6.00E-05,15,1960,Run_1960,200,100,1400,6.00E-05,35,3831,Run_3831,300,140,1400,4.00E-05,60
3034,Run_3034,260,100,1200,6.00E-05,14,3449,Run_3449,280,120,1800,8.00E-05,37,1323,Run_1323,160,140,1800,4.00E-05,60
2669,Run_2669,240,100,1000,8.00E-05,11,1998,Run_1998,200,120,1400,1.00E-04,34,1683,Run_1683,180,140,1800,4.00E-05,52
2921,Run_2921,260,20,1000,8.00E-05,16,2251,Run_2251,220,40,1600,1.00E-05,32,111,Run_111,100,80,1000,4.00E-05,52
3427,Run_3427,280,120,1200,1.00E-05,18,1895,Run_1895,200,40,1600,8.00E-05,40,1431,Run_1431,160,200,1800,4.00E-05,52
3256,Run_3256,280,0,1400,6.00E-05,16,1625,Run_1625,180,120,1000,8.00E-05,34,1179,Run_1179,160,40,1800,4.00E-05,58
2857,Run_2857,240,200,1400,1.00E-05,14,2026,Run_2026,200,140,1200,6.00E-05,33,1217,Run_1217,160,80,1800,8.00E-05,58
2540,Run_2540,240,0,1600,2.00E-05,17,1872,Run_1872,200,20,2000,1.00E-04,38,1580,Run_1580,180,80,2000,2.00E-05,60
3143,Run_3143,260,160,1200,8.00E-05,11,2029,Run_2029,200,140,1400,1.00E-05,38,911,Run_911,140,120,1200,8.00E-05,54
735,Run_735,140,0,1400,4.00E-05,20,3511,Run_3511,280,160,1600,1.00E-05,32,1574,Run_1574,180,80,1800,2.00E-05,56
3893,Run_3893,300,180,1000,8.00E-05,14,2087,Run_2087,200,160,2000,8.00E-05,40,1281,Run_1281,160,120,1600,4.00E-05,57
2499,Run_2499,220,200,1400,4.00E-05,18,1139,Run_1139,160,20,1600,8.00E-05,34,1324,Run_1324,160,140,1800,6.00E-05,60
2565,Run_2565,240,20,1200,4.00E-05,18,1953,Run_1953,200,100,1200,4.00E-05,35,945,Run_945,140,140,1200,4.00E-05,59
3619,Run_3619,300,0,1600,1.00E-05,16,3701,Run_3701,300,40,1800,8.00E-05,38,1201,Run_1201,160,80,1400,1.00E-05,53
3387,Run_3387,280,100,1000,4.00E-05,12,1871,Run_1871,200,20,2000,8.00E-05,38,1540,Run_1540,180,40,1800,6.00E-05,53
2179,Run_2179,220,0,1600,1.00E-05,18,1991,Run_1991,200,120,1200,8.00E-05,32,1389,Run_1389,160,180,1600,4.00E-05,54
2465,Run_2465,220,180,1400,8.00E-05,20,1552,Run_1552,180,80,1000,6.00E-05,32,1546,Run_1546,180,40,2000,6.00E-05,58
3394,Run_3394,280,100,1200,6.00E-05,15,2660,Run_2660,240,80,2000,2.00E-05,32,3795,Run_3795,300,120,1400,4.00E-05,58
724,Run_724,140,0,1000,6.00E-05,16,1501,Run_1501,180,20,1800,1.00E-05,39,1316,Run_1316,160,140,1600,2.00E-05,58
3283,Run_3283,280,20,1200,1.00E-05,17,2158,Run_2158,200,200,2000,6.00E-05,38,948,Run_948,140,140,1200,1.00E-04,52
3749,Run_3749,300,100,1000,8.00E-05,20,3792,Run_3792,300,120,1200,1.00E-04,36,843,Run_843,140,80,1400,4.00E-05,60
2180,Run_2180,220,0,1600,2.00E-05,19,2003,Run_2003,200,120,1600,8.00E-05,38,1216,Run_1216,160,80,1800,6.00E-05,60
2595,Run_2595,240,40,1000,4.00E-05,18,422,Run_422,120,20,1800,2.00E-05,38,460,Run_460,120,40,1800,6.00E-05,54
2342,Run_2342,220,120,1000,2.00E-05,18,3695,Run_3695,300,40,1600,8.00E-05,32,3947,Run_3947,300,200,1600,8.00E-05,60
3259,Run_3259,280,0,1600,1.00E-05,16,3486,Run_3486,280,140,1800,1.00E-04,38,1174,Run_1174,160,40,1600,6.00E-05,51
13,Run_13,100,0,1400,1.00E-05,20,974,Run_974,140,160,1000,2.00E-05,38,821,Run_821,140,40,1800,8.00E-05,56
3277,Run_3277,280,20,1000,1.00E-05,16,1916,Run_1916,200,80,1200,2.00E-05,34,1538,Run_1538,180,40,1800,2.00E-05,56
2901,Run_2901,260,0,1600,4.00E-05,16,1513,Run_1513,180,40,1000,1.00E-05,32,1397,Run_1397,160,180,1800,8.00E-05,56
