Day.1.Run,Day.1.RunName,Day.1.WIND_DIRECTION,Day.1.RELEASE_ALT,Day.1.RELEASE_MASS,Day.1.MASS_MEAN_DIAMETER,Day.1.Fatalities,Day.2.Run,Day.2.RunName,Day.2.WIND_DIRECTION,Day.2.RELEASE_ALT,Day.2.RELEASE_MASS,Day.2.MASS_MEAN_DIAMETER,Day.2.Fatalities,Day.3.Run,Day.3.RunName,Day.3.WIND_DIRECTION,Day.3.RELEASE_ALT,Day.3.RELEASE_MASS,Day.3.MASS_MEAN_DIAMETER,Day.3.Fatalities
3548,Run_3548,280,180,1600,2.00E-05,28,1980,Run_1980,200,100,2000,1.00E-04,41,3319,Run_3319,280,40,1200,1.00E-05,18
3327,Run_3327,280,40,1400,4.00E-05,21,1628,Run_1628,180,120,1200,2.00E-05,44,3110,Run_3110,260,140,1400,2.00E-05,17
1492,Run_1492,180,20,1400,6.00E-05,30,1637,Run_1637,180,120,1400,8.00E-05,44,3652,Run_3652,300,20,1400,6.00E-05,20
2355,Run_2355,220,120,1400,4.00E-05,27,651,Run_651,120,180,1000,4.00E-05,42,686,Run_686,120,200,1000,2.00E-05,18
3342,Run_3342,280,40,1800,1.00E-04,24,1356,Run_1356,160,160,1600,1.00E-04,50,1442,Run_1442,180,0,1000,2.00E-05,16
1981,Run_1981,200,120,1000,1.00E-05,29,3482,Run_3482,280,140,1800,2.00E-05,47,2746,Run_2746,240,140,1200,6.00E-05,16
2677,Run_2677,240,100,1400,1.00E-05,22,3522,Run_3522,280,160,1800,1.00E-04,48,362,Run_362,120,0,1000,2.00E-05,14
3506,Run_3506,280,160,1400,2.00E-05,22,3483,Run_3483,280,140,1800,4.00E-05,47,731,Run_731,140,0,1200,8.00E-05,19
2247,Run_2247,220,40,1400,4.00E-05,29,68,Run_68,100,20,2000,2.00E-05,44,2818,Run_2818,240,180,1200,6.00E-05,11
2713,Run_2713,240,120,1400,1.00E-05,22,903,Run_903,140,120,1000,4.00E-05,42,2874,Run_2874,240,200,1800,1.00E-04,18
3513,Run_3513,280,160,1600,4.00E-05,30,2120,Run_2120,200,180,2000,2.00E-05,41,2998,Run_2998,260,80,1200,6.00E-05,14
2191,Run_2191,220,0,2000,1.00E-05,21,846,Run_846,140,80,1400,1.00E-04,48,1050,Run_1050,140,200,1000,1.00E-04,17
3474,Run_3474,280,140,1400,1.00E-04,22,2016,Run_2016,200,120,2000,1.00E-04,42,685,Run_685,120,200,1000,1.00E-05,16
2687,Run_2687,240,100,1600,8.00E-05,22,1673,Run_1673,180,140,1400,8.00E-05,45,2652,Run_2652,240,80,1600,1.00E-04,20
1854,Run_1854,200,20,1400,1.00E-04,29,787,Run_787,140,20,2000,1.00E-05,42,2872,Run_2872,240,200,1800,6.00E-05,20
2442,Run_2442,220,160,1800,1.00E-04,27,1307,Run_1307,160,140,1200,8.00E-05,44,3103,Run_3103,260,140,1200,1.00E-05,15
2428,Run_2428,220,160,1400,6.00E-05,23,1198,Run_1198,160,80,1200,6.00E-05,43,3018,Run_3018,260,80,1800,1.00E-04,20
3688,Run_3688,300,40,1400,6.00E-05,30,1749,Run_1749,180,180,1600,4.00E-05,46,3614,Run_3614,300,0,1400,2.00E-05,16
2759,Run_2759,240,140,1600,8.00E-05,24,2015,Run_2015,200,120,2000,8.00E-05,42,2538,Run_2538,240,0,1400,1.00E-04,17
2352,Run_2352,220,120,1200,1.00E-04,21,1016,Run_1016,140,180,1200,2.00E-05,45,2551,Run_2551,240,0,2000,1.00E-05,18
2575,Run_2575,240,20,1600,1.00E-05,22,1238,Run_1238,160,100,1400,2.00E-05,50,2891,Run_2891,260,0,1200,8.00E-05,14
2585,Run_2585,240,20,1800,8.00E-05,23,1268,Run_1268,160,120,1200,2.00E-05,48,2524,Run_2524,240,0,1000,6.00E-05,14
3363,Run_3363,280,80,1400,4.00E-05,21,1562,Run_1562,180,80,1400,2.00E-05,49,2957,Run_2957,260,40,1000,8.00E-05,16
3715,Run_3715,300,80,1200,1.00E-05,30,1705,Run_1705,180,160,1400,1.00E-05,45,2269,Run_2269,220,80,1000,1.00E-05,19
746,Run_746,140,0,1800,2.00E-05,24,1383,Run_1383,160,180,1400,4.00E-05,47,3401,Run_3401,280,100,1400,8.00E-05,17
1473,Run_1473,180,0,2000,4.00E-05,28,1165,Run_1165,160,40,1400,1.00E-05,47,726,Run_726,140,0,1000,1.00E-04,18
2841,Run_2841,240,180,2000,4.00E-05,30,1976,Run_1976,200,100,2000,2.00E-05,46,3181,Run_3181,260,180,1400,1.00E-05,14
2735,Run_2735,240,120,2000,8.00E-05,29,1999,Run_1999,200,120,1600,1.00E-05,41,2182,Run_2182,220,0,1600,6.00E-05,20
2941,Run_2941,260,20,1800,1.00E-05,22,1276,Run_1276,160,120,1400,6.00E-05,50,3355,Run_3355,280,80,1200,1.00E-05,16
2397,Run_2397,220,140,1600,4.00E-05,30,1530,Run_1530,180,40,1400,1.00E-04,42,3041,Run_3041,260,100,1400,8.00E-05,14
773,Run_773,140,20,1400,8.00E-05,30,1600,Run_1600,180,100,1400,6.00E-05,43,733,Run_733,140,0,1400,1.00E-05,20
2614,Run_2614,240,40,1600,6.00E-05,25,2044,Run_2044,200,140,1800,6.00E-05,42,3653,Run_3653,300,20,1400,8.00E-05,20
2239,Run_2239,220,40,1200,1.00E-05,26,1561,Run_1561,180,80,1400,1.00E-05,49,1092,Run_1092,160,0,1200,1.00E-04,20
3444,Run_3444,280,120,1600,1.00E-04,27,1635,Run_1635,180,120,1400,4.00E-05,46,3608,Run_3608,300,0,1200,2.00E-05,14
3515,Run_3515,280,160,1600,8.00E-05,28,2083,Run_2083,200,160,2000,1.00E-05,42,2629,Run_2629,240,80,1000,1.00E-05,14
2583,Run_2583,240,20,1800,4.00E-05,23,790,Run_790,140,20,2000,6.00E-05,42,3271,Run_3271,280,0,2000,1.00E-05,18
2359,Run_2359,220,120,1600,1.00E-05,30,2014,Run_2014,200,120,2000,6.00E-05,44,3624,Run_3624,300,0,1600,1.00E-04,18
35,Run_35,100,0,2000,8.00E-05,29,1015,Run_1015,140,180,1200,1.00E-05,45,2174,Run_2174,220,0,1400,2.00E-05,18
436,Run_436,120,40,1000,6.00E-05,30,1270,Run_1270,160,120,1200,6.00E-05,46,2904,Run_2904,260,0,1600,1.00E-04,17
23,Run_23,100,0,1600,8.00E-05,24,453,Run_453,120,40,1600,4.00E-05,50,2753,Run_2753,240,140,1400,8.00E-05,20
2504,Run_2504,220,200,1600,2.00E-05,22,1713,Run_1713,180,160,1600,4.00E-05,48,3385,Run_3385,280,100,1000,1.00E-05,12
3473,Run_3473,280,140,1400,8.00E-05,24,866,Run_866,140,100,1000,2.00E-05,42,2902,Run_2902,260,0,1600,6.00E-05,16
3656,Run_3656,300,20,1600,2.00E-05,22,1424,Run_1424,160,200,1600,2.00E-05,48,3,Run_3,100,0,1000,4.00E-05,15
3470,Run_3470,280,140,1400,2.00E-05,24,1170,Run_1170,160,40,1400,1.00E-04,42,2530,Run_2530,240,0,1200,6.00E-05,15
1104,Run_1104,160,0,1600,1.00E-04,24,1346,Run_1346,160,160,1400,2.00E-05,50,3071,Run_3071,260,120,1200,8.00E-05,14
3369,Run_3369,280,80,1600,4.00E-05,26,3417,Run_3417,280,100,2000,4.00E-05,41,2604,Run_2604,240,40,1200,1.00E-04,20
2621,Run_2621,240,40,1800,8.00E-05,27,1613,Run_1613,180,100,1800,8.00E-05,50,3352,Run_3352,280,80,1000,6.00E-05,12
2699,Run_2699,240,100,2000,8.00E-05,26,1231,Run_1231,160,100,1200,1.00E-05,47,2922,Run_2922,260,20,1000,1.00E-04,16
2470,Run_2470,220,180,1600,6.00E-05,24,2012,Run_2012,200,120,2000,2.00E-05,45,2831,Run_2831,240,180,1600,8.00E-05,18
2468,Run_2468,220,180,1600,2.00E-05,26,1642,Run_1642,180,120,1600,6.00E-05,50,3645,Run_3645,300,20,1200,4.00E-05,18
3662,Run_3662,300,20,1800,2.00E-05,25,1531,Run_1531,180,40,1600,1.00E-05,50,3542,Run_3542,280,180,1400,2.00E-05,20
3043,Run_3043,260,100,1600,1.00E-05,22,2084,Run_2084,200,160,2000,2.00E-05,42,2873,Run_2873,240,200,1800,8.00E-05,18
2794,Run_2794,240,160,1600,6.00E-05,22,1234,Run_1234,160,100,1200,6.00E-05,44,2521,Run_2521,240,0,1000,1.00E-05,13
1828,Run_1828,200,0,1800,6.00E-05,26,3128,Run_3128,260,140,2000,2.00E-05,51,2449,Run_2449,220,180,1000,1.00E-05,12
3720,Run_3720,300,80,1200,1.00E-04,22,1567,Run_1567,180,80,1600,1.00E-05,52,2883,Run_2883,260,0,1000,4.00E-05,12
2880,Run_2880,240,200,2000,1.00E-04,21,1312,Run_1312,160,140,1400,6.00E-05,51,2568,Run_2568,240,20,1200,1.00E-04,19
2879,Run_2879,240,200,2000,8.00E-05,23,1244,Run_1244,160,100,1600,2.00E-05,57,2535,Run_2535,240,0,1400,4.00E-05,16
2244,Run_2244,220,40,1200,1.00E-04,25,1296,Run_1296,160,120,2000,1.00E-04,60,3889,Run_3889,300,180,1000,1.00E-05,17
2467,Run_2467,220,180,1600,1.00E-05,26,1539,Run_1539,180,40,1800,4.00E-05,54,2912,Run_2912,260,0,2000,2.00E-05,17
3756,Run_3756,300,100,1200,1.00E-04,27,3768,Run_3768,300,100,1600,1.00E-04,52,3322,Run_3322,280,40,1200,6.00E-05,18
3403,Run_3403,280,100,1600,1.00E-05,30,1761,Run_1761,180,180,2000,4.00E-05,52,372,Run_372,120,0,1200,1.00E-04,20
2238,Run_2238,220,40,1000,1.00E-04,23,1180,Run_1180,160,40,1800,6.00E-05,58,3602,Run_3602,300,0,1000,2.00E-05,14
2608,Run_2608,240,40,1400,6.00E-05,22,3166,Run_3166,260,160,2000,6.00E-05,54,3227,Run_3227,260,200,1600,8.00E-05,13
3668,Run_3668,300,20,2000,2.00E-05,30,1250,Run_1250,160,100,1800,2.00E-05,60,2415,Run_2415,220,160,1000,4.00E-05,14
2622,Run_2622,240,40,1800,1.00E-04,26,818,Run_818,140,40,1800,2.00E-05,60,3244,Run_3244,280,0,1000,6.00E-05,13
3516,Run_3516,280,160,1600,1.00E-04,28,3798,Run_3798,300,120,1400,1.00E-04,52,3026,Run_3026,260,100,1000,2.00E-05,12
2249,Run_2249,220,40,1400,8.00E-05,28,908,Run_908,140,120,1200,2.00E-05,58,14,Run_14,100,0,1400,2.00E-05,20
2400,Run_2400,220,140,1600,1.00E-04,26,1281,Run_1281,160,120,1600,4.00E-05,57,2933,Run_2933,260,20,1400,8.00E-05,18
2656,Run_2656,240,80,1800,6.00E-05,26,1547,Run_1547,180,40,2000,8.00E-05,58,3286,Run_3286,280,20,1200,6.00E-05,17
1949,Run_1949,200,100,1000,8.00E-05,25,3904,Run_3904,300,180,1400,6.00E-05,51,3119,Run_3119,260,140,1600,8.00E-05,20
2061,Run_2061,200,160,1200,4.00E-05,30,1438,Run_1438,160,200,2000,6.00E-05,59,2903,Run_2903,260,0,1600,8.00E-05,16
1824,Run_1824,200,0,1600,1.00E-04,24,1610,Run_1610,180,100,1800,2.00E-05,53,3260,Run_3260,280,0,1600,2.00E-05,16
18,Run_18,100,0,1400,1.00E-04,22,1210,Run_1210,160,80,1600,6.00E-05,54,3038,Run_3038,260,100,1400,2.00E-05,18
2292,Run_2292,220,80,1600,1.00E-04,26,1323,Run_1323,160,140,1800,4.00E-05,60,3114,Run_3114,260,140,1400,1.00E-04,14
3406,Run_3406,280,100,1600,6.00E-05,27,1760,Run_1760,180,180,2000,2.00E-05,52,2870,Run_2870,240,200,1800,2.00E-05,20
2587,Run_2587,240,20,2000,1.00E-05,25,1723,Run_1723,180,160,2000,1.00E-05,54,2898,Run_2898,260,0,1400,1.00E-04,16
1554,Run_1554,180,80,1000,1.00E-04,28,110,Run_110,100,80,1000,2.00E-05,59,2130,Run_2130,200,200,1000,1.00E-04,13
2277,Run_2277,220,80,1200,4.00E-05,23,1177,Run_1177,160,40,1800,1.00E-05,60,3321,Run_3321,280,40,1200,4.00E-05,19
2483,Run_2483,220,180,2000,8.00E-05,28,1691,Run_1691,180,140,2000,8.00E-05,52,2457,Run_2457,220,180,1200,4.00E-05,17
43,Run_43,100,20,1200,1.00E-05,26,1393,Run_1393,160,180,1800,1.00E-05,60,3610,Run_3610,300,0,1200,6.00E-05,15
3665,Run_3665,300,20,1800,8.00E-05,25,1654,Run_1654,180,120,2000,6.00E-05,54,724,Run_724,140,0,1000,6.00E-05,16
2615,Run_2615,240,40,1600,8.00E-05,24,1719,Run_1719,180,160,1800,4.00E-05,52,3316,Run_3316,280,40,1000,6.00E-05,17
393,Run_393,120,0,2000,4.00E-05,28,844,Run_844,140,80,1400,6.00E-05,56,3581,Run_3581,280,200,1400,8.00E-05,15
1476,Run_1476,180,0,2000,1.00E-04,30,981,Run_981,140,160,1200,4.00E-05,54,3858,Run_3858,300,160,1000,1.00E-04,20
1461,Run_1461,180,0,1600,4.00E-05,24,1172,Run_1172,160,40,1600,2.00E-05,54,1805,Run_1805,200,0,1000,8.00E-05,16
3345,Run_3345,280,40,2000,4.00E-05,28,3736,Run_3736,300,80,1800,6.00E-05,60,3351,Run_3351,280,80,1000,4.00E-05,12
1983,Run_1983,200,120,1000,4.00E-05,29,1577,Run_1577,180,80,1800,8.00E-05,52,1045,Run_1045,140,200,1000,1.00E-05,19
398,Run_398,120,20,1000,2.00E-05,24,3947,Run_3947,300,200,1600,8.00E-05,60,2387,Run_2387,220,140,1200,8.00E-05,20
3785,Run_3785,300,120,1000,8.00E-05,24,813,Run_813,140,40,1600,4.00E-05,52,2557,Run_2557,240,20,1000,1.00E-05,17
2464,Run_2464,220,180,1400,6.00E-05,21,1580,Run_1580,180,80,2000,2.00E-05,60,2631,Run_2631,240,80,1000,4.00E-05,14
3588,Run_3588,280,200,1600,1.00E-04,22,1316,Run_1316,160,140,1600,2.00E-05,58,3673,Run_3673,300,40,1000,1.00E-05,20
3784,Run_3784,300,120,1000,6.00E-05,24,946,Run_946,140,140,1200,6.00E-05,58,2549,Run_2549,240,0,1800,8.00E-05,20
2791,Run_2791,240,160,1600,1.00E-05,24,1355,Run_1355,160,160,1600,8.00E-05,54,2502,Run_2502,220,200,1400,1.00E-04,16
1102,Run_1102,160,0,1600,6.00E-05,24,1688,Run_1688,180,140,2000,2.00E-05,54,3399,Run_3399,280,100,1400,4.00E-05,20
1775,Run_1775,180,200,1200,8.00E-05,28,1437,Run_1437,160,200,2000,4.00E-05,59,3027,Run_3027,260,100,1000,4.00E-05,12
2436,Run_2436,220,160,1600,1.00E-04,24,1717,Run_1717,180,160,1800,1.00E-05,52,2342,Run_2342,220,120,1000,2.00E-05,18
2726,Run_2726,240,120,1800,2.00E-05,28,820,Run_820,140,40,1800,6.00E-05,58,2673,Run_2673,240,100,1200,4.00E-05,19
2210,Run_2210,220,20,1400,2.00E-05,24,1310,Run_1310,160,140,1400,2.00E-05,52,2171,Run_2171,220,0,1200,8.00E-05,18
2686,Run_2686,240,100,1600,6.00E-05,24,1288,Run_1288,160,120,1800,6.00E-05,58,2184,Run_2184,220,0,1600,1.00E-04,20
1479,Run_1479,180,20,1000,4.00E-05,24,1259,Run_1259,160,100,2000,8.00E-05,58,730,Run_730,140,0,1200,6.00E-05,19
2231,Run_2231,220,20,2000,8.00E-05,30,909,Run_909,140,120,1200,4.00E-05,59,3366,Run_3366,280,80,1400,1.00E-04,15
3782,Run_3782,300,120,1000,2.00E-05,26,3865,Run_3865,300,160,1400,1.00E-05,60,3001,Run_3001,260,80,1400,1.00E-05,20
2319,Run_2319,220,100,1400,4.00E-05,26,1062,Run_1062,140,200,1400,1.00E-04,51,1094,Run_1094,160,0,1400,2.00E-05,20
3019,Run_3019,260,80,2000,1.00E-05,28,1252,Run_1252,160,100,1800,6.00E-05,58,3156,Run_3156,260,160,1600,1.00E-04,16
1127,Run_1127,160,20,1200,8.00E-05,28,907,Run_907,140,120,1200,1.00E-05,59,2858,Run_2858,240,200,1400,2.00E-05,12
3436,Run_3436,280,120,1400,6.00E-05,24,1351,Run_1351,160,160,1600,1.00E-05,58,3053,Run_3053,260,100,1800,8.00E-05,20
3312,Run_3312,280,20,2000,1.00E-04,23,1245,Run_1245,160,100,1600,4.00E-05,56,3326,Run_3326,280,40,1400,2.00E-05,20
3125,Run_3125,260,140,1800,8.00E-05,28,1545,Run_1545,180,40,2000,4.00E-05,60,3256,Run_3256,280,0,1400,6.00E-05,16
1823,Run_1823,200,0,1600,8.00E-05,24,3518,Run_3518,280,160,1800,2.00E-05,54,3249,Run_3249,280,0,1200,4.00E-05,14
1771,Run_1771,180,200,1200,1.00E-05,28,1726,Run_1726,180,160,2000,6.00E-05,54,2546,Run_2546,240,0,1800,2.00E-05,18
2946,Run_2946,260,20,1800,1.00E-04,22,1727,Run_1727,180,160,2000,8.00E-05,51,1406,Run_1406,160,200,1000,2.00E-05,19
2237,Run_2237,220,40,1000,8.00E-05,23,1174,Run_1174,160,40,1600,6.00E-05,51,3070,Run_3070,260,120,1200,6.00E-05,15
2213,Run_2213,220,20,1400,8.00E-05,24,3868,Run_3868,300,160,1400,6.00E-05,56,2451,Run_2451,220,180,1000,4.00E-05,12
762,Run_762,140,20,1000,1.00E-04,24,111,Run_111,100,80,1000,4.00E-05,52,2638,Run_2638,240,80,1200,6.00E-05,17
2948,Run_2948,260,20,2000,2.00E-05,24,1320,Run_1320,160,140,1600,1.00E-04,52,2779,Run_2779,240,160,1200,1.00E-05,14
2618,Run_2618,240,40,1800,2.00E-05,28,822,Run_822,140,40,1800,1.00E-04,54,3047,Run_3047,260,100,1600,8.00E-05,17
3024,Run_3024,260,80,2000,1.00E-04,22,1645,Run_1645,180,120,1800,1.00E-05,52,2871,Run_2871,240,200,1800,4.00E-05,20
3341,Run_3341,280,40,1800,8.00E-05,25,452,Run_452,120,40,1600,2.00E-05,51,2594,Run_2594,240,40,1000,2.00E-05,18
2844,Run_2844,240,180,2000,1.00E-04,24,1394,Run_1394,160,180,1800,2.00E-05,59,688,Run_688,120,200,1000,6.00E-05,18
2694,Run_2694,240,100,1800,1.00E-04,23,3830,Run_3830,300,140,1400,2.00E-05,58,3611,Run_3611,300,0,1200,8.00E-05,16
2285,Run_2285,220,80,1400,8.00E-05,24,3903,Run_3903,300,180,1400,4.00E-05,52,3392,Run_3392,280,100,1200,2.00E-05,17
2441,Run_2441,220,160,1800,8.00E-05,28,1440,Run_1440,160,200,2000,1.00E-04,53,3428,Run_3428,280,120,1200,2.00E-05,18
1193,Run_1193,160,80,1000,8.00E-05,28,873,Run_873,140,100,1200,4.00E-05,56,3291,Run_3291,280,20,1400,4.00E-05,19
1667,Run_1667,180,140,1200,8.00E-05,40,910,Run_910,140,120,1200,6.00E-05,57,2167,Run_2167,220,0,1200,1.00E-05,16
865,Run_865,140,100,1000,1.00E-05,40,1201,Run_1201,160,80,1400,1.00E-05,53,3402,Run_3402,280,100,1400,1.00E-04,14
3511,Run_3511,280,160,1600,1.00E-05,32,1217,Run_1217,160,80,1800,8.00E-05,58,2911,Run_2911,260,0,2000,1.00E-05,17
1988,Run_1988,200,120,1200,2.00E-05,35,460,Run_460,120,40,1800,6.00E-05,54,3223,Run_3223,260,200,1600,1.00E-05,14
1695,Run_1695,180,160,1000,4.00E-05,31,948,Run_948,140,140,1200,1.00E-04,52,2937,Run_2937,260,20,1600,4.00E-05,20
2251,Run_2251,220,40,1600,1.00E-05,32,1208,Run_1208,160,80,1600,2.00E-05,57,2093,Run_2093,200,180,1000,8.00E-05,18
3122,Run_3122,260,140,1800,2.00E-05,32,811,Run_811,140,40,1600,1.00E-05,53,2199,Run_2199,220,20,1000,4.00E-05,20
1133,Run_1133,160,20,1400,8.00E-05,31,478,Run_478,120,80,1200,6.00E-05,58,2748,Run_2748,240,140,1200,1.00E-04,14
2101,Run_2101,200,180,1400,1.00E-05,34,882,Run_882,140,100,1400,1.00E-04,52,3139,Run_3139,260,160,1200,1.00E-05,12
1156,Run_1156,160,40,1000,6.00E-05,31,94,Run_94,100,40,1600,6.00E-05,52,2552,Run_2552,240,0,2000,2.00E-05,18
3383,Run_3383,280,80,2000,8.00E-05,34,1361,Run_1361,160,160,1800,8.00E-05,58,363,Run_363,120,0,1000,4.00E-05,15
3790,Run_3790,300,120,1200,6.00E-05,40,1648,Run_1648,180,120,1800,6.00E-05,51,1445,Run_1445,180,0,1000,8.00E-05,16
1162,Run_1162,160,40,1200,6.00E-05,36,3796,Run_3796,300,120,1400,6.00E-05,56,3251,Run_3251,280,0,1200,8.00E-05,14
3824,Run_3824,300,140,1200,2.00E-05,40,1537,Run_1537,180,40,1800,1.00E-05,56,3503,Run_3503,280,160,1200,8.00E-05,14
782,Run_782,140,20,1800,2.00E-05,38,1207,Run_1207,160,80,1600,1.00E-05,58,3254,Run_3254,280,0,1400,2.00E-05,14
3701,Run_3701,300,40,1800,8.00E-05,38,1544,Run_1544,180,40,2000,2.00E-05,60,8,Run_8,100,0,1200,2.00E-05,17
804,Run_804,140,40,1200,1.00E-04,36,1404,Run_1404,160,180,2000,1.00E-04,58,3647,Run_3647,300,20,1200,8.00E-05,19
1737,Run_1737,180,180,1200,4.00E-05,35,3834,Run_3834,300,140,1400,1.00E-04,54,13,Run_13,100,0,1400,1.00E-05,20
868,Run_868,140,100,1000,6.00E-05,37,1683,Run_1683,180,140,1800,4.00E-05,52,2541,Run_2541,240,0,1600,4.00E-05,18
3864,Run_3864,300,160,1200,1.00E-04,36,1173,Run_1173,160,40,1600,4.00E-05,53,2924,Run_2924,260,20,1200,2.00E-05,17
416,Run_416,120,20,1600,2.00E-05,34,1218,Run_1218,160,80,1800,1.00E-04,54,2593,Run_2593,240,40,1000,1.00E-05,18
1503,Run_1503,180,20,1800,4.00E-05,38,1247,Run_1247,160,100,1600,8.00E-05,51,2169,Run_2169,220,0,1200,4.00E-05,17
1549,Run_1549,180,80,1000,1.00E-05,34,3520,Run_3520,280,160,1800,6.00E-05,54,2497,Run_2497,220,200,1400,1.00E-05,18
1701,Run_1701,180,160,1200,4.00E-05,40,1171,Run_1171,160,40,1600,1.00E-05,54,1046,Run_1046,140,200,1000,2.00E-05,20
2144,Run_2144,200,200,1600,2.00E-05,33,1318,Run_1318,160,140,1600,6.00E-05,57,2172,Run_2172,220,0,1200,1.00E-04,18
1989,Run_1989,200,120,1200,4.00E-05,35,1060,Run_1060,140,200,1400,6.00E-05,52,3145,Run_3145,260,160,1400,1.00E-05,16
1602,Run_1602,180,100,1400,1.00E-04,39,1687,Run_1687,180,140,2000,1.00E-05,54,2554,Run_2554,240,0,2000,6.00E-05,20
1502,Run_1502,180,20,1800,2.00E-05,39,1058,Run_1058,140,200,1400,2.00E-05,52,3643,Run_3643,300,20,1200,1.00E-05,18
1872,Run_1872,200,20,2000,1.00E-04,38,945,Run_945,140,140,1200,4.00E-05,59,3372,Run_3372,280,80,1600,1.00E-04,20
325,Run_325,100,200,1000,1.00E-05,31,1681,Run_1681,180,140,1800,1.00E-05,52,2632,Run_2632,240,80,1000,6.00E-05,13
2661,Run_2661,240,80,2000,4.00E-05,32,458,Run_458,120,40,1800,2.00E-05,58,3617,Run_3617,300,0,1400,8.00E-05,17
840,Run_840,140,80,1200,1.00E-04,38,3492,Run_3492,280,140,2000,1.00E-04,58,2567,Run_2567,240,20,1200,8.00E-05,18
1746,Run_1746,180,180,1400,1.00E-04,38,1059,Run_1059,140,200,1400,4.00E-05,54,3076,Run_3076,260,120,1400,6.00E-05,18
1053,Run_1053,140,200,1200,4.00E-05,37,1684,Run_1684,180,140,1800,6.00E-05,51,3252,Run_3252,280,0,1200,1.00E-04,15
3792,Run_3792,300,120,1200,1.00E-04,36,1254,Run_1254,160,100,1800,1.00E-04,54,2888,Run_2888,260,0,1200,2.00E-05,13
1261,Run_1261,160,120,1000,1.00E-05,40,3901,Run_3901,300,180,1400,1.00E-05,55,3295,Run_3295,280,20,1600,1.00E-05,20
2158,Run_2158,200,200,2000,6.00E-05,38,93,Run_93,100,40,1600,4.00E-05,53,3430,Run_3430,280,120,1200,6.00E-05,16
1338,Run_1338,160,160,1000,1.00E-04,32,3867,Run_3867,300,160,1400,4.00E-05,55,12,Run_12,100,0,1200,1.00E-04,20
1418,Run_1418,160,200,1400,2.00E-05,40,92,Run_92,100,40,1600,2.00E-05,54,2176,Run_2176,220,0,1400,6.00E-05,18
1968,Run_1968,200,100,1600,1.00E-04,36,1360,Run_1360,160,160,1800,6.00E-05,60,2704,Run_2704,240,120,1000,6.00E-05,12
1413,Run_1413,160,200,1200,4.00E-05,33,812,Run_812,140,40,1600,2.00E-05,53,2830,Run_2830,240,180,1600,6.00E-05,20
3725,Run_3725,300,80,1400,8.00E-05,36,817,Run_817,140,40,1800,1.00E-05,60,3002,Run_3002,260,80,1400,2.00E-05,20
3942,Run_3942,300,200,1400,1.00E-04,38,1725,Run_1725,180,160,2000,4.00E-05,54,3217,Run_3217,260,200,1400,1.00E-05,12
2115,Run_2115,200,180,1800,4.00E-05,40,1362,Run_1362,160,160,1800,1.00E-04,56,3386,Run_3386,280,100,1000,2.00E-05,12
1954,Run_1954,200,100,1200,6.00E-05,33,1354,Run_1354,160,160,1600,6.00E-05,55,2671,Run_2671,240,100,1200,1.00E-05,19
1702,Run_1702,180,160,1200,6.00E-05,38,852,Run_852,140,80,1600,1.00E-04,58,2737,Run_2737,240,140,1000,1.00E-05,12
1895,Run_1895,200,40,1600,8.00E-05,40,1285,Run_1285,160,120,1800,1.00E-05,60,3262,Run_3262,280,0,1600,6.00E-05,16
326,Run_326,100,200,1000,2.00E-05,32,1319,Run_1319,160,140,1600,8.00E-05,55,2202,Run_2202,220,20,1000,1.00E-04,20
904,Run_904,140,120,1000,6.00E-05,40,828,Run_828,140,40,2000,1.00E-04,60,3675,Run_3675,300,40,1000,4.00E-05,19
2365,Run_2365,220,120,1800,1.00E-05,32,979,Run_979,140,160,1200,1.00E-05,53,2675,Run_2675,240,100,1200,8.00E-05,14
1051,Run_1051,140,200,1200,1.00E-05,36,3728,Run_3728,300,80,1600,2.00E-05,52,2783,Run_2783,240,160,1200,8.00E-05,13
2696,Run_2696,240,100,2000,2.00E-05,31,1431,Run_1431,160,200,1800,4.00E-05,52,2914,Run_2914,260,0,2000,6.00E-05,18
2150,Run_2150,200,200,1800,2.00E-05,36,1389,Run_1389,160,180,1600,4.00E-05,54,2173,Run_2173,220,0,1400,1.00E-05,18
2159,Run_2159,200,200,2000,8.00E-05,36,912,Run_912,140,120,1200,1.00E-04,52,3616,Run_3616,300,0,1400,6.00E-05,16
2254,Run_2254,220,40,1600,6.00E-05,32,1286,Run_1286,160,120,1800,2.00E-05,60,3328,Run_3328,280,40,1400,6.00E-05,20
778,Run_778,140,20,1600,6.00E-05,34,1390,Run_1390,160,180,1600,6.00E-05,52,3143,Run_3143,260,160,1200,8.00E-05,11
1490,Run_1490,180,20,1400,2.00E-05,31,845,Run_845,140,80,1400,8.00E-05,53,374,Run_374,120,0,1400,2.00E-05,20
471,Run_471,120,80,1000,4.00E-05,36,91,Run_91,100,40,1600,1.00E-05,54,1807,Run_1807,200,0,1200,1.00E-05,17
1658,Run_1658,180,140,1000,2.00E-05,36,1317,Run_1317,160,140,1600,4.00E-05,58,2162,Run_2162,220,0,1000,2.00E-05,15
1991,Run_1991,200,120,1200,8.00E-05,32,3201,Run_3201,260,180,2000,4.00E-05,51,3255,Run_3255,280,0,1400,4.00E-05,15
1052,Run_1052,140,200,1200,2.00E-05,37,1325,Run_1325,160,140,1800,8.00E-05,58,2992,Run_2992,260,80,1000,6.00E-05,12
