Run,RELEASE_ALT,RELEASE_MASS,RunName,Fatalities,MASS_MEAN_DIAMETER,WIND_DIRECTION,Day
80,40,1200,Run_80,37,2.00E-05,100,2
84,40,1200,Run_84,36,1.00E-04,100,2
87,40,1400,Run_87,46,4.00E-05,100,2
91,40,1600,Run_91,54,1.00E-05,100,2
94,40,1600,Run_94,52,6.00E-05,100,2
95,40,1600,Run_95,50,8.00E-05,100,2
99,40,1800,Run_99,70,4.00E-05,100,2
101,40,1800,Run_101,60,8.00E-05,100,2
102,40,1800,Run_102,55,1.00E-04,100,2
109,80,1000,Run_109,48,1.00E-05,100,2
119,80,1200,Run_119,79,8.00E-05,100,2
150,100,1000,Run_150,62,1.00E-04,100,2
258,160,1000,Run_258,132,1.00E-04,100,2
326,200,1000,Run_326,32,2.00E-05,100,2
364,0,1000,Run_364,16,6.00E-05,120,2
388,0,1800,Run_388,27,6.00E-05,120,2
417,20,1600,Run_417,33,4.00E-05,120,2
422,20,1800,Run_422,38,2.00E-05,120,2
429,20,2000,Run_429,41,4.00E-05,120,2
431,20,2000,Run_431,40,8.00E-05,120,2
452,40,1600,Run_452,51,2.00E-05,120,2
454,40,1600,Run_454,48,6.00E-05,120,2
458,40,1800,Run_458,58,2.00E-05,120,2
459,40,1800,Run_459,56,4.00E-05,120,2
476,80,1200,Run_476,74,2.00E-05,120,2
506,100,1000,Run_506,56,2.00E-05,120,2
507,100,1000,Run_507,53,4.00E-05,120,2
511,100,1200,Run_511,139,1.00E-05,120,2
541,120,1000,Run_541,80,1.00E-05,120,2
545,120,1000,Run_545,68,8.00E-05,120,2
577,140,1000,Run_577,79,1.00E-05,120,2
578,140,1000,Run_578,70,2.00E-05,120,2
581,140,1000,Run_581,73,8.00E-05,120,2
588,140,1200,Run_588,184,1.00E-04,120,2
615,160,1000,Run_615,67,4.00E-05,120,2
652,180,1000,Run_652,39,6.00E-05,120,2
692,200,1200,Run_692,80,2.00E-05,120,2
769,20,1400,Run_769,32,1.00E-05,140,2
776,20,1600,Run_776,34,2.00E-05,140,2
781,20,1800,Run_781,38,1.00E-05,140,2
797,40,1000,Run_797,32,8.00E-05,140,2
812,40,1600,Run_812,53,2.00E-05,140,2
816,40,1600,Run_816,47,1.00E-04,140,2
819,40,1800,Run_819,58,4.00E-05,140,2
820,40,1800,Run_820,58,6.00E-05,140,2
821,40,1800,Run_821,56,8.00E-05,140,2
822,40,1800,Run_822,54,1.00E-04,140,2
825,40,2000,Run_825,66,4.00E-05,140,2
830,80,1000,Run_830,37,2.00E-05,140,2
837,80,1200,Run_837,47,4.00E-05,140,2
839,80,1200,Run_839,40,8.00E-05,140,2
841,80,1400,Run_841,60,1.00E-05,140,2
843,80,1400,Run_843,60,4.00E-05,140,2
844,80,1400,Run_844,56,6.00E-05,140,2
848,80,1600,Run_848,70,2.00E-05,140,2
852,80,1600,Run_852,58,1.00E-04,140,2
854,80,1800,Run_854,94,2.00E-05,140,2
857,80,1800,Run_857,76,8.00E-05,140,2
871,100,1200,Run_871,54,1.00E-05,140,2
872,100,1200,Run_872,56,2.00E-05,140,2
880,100,1400,Run_880,60,6.00E-05,140,2
882,100,1400,Run_882,52,1.00E-04,140,2
902,120,1000,Run_902,42,2.00E-05,140,2
904,120,1000,Run_904,40,6.00E-05,140,2
906,120,1000,Run_906,37,1.00E-04,140,2
908,120,1200,Run_908,58,2.00E-05,140,2
910,120,1200,Run_910,57,6.00E-05,140,2
911,120,1200,Run_911,54,8.00E-05,140,2
912,120,1200,Run_912,52,1.00E-04,140,2
915,120,1400,Run_915,79,4.00E-05,140,2
916,120,1400,Run_916,76,6.00E-05,140,2
938,140,1000,Run_938,42,2.00E-05,140,2
939,140,1000,Run_939,42,4.00E-05,140,2
941,140,1000,Run_941,40,8.00E-05,140,2
942,140,1000,Run_942,37,1.00E-04,140,2
945,140,1200,Run_945,59,4.00E-05,140,2
946,140,1200,Run_946,58,6.00E-05,140,2
947,140,1200,Run_947,54,8.00E-05,140,2
948,140,1200,Run_948,52,1.00E-04,140,2
952,140,1400,Run_952,90,6.00E-05,140,2
954,140,1400,Run_954,73,1.00E-04,140,2
974,160,1000,Run_974,38,2.00E-05,140,2
980,160,1200,Run_980,54,2.00E-05,140,2
981,160,1200,Run_981,54,4.00E-05,140,2
983,160,1200,Run_983,52,8.00E-05,140,2
990,160,1400,Run_990,74,1.00E-04,140,2
1009,180,1000,Run_1009,32,1.00E-05,140,2
1010,180,1000,Run_1010,32,2.00E-05,140,2
1012,180,1000,Run_1012,32,6.00E-05,140,2
1015,180,1200,Run_1015,45,1.00E-05,140,2
1025,180,1400,Run_1025,72,8.00E-05,140,2
1057,200,1400,Run_1057,56,1.00E-05,140,2
1062,200,1400,Run_1062,51,1.00E-04,140,2
1069,200,1800,Run_1069,154,1.00E-05,140,2
1106,0,1800,Run_1106,25,2.00E-05,160,2
1121,20,1000,Run_1121,24,8.00E-05,160,2
1137,20,1600,Run_1137,34,4.00E-05,160,2
1139,20,1600,Run_1139,34,8.00E-05,160,2
1144,20,1800,Run_1144,38,6.00E-05,160,2
1151,20,2000,Run_1151,42,8.00E-05,160,2
1154,40,1000,Run_1154,32,2.00E-05,160,2
1155,40,1000,Run_1155,32,4.00E-05,160,2
1160,40,1200,Run_1160,38,2.00E-05,160,2
1163,40,1200,Run_1163,36,8.00E-05,160,2
1165,40,1400,Run_1165,47,1.00E-05,160,2
1166,40,1400,Run_1166,47,2.00E-05,160,2
1169,40,1400,Run_1169,42,8.00E-05,160,2
1171,40,1600,Run_1171,54,1.00E-05,160,2
1172,40,1600,Run_1172,54,2.00E-05,160,2
1176,40,1600,Run_1176,49,1.00E-04,160,2
1177,40,1800,Run_1177,60,1.00E-05,160,2
1180,40,1800,Run_1180,58,6.00E-05,160,2
1181,40,1800,Run_1181,56,8.00E-05,160,2
1182,40,1800,Run_1182,54,1.00E-04,160,2
1184,40,2000,Run_1184,65,2.00E-05,160,2
1187,40,2000,Run_1187,60,8.00E-05,160,2
1190,80,1000,Run_1190,36,2.00E-05,160,2
1197,80,1200,Run_1197,45,4.00E-05,160,2
1198,80,1200,Run_1198,43,6.00E-05,160,2
1202,80,1400,Run_1202,53,2.00E-05,160,2
1205,80,1400,Run_1205,48,8.00E-05,160,2
1209,80,1600,Run_1209,56,4.00E-05,160,2
1210,80,1600,Run_1210,54,6.00E-05,160,2
1216,80,1800,Run_1216,60,6.00E-05,160,2
1217,80,1800,Run_1217,58,8.00E-05,160,2
1219,80,2000,Run_1219,70,1.00E-05,160,2
1220,80,2000,Run_1220,70,2.00E-05,160,2
1222,80,2000,Run_1222,66,6.00E-05,160,2
1229,100,1000,Run_1229,33,8.00E-05,160,2
1233,100,1200,Run_1233,47,4.00E-05,160,2
1238,100,1400,Run_1238,50,2.00E-05,160,2
1244,100,1600,Run_1244,57,2.00E-05,160,2
1246,100,1600,Run_1246,54,6.00E-05,160,2
1249,100,1800,Run_1249,60,1.00E-05,160,2
1250,100,1800,Run_1250,60,2.00E-05,160,2
1253,100,1800,Run_1253,56,8.00E-05,160,2
1259,100,2000,Run_1259,58,8.00E-05,160,2
1260,100,2000,Run_1260,56,1.00E-04,160,2
1265,120,1000,Run_1265,38,8.00E-05,160,2
1267,120,1200,Run_1267,48,1.00E-05,160,2
1268,120,1200,Run_1268,48,2.00E-05,160,2
1269,120,1200,Run_1269,47,4.00E-05,160,2
1270,120,1200,Run_1270,46,6.00E-05,160,2
1271,120,1200,Run_1271,44,8.00E-05,160,2
1273,120,1400,Run_1273,52,1.00E-05,160,2
1275,120,1400,Run_1275,51,4.00E-05,160,2
1277,120,1400,Run_1277,49,8.00E-05,160,2
1279,120,1600,Run_1279,58,1.00E-05,160,2
1280,120,1600,Run_1280,58,2.00E-05,160,2
1284,120,1600,Run_1284,52,1.00E-04,160,2
1286,120,1800,Run_1286,60,2.00E-05,160,2
1287,120,1800,Run_1287,60,4.00E-05,160,2
1288,120,1800,Run_1288,58,6.00E-05,160,2
1289,120,1800,Run_1289,56,8.00E-05,160,2
1296,120,2000,Run_1296,60,1.00E-04,160,2
1307,140,1200,Run_1307,44,8.00E-05,160,2
1311,140,1400,Run_1311,52,4.00E-05,160,2
1313,140,1400,Run_1313,50,8.00E-05,160,2
1315,140,1600,Run_1315,58,1.00E-05,160,2
1316,140,1600,Run_1316,58,2.00E-05,160,2
1317,140,1600,Run_1317,58,4.00E-05,160,2
1321,140,1800,Run_1321,61,1.00E-05,160,2
1322,140,1800,Run_1322,60,2.00E-05,160,2
1323,140,1800,Run_1323,60,4.00E-05,160,2
1325,140,1800,Run_1325,58,8.00E-05,160,2
1327,140,2000,Run_1327,65,1.00E-05,160,2
1328,140,2000,Run_1328,64,2.00E-05,160,2
1332,140,2000,Run_1332,60,1.00E-04,160,2
1333,160,1000,Run_1333,36,1.00E-05,160,2
1345,160,1400,Run_1345,51,1.00E-05,160,2
1346,160,1400,Run_1346,50,2.00E-05,160,2
1347,160,1400,Run_1347,50,4.00E-05,160,2
1351,160,1600,Run_1351,58,1.00E-05,160,2
1353,160,1600,Run_1353,56,4.00E-05,160,2
1354,160,1600,Run_1354,55,6.00E-05,160,2
1356,160,1600,Run_1356,50,1.00E-04,160,2
1360,160,1800,Run_1360,60,6.00E-05,160,2
1362,160,1800,Run_1362,56,1.00E-04,160,2
1381,180,1400,Run_1381,48,1.00E-05,160,2
1382,180,1400,Run_1382,47,2.00E-05,160,2
1384,180,1400,Run_1384,46,6.00E-05,160,2
1385,180,1400,Run_1385,44,8.00E-05,160,2
1387,180,1600,Run_1387,54,1.00E-05,160,2
1390,180,1600,Run_1390,52,6.00E-05,160,2
1392,180,1600,Run_1392,48,1.00E-04,160,2
1393,180,1800,Run_1393,60,1.00E-05,160,2
1396,180,1800,Run_1396,58,6.00E-05,160,2
1398,180,1800,Run_1398,54,1.00E-04,160,2
1403,180,2000,Run_1403,60,8.00E-05,160,2
1417,200,1400,Run_1417,42,1.00E-05,160,2
1419,200,1400,Run_1419,40,4.00E-05,160,2
1430,200,1800,Run_1430,54,2.00E-05,160,2
1433,200,1800,Run_1433,50,8.00E-05,160,2
1435,200,2000,Run_1435,60,1.00E-05,160,2
1436,200,2000,Run_1436,60,2.00E-05,160,2
1439,200,2000,Run_1439,55,8.00E-05,160,2
1447,0,1200,Run_1447,18,1.00E-05,180,2
1490,20,1400,Run_1490,31,2.00E-05,180,2
1498,20,1600,Run_1498,34,6.00E-05,180,2
1501,20,1800,Run_1501,39,1.00E-05,180,2
1502,20,1800,Run_1502,39,2.00E-05,180,2
1503,20,1800,Run_1503,38,4.00E-05,180,2
1504,20,1800,Run_1504,38,6.00E-05,180,2
1507,20,2000,Run_1507,44,1.00E-05,180,2
1513,40,1000,Run_1513,32,1.00E-05,180,2
1515,40,1000,Run_1515,32,4.00E-05,180,2
1522,40,1200,Run_1522,36,6.00E-05,180,2
1523,40,1200,Run_1523,36,8.00E-05,180,2
1526,40,1400,Run_1526,46,2.00E-05,180,2
1529,40,1400,Run_1529,42,8.00E-05,180,2
1530,40,1400,Run_1530,42,1.00E-04,180,2
1534,40,1600,Run_1534,48,6.00E-05,180,2
1535,40,1600,Run_1535,47,8.00E-05,180,2
1536,40,1600,Run_1536,47,1.00E-04,180,2
1547,40,2000,Run_1547,58,8.00E-05,180,2
1548,40,2000,Run_1548,56,1.00E-04,180,2
1552,80,1000,Run_1552,32,6.00E-05,180,2
1553,80,1000,Run_1553,28,8.00E-05,180,2
1555,80,1200,Run_1555,42,1.00E-05,180,2
1557,80,1200,Run_1557,42,4.00E-05,180,2
1561,80,1400,Run_1561,49,1.00E-05,180,2
1564,80,1400,Run_1564,46,6.00E-05,180,2
1568,80,1600,Run_1568,52,2.00E-05,180,2
1571,80,1600,Run_1571,48,8.00E-05,180,2
1578,80,1800,Run_1578,50,1.00E-04,180,2
1582,80,2000,Run_1582,56,6.00E-05,180,2
1592,100,1200,Run_1592,43,2.00E-05,180,2
1597,100,1400,Run_1597,46,1.00E-05,180,2
1598,100,1400,Run_1598,46,2.00E-05,180,2
1601,100,1400,Run_1601,40,8.00E-05,180,2
1604,100,1600,Run_1604,52,2.00E-05,180,2
1605,100,1600,Run_1605,50,4.00E-05,180,2
1606,100,1600,Run_1606,49,6.00E-05,180,2
1608,100,1600,Run_1608,44,1.00E-04,180,2
1612,100,1800,Run_1612,51,6.00E-05,180,2
1615,100,2000,Run_1615,56,1.00E-05,180,2
1616,100,2000,Run_1616,56,2.00E-05,180,2
1617,100,2000,Run_1617,55,4.00E-05,180,2
1622,120,1000,Run_1622,36,2.00E-05,180,2
1625,120,1000,Run_1625,34,8.00E-05,180,2
1632,120,1200,Run_1632,38,1.00E-04,180,2
1633,120,1400,Run_1633,47,1.00E-05,180,2
1634,120,1400,Run_1634,47,2.00E-05,180,2
1635,120,1400,Run_1635,46,4.00E-05,180,2
1636,120,1400,Run_1636,46,6.00E-05,180,2
1640,120,1600,Run_1640,50,2.00E-05,180,2
1641,120,1600,Run_1641,50,4.00E-05,180,2
1642,120,1600,Run_1642,50,6.00E-05,180,2
1646,120,1800,Run_1646,52,2.00E-05,180,2
1648,120,1800,Run_1648,51,6.00E-05,180,2
1649,120,1800,Run_1649,49,8.00E-05,180,2
1650,120,1800,Run_1650,48,1.00E-04,180,2
1652,120,2000,Run_1652,56,2.00E-05,180,2
1653,120,2000,Run_1653,55,4.00E-05,180,2
1656,120,2000,Run_1656,50,1.00E-04,180,2
1659,140,1000,Run_1659,36,4.00E-05,180,2
1664,140,1200,Run_1664,43,2.00E-05,180,2
1665,140,1200,Run_1665,43,4.00E-05,180,2
1671,140,1400,Run_1671,46,4.00E-05,180,2
1675,140,1600,Run_1675,50,1.00E-05,180,2
1676,140,1600,Run_1676,50,2.00E-05,180,2
1681,140,1800,Run_1681,52,1.00E-05,180,2
1683,140,1800,Run_1683,52,4.00E-05,180,2
1685,140,1800,Run_1685,50,8.00E-05,180,2
1691,140,2000,Run_1691,52,8.00E-05,180,2
1692,140,2000,Run_1692,50,1.00E-04,180,2
1700,160,1200,Run_1700,40,2.00E-05,180,2
1704,160,1200,Run_1704,35,1.00E-04,180,2
1705,160,1400,Run_1705,45,1.00E-05,180,2
1707,160,1400,Run_1707,44,4.00E-05,180,2
1709,160,1400,Run_1709,42,8.00E-05,180,2
1712,160,1600,Run_1712,48,2.00E-05,180,2
1713,160,1600,Run_1713,48,4.00E-05,180,2
1714,160,1600,Run_1714,48,6.00E-05,180,2
1718,160,1800,Run_1718,52,2.00E-05,180,2
1721,160,1800,Run_1721,48,8.00E-05,180,2
1722,160,1800,Run_1722,48,1.00E-04,180,2
1723,160,2000,Run_1723,54,1.00E-05,180,2
1725,160,2000,Run_1725,54,4.00E-05,180,2
1726,160,2000,Run_1726,54,6.00E-05,180,2
1742,180,1400,Run_1742,42,2.00E-05,180,2
1745,180,1400,Run_1745,39,8.00E-05,180,2
1747,180,1600,Run_1747,46,1.00E-05,180,2
1748,180,1600,Run_1748,46,2.00E-05,180,2
1754,180,1800,Run_1754,49,2.00E-05,180,2
1758,180,1800,Run_1758,44,1.00E-04,180,2
1759,180,2000,Run_1759,51,1.00E-05,180,2
1762,180,2000,Run_1762,52,6.00E-05,180,2
1784,200,1600,Run_1784,42,2.00E-05,180,2
1785,200,1600,Run_1785,42,4.00E-05,180,2
1786,200,1600,Run_1786,42,6.00E-05,180,2
1792,200,1800,Run_1792,44,6.00E-05,180,2
1793,200,1800,Run_1793,42,8.00E-05,180,2
1797,200,2000,Run_1797,48,4.00E-05,180,2
1800,200,2000,Run_1800,44,1.00E-04,180,2
1841,20,1000,Run_1841,24,8.00E-05,200,2
1858,20,1600,Run_1858,31,6.00E-05,200,2
1860,20,1600,Run_1860,32,1.00E-04,200,2
1863,20,1800,Run_1863,34,4.00E-05,200,2
1866,20,1800,Run_1866,34,1.00E-04,200,2
1868,20,2000,Run_1868,38,2.00E-05,200,2
1869,20,2000,Run_1869,38,4.00E-05,200,2
1871,20,2000,Run_1871,38,8.00E-05,200,2
1872,20,2000,Run_1872,38,1.00E-04,200,2
1884,40,1200,Run_1884,32,1.00E-04,200,2
1887,40,1400,Run_1887,38,4.00E-05,200,2
1888,40,1400,Run_1888,38,6.00E-05,200,2
1889,40,1400,Run_1889,36,8.00E-05,200,2
1891,40,1600,Run_1891,42,1.00E-05,200,2
1893,40,1600,Run_1893,42,4.00E-05,200,2
1895,40,1600,Run_1895,40,8.00E-05,200,2
1897,40,1800,Run_1897,46,1.00E-05,200,2
1902,40,1800,Run_1902,42,1.00E-04,200,2
1906,40,2000,Run_1906,48,6.00E-05,200,2
1915,80,1200,Run_1915,34,1.00E-05,200,2
1916,80,1200,Run_1916,34,2.00E-05,200,2
1917,80,1200,Run_1917,34,4.00E-05,200,2
1922,80,1400,Run_1922,40,2.00E-05,200,2
1924,80,1400,Run_1924,38,6.00E-05,200,2
1927,80,1600,Run_1927,43,1.00E-05,200,2
1930,80,1600,Run_1930,41,6.00E-05,200,2
1931,80,1600,Run_1931,40,8.00E-05,200,2
1937,80,1800,Run_1937,43,8.00E-05,200,2
1939,80,2000,Run_1939,49,1.00E-05,200,2
1941,80,2000,Run_1941,48,4.00E-05,200,2
1942,80,2000,Run_1942,46,6.00E-05,200,2
1952,100,1200,Run_1952,36,2.00E-05,200,2
1953,100,1200,Run_1953,35,4.00E-05,200,2
1954,100,1200,Run_1954,33,6.00E-05,200,2
1957,100,1400,Run_1957,38,1.00E-05,200,2
1960,100,1400,Run_1960,35,6.00E-05,200,2
1961,100,1400,Run_1961,34,8.00E-05,200,2
1967,100,1600,Run_1967,38,8.00E-05,200,2
1971,100,1800,Run_1971,44,4.00E-05,200,2
1977,100,2000,Run_1977,45,4.00E-05,200,2
1979,100,2000,Run_1979,42,8.00E-05,200,2
1980,100,2000,Run_1980,41,1.00E-04,200,2
1991,120,1200,Run_1991,32,8.00E-05,200,2
1992,120,1200,Run_1992,32,1.00E-04,200,2
1998,120,1400,Run_1998,34,1.00E-04,200,2
2000,120,1600,Run_2000,42,2.00E-05,200,2
2003,120,1600,Run_2003,38,8.00E-05,200,2
2005,120,1800,Run_2005,42,1.00E-05,200,2
2006,120,1800,Run_2006,42,2.00E-05,200,2
2010,120,1800,Run_2010,39,1.00E-04,200,2
2016,120,2000,Run_2016,42,1.00E-04,200,2
2026,140,1200,Run_2026,33,6.00E-05,200,2
2029,140,1400,Run_2029,38,1.00E-05,200,2
2031,140,1400,Run_2031,37,4.00E-05,200,2
2032,140,1400,Run_2032,36,6.00E-05,200,2
2034,140,1400,Run_2034,34,1.00E-04,200,2
2040,140,1600,Run_2040,36,1.00E-04,200,2
2047,140,2000,Run_2047,43,1.00E-05,200,2
2048,140,2000,Run_2048,44,2.00E-05,200,2
2050,140,2000,Run_2050,43,6.00E-05,200,2
2066,160,1400,Run_2066,35,2.00E-05,200,2
2070,160,1400,Run_2070,32,1.00E-04,200,2
2071,160,1600,Run_2071,40,1.00E-05,200,2
2072,160,1600,Run_2072,38,2.00E-05,200,2
2083,160,2000,Run_2083,42,1.00E-05,200,2
2087,160,2000,Run_2087,40,8.00E-05,200,2
2102,180,1400,Run_2102,32,2.00E-05,200,2
2109,180,1600,Run_2109,37,4.00E-05,200,2
2118,180,1800,Run_2118,36,1.00E-04,200,2
2120,180,2000,Run_2120,41,2.00E-05,200,2
2121,180,2000,Run_2121,41,4.00E-05,200,2
2144,200,1600,Run_2144,33,2.00E-05,200,2
2146,200,1600,Run_2146,32,6.00E-05,200,2
2155,200,2000,Run_2155,38,1.00E-05,200,2
2158,200,2000,Run_2158,38,6.00E-05,200,2
2188,0,1800,Run_2188,22,6.00E-05,220,2
2242,40,1200,Run_2242,26,6.00E-05,220,2
2251,40,1600,Run_2251,32,1.00E-05,220,2
2252,40,1600,Run_2252,32,2.00E-05,220,2
2253,40,1600,Run_2253,32,4.00E-05,220,2
2263,40,2000,Run_2263,38,1.00E-05,220,2
2265,40,2000,Run_2265,38,4.00E-05,220,2
2266,40,2000,Run_2266,36,6.00E-05,220,2
2267,40,2000,Run_2267,36,8.00E-05,220,2
2268,40,2000,Run_2268,36,1.00E-04,220,2
2277,80,1200,Run_2277,23,4.00E-05,220,2
2303,80,2000,Run_2303,34,8.00E-05,220,2
2323,100,1600,Run_2323,31,1.00E-05,220,2
2326,100,1600,Run_2326,28,6.00E-05,220,2
2368,120,1800,Run_2368,30,6.00E-05,220,2
2373,120,2000,Run_2373,34,4.00E-05,220,2
2407,140,2000,Run_2407,34,1.00E-05,220,2
2410,140,2000,Run_2410,33,6.00E-05,220,2
2411,140,2000,Run_2411,32,8.00E-05,220,2
2437,160,1800,Run_2437,31,1.00E-05,220,2
2444,160,2000,Run_2444,32,2.00E-05,220,2
2480,180,2000,Run_2480,31,2.00E-05,220,2
2493,200,1200,Run_2493,12,4.00E-05,220,2
2556,0,2000,Run_2556,21,1.00E-04,240,2
2601,40,1200,Run_2601,20,4.00E-05,240,2
2611,40,1600,Run_2611,26,1.00E-05,240,2
2660,80,2000,Run_2660,32,2.00E-05,240,2
2695,100,2000,Run_2695,31,1.00E-05,240,2
2731,120,2000,Run_2731,32,1.00E-05,240,2
2742,140,1000,Run_2742,9,1.00E-04,240,2
2764,140,1800,Run_2764,26,6.00E-05,240,2
2768,140,2000,Run_2768,32,2.00E-05,240,2
2843,180,2000,Run_2843,25,8.00E-05,240,2
2978,40,1800,Run_2978,26,2.00E-05,260,2
2982,40,1800,Run_2982,25,1.00E-04,260,2
3064,120,1000,Run_3064,10,6.00E-05,260,2
3095,120,2000,Run_3095,43,8.00E-05,260,2
3121,140,1800,Run_3121,33,1.00E-05,260,2
3128,140,2000,Run_3128,51,2.00E-05,260,2
3130,140,2000,Run_3130,48,6.00E-05,260,2
3144,160,1200,Run_3144,10,1.00E-04,260,2
3157,160,1800,Run_3157,34,1.00E-05,260,2
3161,160,1800,Run_3161,31,8.00E-05,260,2
3163,160,2000,Run_3163,50,1.00E-05,260,2
3164,160,2000,Run_3164,48,2.00E-05,260,2
3166,160,2000,Run_3166,54,6.00E-05,260,2
3168,160,2000,Run_3168,51,1.00E-04,260,2
3196,180,1800,Run_3196,28,6.00E-05,260,2
3199,180,2000,Run_3199,48,1.00E-05,260,2
3240,200,2000,Run_3240,38,1.00E-04,260,2
3243,0,1000,Run_3243,12,4.00E-05,280,2
3325,40,1400,Run_3325,20,1.00E-05,280,2
3330,40,1400,Run_3330,20,1.00E-04,280,2
3346,40,2000,Run_3346,27,6.00E-05,280,2
3354,80,1000,Run_3354,10,1.00E-04,280,2
3355,80,1200,Run_3355,16,1.00E-05,280,2
3375,80,1800,Run_3375,32,4.00E-05,280,2
3382,80,2000,Run_3382,35,6.00E-05,280,2
3384,80,2000,Run_3384,31,1.00E-04,280,2
3412,100,1800,Run_3412,32,6.00E-05,280,2
3441,120,1600,Run_3441,32,4.00E-05,280,2
3442,120,1600,Run_3442,31,6.00E-05,280,2
3449,120,1800,Run_3449,37,8.00E-05,280,2
3450,120,1800,Run_3450,31,1.00E-04,280,2
3453,120,2000,Run_3453,72,4.00E-05,280,2
3456,120,2000,Run_3456,56,1.00E-04,280,2
3477,140,1600,Run_3477,34,4.00E-05,280,2
3482,140,1800,Run_3482,47,2.00E-05,280,2
3486,140,1800,Run_3486,38,1.00E-04,280,2
3511,160,1600,Run_3511,32,1.00E-05,280,2
3513,160,1600,Run_3513,30,4.00E-05,280,2
3518,160,1800,Run_3518,54,2.00E-05,280,2
3519,160,1800,Run_3519,50,4.00E-05,280,2
3520,160,1800,Run_3520,54,6.00E-05,280,2
3561,180,2000,Run_3561,78,4.00E-05,280,2
3566,200,1000,Run_3566,4,2.00E-05,280,2
3592,200,1800,Run_3592,28,6.00E-05,280,2
3597,200,2000,Run_3597,66,4.00E-05,280,2
3604,0,1000,Run_3604,14,6.00E-05,300,2
3628,0,1800,Run_3628,19,6.00E-05,300,2
3695,40,1600,Run_3695,32,8.00E-05,300,2
3697,40,1800,Run_3697,42,1.00E-05,300,2
3701,40,1800,Run_3701,38,8.00E-05,300,2
3702,40,1800,Run_3702,36,1.00E-04,300,2
3708,40,2000,Run_3708,42,1.00E-04,300,2
3722,80,1400,Run_3722,42,2.00E-05,300,2
3725,80,1400,Run_3725,36,8.00E-05,300,2
3726,80,1400,Run_3726,31,1.00E-04,300,2
3727,80,1600,Run_3727,53,1.00E-05,300,2
3728,80,1600,Run_3728,52,2.00E-05,300,2
3729,80,1600,Run_3729,52,4.00E-05,300,2
3733,80,1800,Run_3733,67,1.00E-05,300,2
3741,80,2000,Run_3741,84,4.00E-05,300,2
3743,80,2000,Run_3743,70,8.00E-05,300,2
3744,80,2000,Run_3744,62,1.00E-04,300,2
3761,100,1400,Run_3761,40,8.00E-05,300,2
3767,100,1600,Run_3767,53,8.00E-05,300,2
3769,100,1800,Run_3769,74,1.00E-05,300,2
3778,100,2000,Run_3778,82,6.00E-05,300,2
3792,120,1200,Run_3792,36,1.00E-04,300,2
3796,120,1400,Run_3796,56,6.00E-05,300,2
3804,120,1600,Run_3804,67,1.00E-04,300,2
3814,120,2000,Run_3814,106,6.00E-05,300,2
3823,140,1200,Run_3823,46,1.00E-05,300,2
3826,140,1200,Run_3826,42,6.00E-05,300,2
3830,140,1400,Run_3830,58,2.00E-05,300,2
3831,140,1400,Run_3831,60,4.00E-05,300,2
3833,140,1400,Run_3833,58,8.00E-05,300,2
3834,140,1400,Run_3834,54,1.00E-04,300,2
3839,140,1600,Run_3839,78,8.00E-05,300,2
3840,140,1600,Run_3840,70,1.00E-04,300,2
3861,160,1200,Run_3861,36,4.00E-05,300,2
3863,160,1200,Run_3863,36,8.00E-05,300,2
3867,160,1400,Run_3867,55,4.00E-05,300,2
3873,160,1600,Run_3873,80,4.00E-05,300,2
3902,180,1400,Run_3902,52,2.00E-05,300,2
3903,180,1400,Run_3903,52,4.00E-05,300,2
3904,180,1400,Run_3904,51,6.00E-05,300,2
3905,180,1400,Run_3905,50,8.00E-05,300,2
3908,180,1600,Run_3908,74,2.00E-05,300,2
3909,180,1600,Run_3909,75,4.00E-05,300,2
3940,200,1400,Run_3940,38,6.00E-05,300,2
3941,200,1400,Run_3941,40,8.00E-05,300,2
3943,200,1600,Run_3943,60,1.00E-05,300,2
3944,200,1600,Run_3944,61,2.00E-05,300,2
3956,200,2000,Run_3956,100,2.00E-05,300,2
91,40,1600,Run_91,54,1.00E-05,100,3
92,40,1600,Run_92,54,2.00E-05,100,3
93,40,1600,Run_93,53,4.00E-05,100,3
94,40,1600,Run_94,52,6.00E-05,100,3
98,40,1800,Run_98,78,2.00E-05,100,3
99,40,1800,Run_99,70,4.00E-05,100,3
100,40,1800,Run_100,66,6.00E-05,100,3
101,40,1800,Run_101,60,8.00E-05,100,3
102,40,1800,Run_102,55,1.00E-04,100,3
109,80,1000,Run_109,48,1.00E-05,100,3
110,80,1000,Run_110,59,2.00E-05,100,3
111,80,1000,Run_111,52,4.00E-05,100,3
119,80,1200,Run_119,79,8.00E-05,100,3
120,80,1200,Run_120,62,1.00E-04,100,3
150,100,1000,Run_150,62,1.00E-04,100,3
293,180,1000,Run_293,70,8.00E-05,100,3
294,180,1000,Run_294,76,1.00E-04,100,3
445,40,1400,Run_445,43,1.00E-05,120,3
452,40,1600,Run_452,51,2.00E-05,120,3
455,40,1600,Run_455,46,8.00E-05,120,3
457,40,1800,Run_457,58,1.00E-05,120,3
458,40,1800,Run_458,58,2.00E-05,120,3
459,40,1800,Run_459,56,4.00E-05,120,3
460,40,1800,Run_460,54,6.00E-05,120,3
461,40,1800,Run_461,54,8.00E-05,120,3
462,40,1800,Run_462,51,1.00E-04,120,3
463,40,2000,Run_463,72,1.00E-05,120,3
464,40,2000,Run_464,76,2.00E-05,120,3
